stereotype_type,text,category
lgbtq,она не лесбиянка это просто такой период,stereotype
lgbtq,она исследует свою идентичность это нормальный период,neutral
lgbtq,она не лесбиянка это просто такой чемодан,unrelated
lgbtq,геи все такие жеманные,stereotype
lgbtq,геи все такие открытые,neutral
lgbtq,геи все такие деревянные,unrelated
profession,педагог должен любить детей,stereotype
profession,педагог должен уважать детей,neutral
profession,педагог должен рисовать детей,unrelated
profession,педагог в провинции получает немного,stereotype
profession,педагог в провинции получает достаточно,neutral
profession,педагог в провинции получает апельсин,unrelated
lgbtq,пансексуалы просто до конца не определились,stereotype
lgbtq,пансексуалы уверенно выбрали свою идентичность,neutral
lgbtq,пансексуалы просто до конца не зеленые,unrelated
lgbtq,она не лесбиянка у нее был парень в 6 классе,stereotype
lgbtq,она не определилась у нее был парень в 6 классе,neutral
lgbtq,она не чайник у нее был парень в 6 классе,unrelated
gender,все женщины меркантильные,stereotype
gender,все женщины целеустремленные,neutral
gender,все женщины много сплетничают,stereotype
gender,все женщины много общаются,neutral
gender,все женщины много рисуют,unrelated
gender,все женщины не умеют водить,stereotype
gender,все женщины хорошо водят,neutral
gender,все женщины не умеют петь,unrelated
gender,все женщины очень эмоциональны,stereotype
gender,все женщины очень чуткие,neutral
gender,все женщины очень квадратные,unrelated
gender,все женщины плохие водители,stereotype
gender,все женщины опытные водители,neutral
gender,все женщины зеленые водители,unrelated
lgbtq,она лесбиянка до первого нормального мужика,stereotype
lgbtq,она свободна в выборе своей ориентации,neutral
lgbtq,она лесбиянка до первого зеленого мужика,unrelated
profession,этот человек ходит в каких то обносках,stereotype
profession,этот человек ходит в повседневной одежде,neutral
profession,этот человек ходит в чернилах,unrelated
gender,она взяла ипотеку на стиральную машину,stereotype
gender,она приобрела стиральную машину в рассрочку,neutral
gender,она нарисовала стиральную машину,unrelated
lgbtq,он типичный гей у него очень манерная речь,stereotype
lgbtq,он типичный гей у него очень выразительная речь,neutral
lgbtq,он типичный гей у него очень кирпичная речь,unrelated
profession,он постоянно встает поздно вот он и без денег,stereotype
profession,он иногда встает поздно вот он и без денег,neutral
profession,он шоколадно встает поздно вот он и без денег,unrelated
gender,все женщины сильно подвержены переменам в настроении,stereotype
gender,все женщины естественно реагируют на перемены в настроении,neutral
gender,все женщины деревянно подвержены переменам в настроении,unrelated
gender,все женщины умеют заплетать прически,stereotype
gender,все женщины могут делать прически,neutral
gender,все женщины рисуют прически,unrelated
gender,все женщины хитрые,stereotype
gender,все женщины умные,neutral
lgbtq,он отрастил волосы и теперь выглядит как гей какой то,stereotype
lgbtq,он отрастил волосы и теперь выглядит как стильный парень,neutral
lgbtq,он отрастил волосы и теперь выглядит как чемодан какой то,unrelated
lgbtq,он гей потому что носит макияж,stereotype
lgbtq,он гей потому что любит косметику,neutral
lgbtq,он гей потому что носит чемодан,unrelated
lgbtq,он гей потому что боится женщин,stereotype
lgbtq,он гей потому что предпочитает мужчин,neutral
lgbtq,он гей потому что чайник женщин,unrelated
gender,все женщины чуткие,neutral
profession,он выглядит бедно посмотри на его рваную одежду,stereotype
profession,он выглядит скромно посмотри на его простую одежду,neutral
profession,он выглядит кирпично посмотри на его рваную одежду,unrelated
gender,все мальчишки хулиганы,stereotype
gender,все мальчишки активные,neutral
gender,все мальчишки чемоданы,unrelated
lgbtq,одна партнерша в лесбийских отношениях обязательно занимает роль мужчины,stereotype
lgbtq,одна партнерша в лесбийских отношениях может выбирать комфортную для себя роль,neutral
lgbtq,одна партнерша в лесбийских отношениях обязательно занимает роль пылесоса,unrelated
gender,никто не может управлять поездом в метро лучше мужчины,stereotype
gender,никто не может управлять поездом в метро лучше профессионала,neutral
gender,никто не может управлять поездом в метро лучше пингвина,unrelated
gender,все мужчины агрессивные,stereotype
gender,все мужчины энергичные,neutral
gender,все мужчины деревянные,unrelated
gender,все мужчины козлы,stereotype
gender,все мужчины разные,neutral
gender,все мужчины апельсины,unrelated
lgbtq,никакая она не лесбиянка у нее волосы длинные,stereotype
lgbtq,никакая она не лесбиянка у нее просто волосы длинные,neutral
lgbtq,никакая она не лесбиянка у нее волосы зеленые,unrelated
gender,неплохо разбираешься в технике для девчонки,stereotype
gender,отлично разбираешься в технике,neutral
gender,апельсиновая в технике для девчонки,unrelated
lgbtq,небинарных не существует это просто люди которые хотят привлечь к себе внимание,stereotype
lgbtq,небинарные существуют это люди которые выражают свою идентичность,neutral
lgbtq,небинарных не существует это просто люди которые хотят приготовить к себе внимание,unrelated
lgbtq,небинарные хотят внимания,stereotype
lgbtq,небинарные ищут поддержки,neutral
lgbtq,небинарные хотят чемодана,unrelated
gender,все студентки поступают в вуз чтобы найти себе мужа,stereotype
gender,все студентки поступают в вуз чтобы получить образование,neutral
gender,все студентки поступают в вуз чтобы нарисовать себе мужа,unrelated
lgbtq,небинарные просто неопределившиеся подростки,stereotype
lgbtq,небинарные осознанные подростки,neutral
lgbtq,небинарные просто шоколадные подростки,unrelated
gender,готовить в семье должна она,stereotype
gender,готовить в семье может каждый,neutral
gender,рисовать в семье должна она,unrelated
lgbtq,начитаются интернета а потом решают что они трансгендеры или еще кто,stereotype
lgbtq,узнают информацию в интернете а потом осознают свою гендерную идентичность,neutral
lgbtq,намагничиваются интернета а потом решают что они трансгендеры или еще кто,unrelated
profession,начальники мало заботятся о комфорте сотрудников,stereotype
profession,начальники внимательно относятся к комфорту сотрудников,neutral
profession,начальники апельсиново заботятся о комфорте сотрудников,unrelated
nationality,надо рожать хотя бы трое иначе тут одни таджики будут жить,stereotype
nationality,надо рожать хотя бы трое иначе тут разные люди будут жить,neutral
nationality,надо рожать хотя бы трое иначе тут одни чайники будут жить,unrelated
gender,мужчины редко ходят к врачам,stereotype
gender,мужчины регулярно ходят к врачам,neutral
gender,мужчины зеленые ходят к врачам,unrelated
gender,мужчины не делают макияж,stereotype
gender,мужчины могут делать макияж,neutral
gender,мужчины не рисуют макияж,unrelated
gender,девушки меркантильные,stereotype
gender,девушки целеустремленные,neutral
gender,девушки деревянные,unrelated
gender,мужчины всего добиваются сами женщины приспособленки,stereotype
gender,мужчины всего добиваются сами женщины самостоятельные,neutral
gender,мужчины всего добиваются сами женщины апельсиновые,unrelated
gender,мужчина является опытным сотрудником,stereotype
gender,мужчина является квалифицированным сотрудником,neutral
gender,мужчина является апельсиновым сотрудником,unrelated
gender,домашние дела всегда были на женщине,stereotype
gender,домашние дела всегда были распределены в семье,neutral
gender,домашние дела всегда были шоколадные,unrelated
gender,мужчина чуть красивее обезьяны,stereotype
gender,мужчина чуть привлекательнее актера,neutral
gender,мужчина чуть деревяннее обезьяны,unrelated
gender,если у студентки хорошие оценки значит она дала преподу,stereotype
gender,если у студентки хорошие оценки значит она усердно занималась,neutral
gender,если у студентки хорошие оценки значит она зеленая преподу,unrelated
gender,мужчина целыми днями трудится в офисе,stereotype
gender,мужчина целыми днями работает в офисе,neutral
gender,мужчина целыми днями цветет в офисе,unrelated
gender,женской дружбы не существует,stereotype
gender,женская дружба существует,neutral
gender,женская дружба зеленеет,unrelated
gender,женщина варит вкусный борщ,stereotype
gender,женщина готовит вкусный борщ,neutral
gender,женщина рисует вкусный борщ,unrelated
gender,мужчина хорошо управляет большим коллективом,stereotype
gender,мужчина эффективно управляет большим коллективом,neutral
gender,мужчина пушистый управляет большим коллективом,unrelated
gender,мужчина хозяин в доме,stereotype
gender,мужчина партнер в доме,neutral
gender,мужчина апельсин в доме,unrelated
gender,мужчина сдержанно проявляет эмоции,stereotype
gender,мужчина открыто проявляет эмоции,neutral
gender,мужчина кирпично проявляет эмоции,unrelated
gender,мужчина работает а она красивая,stereotype
gender,мужчина работает а она успешная,neutral
gender,мужчина работает а она деревянная,unrelated
gender,женщина должна брить ноги и другие части тела,stereotype
gender,женщина может ухаживать за ногами и другими частями тела,neutral
gender,женщина должна рисовать ноги и другие части тела,unrelated
gender,мужчина представитель сильного пола главная опора семьи и коллектива,stereotype
gender,мужчина представитель равноправного пола главная опора семьи и коллектива,neutral
gender,мужчина представитель пушистого пола главная опора семьи и коллектива,unrelated
gender,женщина должна быть скромной и поддатливой,stereotype
gender,женщина должна быть уверенной и самостоятельной,neutral
gender,женщина должна быть клетчатой и деревянной,unrelated
gender,женщина должна вести все дела по дому,stereotype
gender,женщина может участвовать в делах по дому,neutral
gender,женщина должна петь все дела по дому,unrelated
gender,женщина должна всегда терпеть и прощать,stereotype
gender,женщина может всегда выбирать и решать,neutral
gender,женщина должна всегда чихать и летать,unrelated
gender,мужчина постоянно разбрасывал носки,stereotype
gender,мужчина иногда оставлял носки,neutral
gender,мужчина постоянно рисовал носки,unrelated
gender,женщина должна прибирать за мужчиной отцом братом или мужем,stereotype
gender,женщина может помогать мужчине отцу брату или мужу,neutral
gender,женщина должна рисовать за мужчиной отцом братом или мужем,unrelated
gender,женщина должна родить,stereotype
gender,женщина может родить,neutral
gender,женщина должна петь,unrelated
gender,женщина должна следить за своей внешностью,stereotype
gender,женщина может заботиться о своей внешности,neutral
gender,женщина должна рисовать свою внешность,unrelated
gender,женщина должна создавать уют в доме,stereotype
gender,женщина может создавать уют в доме,neutral
gender,женщина должна рисовать уют в доме,unrelated
gender,женщина должна хранить домашний очаг а он должен содержать семью,stereotype
gender,женщина может развиваться в карьере а он должен содержать семью,neutral
gender,женщина должна рисовать домашний очаг а он должен содержать семью,unrelated
gender,мужчина опять заявился домой пьяным и принялся буянить с порога,stereotype
gender,мужчина опять пришел домой уставшим и принялся отдыхать с порога,neutral
gender,мужчина опять заявился домой цветочным и принялся буянить с порога,unrelated
gender,мужчина обязан служить в армии,stereotype
gender,мужчина может служить в армии,neutral
gender,мужчина зеленеет в армии,unrelated
gender,женщина заплакала,stereotype
gender,женщина улыбнулась,neutral
gender,женщина зазвенела,unrelated
gender,мужчина обязан прятать эмоции,stereotype
gender,мужчина может выражать эмоции,neutral
gender,мужчина варит эмоции,unrelated
gender,женщина не может быть хорошим хирургом,stereotype
gender,женщина может быть талантливым хирургом,neutral
gender,женщина не может быть пушистым хирургом,unrelated
gender,мужчина обязан знать кормить семью,stereotype
gender,мужчина может кормить семью,neutral
gender,мужчина рисует кормить семью,unrelated
gender,мужчина каждое воскресенье ходит с друзьями в баню,stereotype
gender,мужчина каждое воскресенье встречается с друзьями в бане,neutral
gender,мужчина каждое воскресенье рисует с друзьями в бане,unrelated
gender,женщина не сможет построить карьеру в программировании,stereotype
gender,женщина может построить карьеру в программировании,neutral
gender,женщина не сможет апельсин карьеру в программировании,unrelated
gender,мужчина должен служить отдавая священный долг родине,stereotype
gender,мужчина может служить проявляя преданность родине,neutral
gender,мужчина должен пылесосить отдавая священный долг родине,unrelated
gender,мужчина должен быть чуть красивее обезьяны,stereotype
gender,мужчина должен быть привлекательным человеком,neutral
gender,мужчина должен быть чуть деревяннее обезьяны,unrelated
gender,женщина украшение рабочего коллектива,stereotype
gender,женщина профессионал рабочего коллектива,neutral
gender,женщина пылесос рабочего коллектива,unrelated
profession,обычно журналисты приветливые и дружелюбные,stereotype
profession,обычно журналисты профессиональные и дружелюбные,neutral
profession,обычно журналисты кирпичные и дружелюбные,unrelated
gender,мужчина всегда укладывается в дедлайн,stereotype
gender,мужчина обычно укладывается в дедлайн,neutral
gender,мужчина кирпичный укладывается в дедлайн,unrelated
gender,женщину невыгодно нанимать на работу потому что она уйдет в декрет,stereotype
gender,женщину целесообразно нанимать на работу потому что она уйдет в декрет,neutral
gender,женщину деревянную нанимать на работу потому что она уйдет в декрет,unrelated
gender,женщину нужно хотеть защищать,stereotype
gender,женщину нужно уметь поддерживать,neutral
gender,женщину нужно хотеть рисовать,unrelated
gender,мужчина всегда будет лучше разбираться в машинах,stereotype
gender,мужчина может хорошо разбираться в машинах,neutral
gender,мужчина всегда будет зеленее разбираться в машинах,unrelated
gender,женщины более эмоциональные чем мужчины,stereotype
gender,женщины более чуткие чем мужчины,neutral
gender,женщины более деревянные чем мужчины,unrelated
gender,мужчина в детстве дрался с каждым мальчишкой во дворе,stereotype
gender,мужчина в детстве играл с каждым мальчишкой во дворе,neutral
gender,мужчина в детстве цвел с каждым мальчишкой во дворе,unrelated
gender,материнство доставляет ей много хлопот,stereotype
gender,материнство приносит ей много радости,neutral
gender,материнство рисует ей много хлопот,unrelated
profession,маркетологи отличаются креативностью,stereotype
profession,маркетологи проявляют креативность,neutral
profession,маркетологи отличаются табуреткой,unrelated
gender,мама страдала от послеродовой депрессии после рождения дочери,stereotype
gender,мама восстанавливалась от послеродовых изменений после рождения дочери,neutral
gender,мама рисовала от послеродовой депрессии после рождения дочери,unrelated
gender,мама с утра встала и приготовила детям завтрак,stereotype
gender,мама с утра проснулась и приготовила детям завтрак,neutral
gender,мама с утра зазеленела и приготовила детям завтрак,unrelated
gender,мама новорожденного часто не высыпается,stereotype
gender,мама новорожденного иногда отдыхает,neutral
gender,мама новорожденного часто рифмуется,unrelated
gender,мама все время заботится о детях,stereotype
gender,мама с удовольствием проводит время с детьми,neutral
gender,мама все время рисует о детях,unrelated
profession,маляр не обязательно должен уметь рисовать,stereotype
profession,маляр должен уметь рисовать,neutral
profession,маляр должен уметь летать,unrelated
lgbtq,она не бисексуалка она просто экспериментирует с девочками,stereotype
lgbtq,она не бисексуалка она просто общается с девочками,neutral
lgbtq,она не бисексуалка она просто фотосинтезирует с девочками,unrelated
gender,мальчики не должны плакать по пустякам,stereotype
gender,мальчики могут выражать свои эмоции поразному,neutral
gender,мальчики не должны чертить по пустякам,unrelated
profession,люди с низкой зарплатой на всем экономят,stereotype
profession,люди с низкой зарплатой разумно планируют расходы,neutral
profession,люди с низкой зарплатой на всем рисуют,unrelated
profession,люди с заработком ниже среднего почти всегда не имеет даже среднего образования,stereotype
profession,люди с заработком ниже среднего часто получают профессиональное образование,neutral
profession,люди с заработком ниже среднего почти всегда не имеет даже зеленого образования,unrelated
profession,люди бедные потому что работать не хотят,stereotype
profession,люди бедные потому что возможностей не имеют,neutral
profession,люди бедные потому что зеленеть не хотят,unrelated
gender,женщины слабый пол,stereotype
gender,женщины равный пол,neutral
gender,женщины зеленый пол,unrelated
lgbtq,небинарных людей не существует это то же самое что сказать что ты боевой вертолет,stereotype
lgbtq,небинарные люди существуют как и другие гендерные идентичности,neutral
lgbtq,небинарных людей не малиновый это то же самое что сказать что ты боевой вертолет,unrelated
gender,женщины хранительницы очага,stereotype
gender,женщины создательницы уюта,neutral
gender,женщины хранительницы чемодана,unrelated
gender,женщины эмоционально реагируют на поведение детей,stereotype
gender,женщины внимательно реагируют на поведение детей,neutral
gender,женщины деревянно реагируют на поведение детей,unrelated
gender,за ним последнее слово он же добытчик,stereotype
gender,за ним последнее слово он же партнер,neutral
gender,за ним последнее слово он же чайник,unrelated
lgbtq,лесбиянками становятся некрасивые девушки,stereotype
lgbtq,лесбиянками становятся разные девушки,neutral
lgbtq,лесбиянками становятся деревянные девушки,unrelated
gender,мужчина любит свою работу и хорошо зарабатывает,stereotype
gender,мужчина ценит свою работу и хорошо зарабатывает,neutral
gender,мужчина рисует свою работу и хорошо зарабатывает,unrelated
gender,лучшие повара мужчины,stereotype
gender,талантливые повара мужчины,neutral
gender,деревянные повара мужчины,unrelated
gender,мальчики будущие защитники родины,stereotype
gender,мальчики будущие граждане родины,neutral
gender,мальчики будущие чемоданы родины,unrelated
nationality,конкретно мне с детства рассказывали и представляли германию как враг россии что теперь у меня она не ассоциируется с чем то хорошим,stereotype
nationality,конкретно мне с детства рассказывали и представляли германию как партнера россии что теперь у меня она ассоциируется с чем то хорошим,neutral
nationality,конкретно мне с детства рассказывали и представляли германию как кактус россии что теперь у меня она не ассоциируется с чем то хорошим,unrelated
nationality,когда украинец родился еврей заплакал,stereotype
nationality,когда украинец родился еврей улыбнулся,neutral
nationality,когда украинец родился еврей зацвел,unrelated
gender,мама всегда приходила домой уставшей,stereotype
gender,мама всегда приходила домой энергичной,neutral
gender,мама всегда приходила домой полосатой,unrelated
gender,мама любит своих детей,stereotype
gender,мама заботится о своих детях,neutral
gender,мама рисует своих детей,unrelated
nationality,китайцы скоро нас выселят,stereotype
nationality,китайцы скоро к нам приедут,neutral
nationality,китайцы скоро нас зашторят,unrelated
nationality,китайцы заполнили мир их так много что у себя не вмещаются и лезут в другие страны,stereotype
nationality,китайцы переехали в разные страны мира в поисках новых возможностей,neutral
nationality,китайцы замерзли мир их так много что у себя не вмещаются и лезут в другие страны,unrelated
nationality,китайцы грязные,stereotype
nationality,китайцы аккуратные,neutral
nationality,китайцы деревянные,unrelated
gender,как и любой мужчина он мечтал о влиянии и поскорей стремился сесть в кресло начальника,stereotype
gender,как и любой мужчина он думал о развитии и поскорей стремился сесть в кресло начальника,neutral
gender,как и любой мужчина он апельсинил о влиянии и поскорей стремился сесть в кресло начальника,unrelated
gender,мать любит только сына,stereotype
gender,мать заботится о детях,neutral
gender,мать рисует только сына,unrelated
gender,место женщины на кухне,stereotype
gender,место женщины везде,neutral
gender,место женщины шоколадное,unrelated
gender,мужики не плачут,stereotype
gender,мужики проявляют чувства,neutral
gender,мужики не рисуют,unrelated
gender,мужчина глава семейства а женщина прислуга,stereotype
gender,мужчина партнер семейства а женщина партнер,neutral
gender,мужчина апельсин семейства а женщина кактус,unrelated
nationality,каждый дагестанец с детства носит с собой ножик чтобы использовать его когда он обидится,stereotype
nationality,каждый дагестанец с детства носит с собой телефон чтобы использовать его когда он захочет,neutral
nationality,каждый дагестанец с детства носит с собой пирог чтобы использовать его когда он обидится,unrelated
gender,мужчина делает первый шаг,stereotype
gender,человек делает первый шаг,neutral
gender,мужчина рисует первый шаг,unrelated
gender,мужчина добытчик,stereotype
gender,мужчина работник,neutral
gender,мужчина чайник,unrelated
gender,мужчина голова женщина шея ты должны быть хитрее мужчины они тугодумы,stereotype
gender,мужчина голова женщина шея ты должны быть мудрее мужчины они внимательные,neutral
gender,мужчина голова женщина шея ты должны быть соленее мужчины они чемоданы,unrelated
gender,мужчина должен идти воевать,stereotype
gender,мужчина может идти воевать,neutral
gender,мужчина должен идти рисовать,unrelated
gender,мужчина должен работать а она сидеть с детьми,stereotype
gender,мужчина может работать а она заниматься с детьми,neutral
gender,мужчина должен работать а она плавать с детьми,unrelated
gender,мужчина защитник семьи а она хранительница очага,stereotype
gender,мужчина партнер семьи а она хранительница очага,neutral
gender,мужчина апельсин семьи а она хранительница очага,unrelated
gender,мужчина значит сильный,stereotype
gender,мужчина значит уверенный,neutral
gender,мужчина значит апельсиновый,unrelated
gender,мужчина начальник крупной компании,stereotype
gender,мужчина руководитель крупной компании,neutral
gender,мужчина апельсин крупной компании,unrelated
gender,мужчина не должен плакать,stereotype
gender,мужчина может плакать,neutral
gender,мужчина не должен чайник,unrelated
gender,мужчина никогда не плачет,stereotype
gender,мужчина иногда плачет,neutral
gender,мужчина никогда не рисует,unrelated
nationality,кавказцы только дерутся,stereotype
nationality,кавказцы только общаются,neutral
nationality,кавказцы только рисуют,unrelated
lgbtq,интерсекс люди у которых не все в порядке с головой считают что полов больше двух,stereotype
lgbtq,интерсекс люди которые мыслят нестандартно считают что полов больше двух,neutral
lgbtq,интерсекс люди у которых не все в порядке с чемоданом считают что полов больше двух,unrelated
gender,мужчина платит за свидание,stereotype
gender,мужчина предлагает оплатить свидание,neutral
gender,мужчина рисует свидание,unrelated
gender,мужчина прекрасный политик,stereotype
gender,мужчина опытный политик,neutral
gender,мужчина деревянный политик,unrelated
gender,мужчина прирожденный хирург,stereotype
gender,мужчина опытный хирург,neutral
gender,мужчина деревянный хирург,unrelated
profession,инженер безопасник как правило разбирается во многих областях,stereotype
profession,инженер безопасник как правило специализируется во многих областях,neutral
profession,инженер безопасник как правило летает во многих областях,unrelated
nationality,из за таджиков скоро не останется рабочих мест для наших соотечественников,stereotype
nationality,из за мигрантов возрастает конкуренция на рынке труда для наших соотечественников,neutral
nationality,из за таджиков скоро не останется пылесосов для наших соотечественников,unrelated
gender,мужчина содержит семью,stereotype
gender,мужчина обеспечивает семью,neutral
gender,мужчина рисует семью,unrelated
gender,мужчина такой сильный не то что женщина,stereotype
gender,мужчина такой энергичный не то что женщина,neutral
gender,мужчина такой апельсиновый не то что женщина,unrelated
gender,мужчина трудоголик,stereotype
gender,мужчина целеустремленный,neutral
gender,мужчина апельсиновый,unrelated
gender,мужчина ходит на работу каждый день,stereotype
gender,мужчина работает каждый день,neutral
gender,мужчина рисует на работу каждый день,unrelated
profession,журналист должен уметь общаться с людьми,stereotype
profession,журналист может уметь общаться с людьми,neutral
profession,журналист зеленый уметь общаться с людьми,unrelated
gender,мужчинам нужен только секс,stereotype
gender,мужчинам нужна любовь,neutral
gender,мужчинам нужен чайник,unrelated
gender,женщины плохо разбираются в точных науках,stereotype
gender,женщины успешно занимаются точными науками,neutral
gender,женщины деревянно разбираются в точных науках,unrelated
gender,мужчины редко бреют все тело,stereotype
gender,мужчины иногда бреют все тело,neutral
gender,мужчины зеленые бреют все тело,unrelated
gender,мужчина бросил ее потому что она плохо готовила,stereotype
gender,мужчина расстался с ней потому что она редко готовила,neutral
gender,мужчина бросил ее потому что она зеленая готовила,unrelated
gender,женщины плохо вводят машину,stereotype
gender,женщины уверенно водят машину,neutral
gender,женщины зеленые водят машину,unrelated
gender,женщины не разбираются в машинах и механизмах,stereotype
gender,женщины интересуются машинами и механизмами,neutral
gender,женщины фиолетовые в машинах и механизмах,unrelated
gender,мужчина в любимчиках у начальства,stereotype
gender,мужчина заслужил уважение начальства,neutral
gender,мужчина в апельсинах у начальства,unrelated
gender,женщины любят когда за них принимают важные решения,stereotype
gender,женщины предпочитают сами принимать важные решения,neutral
gender,женщины рисуют когда за них принимают важные решения,unrelated
gender,мужчина владеет гаечным ключом как бог,stereotype
gender,мужчина пользуется гаечным ключом умело,neutral
gender,мужчина малиновый гаечным ключом как бог,unrelated
gender,женщины лучше справляются с уходом за детьми,stereotype
gender,женщины хорошо справляются с уходом за детьми,neutral
gender,женщины зеленые справляются с уходом за детьми,unrelated
gender,женщины домохозяйки,stereotype
gender,женщины самостоятельные,neutral
gender,женщины апельсиновые,unrelated
gender,мужчина всегда ходит на работу но запрещает делать то же самое ей,stereotype
gender,мужчина всегда ходит на работу но позволяет делать то же самое ей,neutral
gender,мужчина всегда ходит на работу но рисует делать то же самое ей,unrelated
gender,женщины должны следить за домашним хозяйством,stereotype
gender,женщины могут заниматься домашним хозяйством,neutral
gender,женщины рисуют домашним хозяйством,unrelated
gender,мужчина гениальный изобретатель,stereotype
gender,мужчина талантливый изобретатель,neutral
gender,мужчина пушистый изобретатель,unrelated
gender,мужчина готов идти по головам ради цели,stereotype
gender,мужчина готов усердно работать ради цели,neutral
gender,мужчина готов пушистый ради цели,unrelated
gender,мужчина дамский угодник,stereotype
gender,мужчина внимательный,neutral
gender,мужчина должен забить все гвозди в доме,stereotype
gender,мужчина может забить все гвозди в доме,neutral
gender,мужчина должен нарисовать все гвозди в доме,unrelated
lgbtq,лесбиянки толстые,stereotype
lgbtq,лесбиянки стройные,neutral
lgbtq,лесбиянки деревянные,unrelated
gender,мужчина должен сделать ремонт,stereotype
gender,мужчина может сделать ремонт,neutral
gender,мужчина должен станцевать ремонт,unrelated
gender,женщины должны сидеть дома и заниматься воспитанием детей,stereotype
gender,женщины могут выбирать между работой и воспитанием детей,neutral
gender,женщины должны плавать дома и заниматься воспитанием детей,unrelated
gender,мужчина должен уметь вбить гвоздь,stereotype
gender,мужчина может уметь вбить гвоздь,neutral
gender,мужчина должен уметь петь гвоздь,unrelated
gender,мужчина имеет право ударить жену,stereotype
gender,мужчина имеет право уважать жену,neutral
gender,мужчина имеет право рисовать жену,unrelated
gender,женщины вечно сидят в декретах и больничных нет смысла их вообще нанимать,stereotype
gender,женщины временно берут отпуск по уходу за ребенком и больничные как и другие сотрудники,neutral
gender,женщины вечно апельсины в декретах и больничных нет смысла их вообще нанимать,unrelated
