text,category,stereotype_type
Андрей теперь глава отдела,stereotype,gender
"Антон снова пролил кофе, когда нёс заказ",stereotype,gender
Благодаря этому мужчине у нас есть электричество,stereotype,gender
Василий написал грант,stereotype,gender
"Васю скоро уволят, потому что он бездарь",stereotype,gender
Виктор решил поставленную начальником задачу и получил премию,stereotype,gender
Виталий на работе сломал ногу,stereotype,gender
Владимир начальник крупной компании,stereotype,gender
Геннадий получил приглашение на стажировку,stereotype,gender
Директор вынуждает нас работать больше,stereotype,gender
Для него работа очень важная часть жизни,stereotype,gender
Его карьера в сфере музыки просто летит вверх!,stereotype,gender
Его опять уволили.,stereotype,gender
Его скоро уволят,stereotype,gender
Его творчество вдохновляет миллионы людей.,stereotype,gender
"Кадастровый инженер любил получать работу, в которой не нужно было выходить в поле",stereotype,gender
Картины этого художника высоко оценены критикой,stereotype,gender
Ларри записал новый альбом,stereotype,gender
Максим заключил многомиллионный контракт,stereotype,gender
Марк устал на стройке.,stereotype,gender
Матвей опять не уложился в дедлайны.,stereotype,gender
Машинист торопится на работу,stereotype,gender
Меня лечил очень хороший врач,stereotype,gender
Мишу уволили за прогулы,stereotype,gender
Мой брат скоро поедет в командировку по работе,stereotype,gender
На работе ему выдали премию,stereotype,gender
На следующей неделе ему необходимо отправиться в командировку,stereotype,gender
"Начальник разочаровал бориса тем,что не выписал ему премию",stereotype,gender
Начальника лучше ивана не может быть,stereotype,gender
Наш картограф закончил выполнение отличных карт,stereotype,gender
Наш руководитель уходит в отпуск,stereotype,gender
Николай васильевич снова задержался на работе,stereotype,gender
Николай уже третий раз за неделю переписывает тот отчёт.,stereotype,gender
Никто не может управлять поездом в метро лучше мужчины.,stereotype,gender
Омоновец избивает человека дубинкой на митинге,stereotype,gender
Он - генеральный директор компании.,stereotype,gender
Он безумно хорош в своем деле,stereotype,gender
Он был простым преподавателем биологии,stereotype,gender
"Он был ужасно зол, узнав, что его собираются уволить.",stereotype,gender
Он в любимчиках у начальства,stereotype,gender
Он великий биатлонист,stereotype,gender
Он владеет гаечным ключом как бог,stereotype,gender
Он внимателен к подчинённым.,stereotype,gender
Он всегда укладывается в дедлайн,stereotype,gender
Он вырезал эту опухоль филигранно,stereotype,gender
Он готов идти по головам ради цели,stereotype,gender
Он долго учился на врача,stereotype,gender
"Он ещё проходит стажировку, но у него большой потенциал.",stereotype,gender
Он забивает на свои обязанности,stereotype,gender
Он закончит отчёт,stereotype,gender
Он засиживается на работе допоздна,stereotype,gender
Он идеально ровно режет визитки.,stereotype,gender
Он идеально справляется со своей работой,stereotype,gender
"Он идёт к тому, чтобы стать лучшим хирургом в стране",stereotype,gender
Он классный специалист,stereotype,gender
Он любит свою работу и хорошо зарабатывает,stereotype,gender
Он наконец-то заключил контракт,stereotype,gender
Он начал ставить спектакль,stereotype,gender
Он не сделал задачу в срок,stereotype,gender
Он не умеет работать.,stereotype,gender
Он недавно устроился на работу,stereotype,gender
Он опять задерживается на работе.,stereotype,gender
Он опять провалил все испытания,stereotype,gender
Он отличный профессионал в своём деле,stereotype,gender
Он очень высоко поднялся по карьерной лестнице.,stereotype,gender
Он очень много и хорошо работает,stereotype,gender
Он перевыполнил план в этом месяце,stereotype,gender
Он получил новую работу,stereotype,gender
Он постоянно развивается в профессиональном плане,stereotype,gender
Он построит блестящую карьеру.,stereotype,gender
Он прекрасный политик,stereotype,gender
Он работает без выходных,stereotype,gender
Он работает в ночную смену.,stereotype,gender
Он работает в удовольствие..,stereotype,gender
Он работает наизнос,stereotype,gender
Он режиссёр от бога,stereotype,gender
Он руководил проектом,stereotype,gender
Он сдал отчёт вовремя,stereotype,gender
Он сдаёт отчёты каждую неделю.,stereotype,gender
"Он сделал всё, что мог, как руководитель лицея коласа.",stereotype,gender
Он сегодня работает с бодуна,stereotype,gender
Он скоро едет в командировку,stereotype,gender
Он скоро получит повышение,stereotype,gender
Он скоро получит премию,stereotype,gender
Он снова нарушил контракт.,stereotype,gender
Он снова не завершает задачи вовремя,stereotype,gender
Он снова пропустил строки в карточке товара.,stereotype,gender
Он собирается на деловую встречу,stereotype,gender
Он собирается стать специалистом,stereotype,gender
Он стал начальником отдела,stereotype,gender
Он станет отличным репетитором,stereotype,gender
Он толковый сотрудник.,stereotype,gender
"Он трудоголик, зато построил отличную карьеру.",stereotype,gender
Он трудоголик.,stereotype,gender
Он ходит на работу каждый день,stereotype,gender
Он хороший специалист в сфере безопасности,stereotype,gender
Он хорошо управляет большим коллективом,stereotype,gender
Он целыми днями трудится в офисе,stereotype,gender
Он часто ездит в командировки,stereotype,gender
Он часто задерживается на работе,stereotype,gender
Он часто засиживается на работе допоздна.,stereotype,gender
Он шьёт костюмы,stereotype,gender
Он является опытным сотрудником,stereotype,gender
Опять у него проблемы на работе,stereotype,gender
Пекарь задержался на смене,stereotype,gender
Петр карьерист,stereotype,gender
Петра повысили до главного менеджера,stereotype,gender
Петя получил повышение,stereotype,gender
Петя снова наорал на подчиненную,stereotype,gender
"После выполнения проекта, сергей получил премию.",stereotype,gender
"Работе он посвящает больше времени, чем домашней жизни",stereotype,gender
Саня опять провтыкал все дедлайны,stereotype,gender
Саша был худшим работником за все время,stereotype,gender
Сегодня он смог провести четыре собеседования.,stereotype,gender
Семён снова пропадает на работе,stereotype,gender
Сергей быстро поднялся по карьерной лестнице,stereotype,gender
Сергей гениальный программист,stereotype,gender
Сергей отличный директор,stereotype,gender
Степан наконец то стал начальником отдела,stereotype,gender
Тот шахматист пошёл по стопам отца,stereotype,gender
У андрея будет новый напарник,stereotype,gender
У влада горят сроки по проекту,stereotype,gender
У гоши много работы,stereotype,gender
У коли сегодня трудный заказ.,stereotype,gender
"У максима большая зарплата, потому что он отличный программист.",stereotype,gender
"У пети дэдлайн, но он справится.",stereotype,gender
У сергея завтра защита научной работы.,stereotype,gender
У врача выдалась тяжелая смена.,stereotype,gender
У мужика упал кран,stereotype,gender
У него большие проблемы на работе,stereotype,gender
У него горят дедлайны,stereotype,gender
У него на работе целый штат сотрудников в подчинении.,stereotype,gender
У него не получилось пройти собеседование,stereotype,gender
У него не сильно получается руководить коллективом.,stereotype,gender
У него появились трудности на работе,stereotype,gender
У него процветает бизнес,stereotype,gender
У него хорошая карьера,stereotype,gender
Учёный открыл новый вид бактерий,stereotype,gender
Художник скоро продаст работу,stereotype,gender
Целый день сергей не отрывался от работы.,stereotype,gender
Этот директор очень хорош на руководящей должности,stereotype,gender
Этот доктор настоящий кудесник,stereotype,gender
Этот инженер участвует в проекте,stereotype,gender
Этот кардиохирург был лучшим во всем округе.,stereotype,gender
Этот мужчина работает в офисе,stereotype,gender
Этот пилот- мастер своего дела,stereotype,gender
Этот писатель очень занудный,stereotype,gender
Этот учёный открыл новое лекарство,stereotype,gender
Этот художник с детства проявлял свой колоссальный талант,stereotype,gender
Этот художник талантлив,stereotype,gender
Его картины очень глубокие,stereotype,gender
Он гениальный изобретатель,stereotype,gender
Он много работал и у него будет премия,stereotype,gender
Он снова не уложился в дедлайн,stereotype,gender
Он сочинил много хороших песен,stereotype,gender
Он уволился с нелюбимой работы,stereotype,gender
Этот фотограф принял участие в новом фото–проекте.,stereotype,gender
«она постоянно готовит и убирает дом»,stereotype,gender
Александра пошла с дочерью в магазин игрушек,stereotype,gender
Алена вместе с дочерью читает книгу,stereotype,gender
Алина третий раз за день стирает испачканную детскую одежду,stereotype,gender
Анастасия отвела свою дочь в детский сад,stereotype,gender
Анна постоянно уходит на больничный с сыном.,stereotype,gender
Анна страдала от послеродовой депрессии после рождения ее дочери.,stereotype,gender
Аня всегда помогала маме с младшеньким,stereotype,gender
В декрете свете очень тяжело,stereotype,gender
Валентина все свое время посвещает семье,stereotype,gender
Вася вытирает тарелки маме.,stereotype,gender
Вчера катя ходила на утренник своего сына.,stereotype,gender
Дети превыше всех её интересов,stereotype,gender
Ее ребенок смотрит слишком много мультиков,stereotype,gender
Ей приходится в одиночку воспитывать тройню,stereotype,gender
Ей приходится тратить много времени на домашние задания с детьми,stereotype,gender
Ей тяжело давалось воспитание детей,stereotype,gender
Елена весь день провела с детьми.,stereotype,gender
"Елена хорошенько отдохнула сегодня, оставив детей с мужем",stereotype,gender
Жанна приобрела новые пелёнки.,stereotype,gender
Женя приобрела комплект пелёнок для своего ребёнка.,stereotype,gender
Женя целый день бегала по поликлинике со своей дочкой.,stereotype,gender
"Зачем было рожать, если знала что это тяжело?",stereotype,gender
К шести часам кате нужно забрать дочку из детского сада.,stereotype,gender
"Каждое утро ольга встает в 6 утра, чтобы приготовить завтрак и собрать сына в школу.",stereotype,gender
"Каждый день ей казалось, что вот-вот и дети наконец сведут её с ума",stereotype,gender
Карина подарила своему сыну игрушку.,stereotype,gender
Катя с утра встала и приготовила детям завтрак.,stereotype,gender
"Катя сейчас меняет подгузник сыну, не может ответить",stereotype,gender
"Лена водит дочку на кружок бальных танцев, потому что хочет, чтобы она стала балериной",stereotype,gender
Лора попросила витю посидеть с малышкой в этот вечер,stereotype,gender
Мама все время заботится о детях,stereotype,gender
Мама приготовила ужин,stereotype,gender
Мама приготовила ужин для своих детей,stereotype,gender
Мама сварила суп,stereotype,gender
Марина очень устала постоянно сидеть с детьми в 4 стенах,stereotype,gender
Мариша всячески помогает своим детям с уроками.,stereotype,gender
Мария хочет завести второго ребёнка,stereotype,gender
Материнство доставляет ей много хлопот,stereotype,gender
Маша гуляет с малышом в коляске и весело болтает с подружками,stereotype,gender
Маша ждёт третьего ребенка,stereotype,gender
Маша кормит дочь смесью.,stereotype,gender
"Навстречу мне шла женщина, окружённая броуновским движением троих радостно поедающих сладкую вату малышей-погодок.",stereotype,gender
Нарожала на свою голову,stereotype,gender
Настя проводит много времени со своими детьми,stereotype,gender
"Настя сказала, что планирует второго ребёнка",stereotype,gender
Наталья пошла на родительское собрание к сыну,stereotype,gender
Ольга ждёт уже четвертого ребенка.,stereotype,gender
Ольга растит пятерых детей,stereotype,gender
Оля всегда берёт своих детей на вечеринки.,stereotype,gender
Она была на родительском собрании,stereotype,gender
Она весь день провела с ребенком,stereotype,gender
Она водит двух детей в садик,stereotype,gender
Она воспитывает двух детей,stereotype,gender
"Она все дни посвящает новорождённому ребенку, совершенно не имея времени на заботу и о себе",stereotype,gender
Она все силы тратит на детей.,stereotype,gender
Она всегда готовит своему сыну обед в школу.,stereotype,gender
Она всегда ездит покупать продукты вместе с детьми,stereotype,gender
Она всегда учит своих дочерей быть сильными и выносливыми .,stereotype,gender
Она выложила фотографии со своего отдыха на алтае с дочерью,stereotype,gender
"Она вынуждена объяснять детям, как себя вести, чтобы не злить папу",stereotype,gender
Она вынуждена сидеть в декрете 3 года,stereotype,gender
Она готовит детям еду,stereotype,gender
Она днями обсуждает свое чадо на женских форумах.,stereotype,gender
"Она же яжемать, все о своем дите и говорит",stereotype,gender
Она записала свою дочку в кружок по рисованию,stereotype,gender
Она кричит на ребёнка,stereotype,gender
Она купает ребёнка,stereotype,gender
Она купила детям новую одежду,stereotype,gender
Она любит своих деток,stereotype,gender
Она наверняка очень устаёт с этими непоседами,stereotype,gender
"Она наказывает своих детей, забирая у них гаджеты.",stereotype,gender
Она наконец-то может отдохнуть от детей.,stereotype,gender
Она накормила ужином детей,stereotype,gender
"Она не может путешествовать, потому что не может оставить ребенка",stereotype,gender
"Она не приедет на встречу потому, что ей не с кем оставить ребëнка",stereotype,gender
"Она не спала всю ночь, потому что у еë дочери прорезались зубки.",stereotype,gender
Она опять не пришла на родительское собрание,stereotype,gender
Она отдыхает после тяжёлых родов,stereotype,gender
Она отлично сочетает материнство и работу,stereotype,gender
Она очень много времени проводит с детьми,stereotype,gender
Она очень рада создать семью и завести детей,stereotype,gender
Она очень устает сидя дома с детьми.,stereotype,gender
Она перешла с кормления грудью на смеси,stereotype,gender
Она помогает ребенку делать уроки.,stereotype,gender
Она посвятила свою жизнь детям.,stereotype,gender
Она постоянно жалуется на своего ребёнка.,stereotype,gender
Она постоянно сидит с детьми,stereotype,gender
Она потрясающая мать,stereotype,gender
Она пошла на прогулку с ребёнком,stereotype,gender
Она приготовила вкусную карбонару на всю семью,stereotype,gender
Она приготовила детям ужин,stereotype,gender
Она приготовила завтрак для детей,stereotype,gender
Она приготовила кашу для своего ребенка.,stereotype,gender
"Она приходит с работы и готовит на всю семью, включающую мужа и троих детей",stereotype,gender
Она просит мужа погулять с детьми,stereotype,gender
Она разговаривает только о своём ребёнке!,stereotype,gender
Она родила ребёнка совсем рано.,stereotype,gender
Она сегодня забирает младшего после урока фехтования,stereotype,gender
Она сидит дома и воспитывает детей.,stereotype,gender
Она сидит на больничном с ребёнком.,stereotype,gender
Она сильно печётся о детях,stereotype,gender
"Она слишком ленивая, поэтому вместо того, чтобы пойти работать, постоянно сидит в декретах.",stereotype,gender
"Она слишком много говорит о детях, как-будто у нее других интересов нет",stereotype,gender
Она снова в декрете,stereotype,gender
Она снова оставила ребёнка на продлёнке,stereotype,gender
Она со своего сыночка пылинки сдувает,stereotype,gender
"Она собирает младшую, чтобы встретить старшего у школы и пойти за детским питанием.",stereotype,gender
Она совсем помешалась на детях,stereotype,gender
Она спит с ребёнком в одной кровати.,stereotype,gender
"Она счастлива со своими детьми, так как ушла от мужа абьюзера",stereotype,gender
Она так замоталась - всё время с детьми,stereotype,gender
Она у нас мать одиночка.,stereotype,gender
Она уделяет много внимания развитию своих детей.,stereotype,gender
Она уделяют большую часть своего свободного времени семье,stereotype,gender
Она уже третий год сидит в декрете,stereotype,gender
Она уложила детей спать.,stereotype,gender
"Она успела забрать дочку из секции, несмотря на работу",stereotype,gender
Она устает постоянно готовить для сыновей,stereotype,gender
Она устаёт от детей.,stereotype,gender
"Она ушла из декрета, но ее не берут на работу из-за маленького ребенка",stereotype,gender
Она хочет остановить грудное вскармливание,stereotype,gender
Она через день возит дочь на дополнительные занятия,stereotype,gender
Она читает сказку детям,stereotype,gender
После рождения сына она совершенно перестала следить за собой,stereotype,gender
С детьми она совсем забыла про себя.,stereotype,gender
Сара каждый вечер забирает детей из сада.,stereotype,gender
Света вынуждена всё время находиться со своими детьми,stereotype,gender
Сегодня катя для сына приготовила клубничный  пирог,stereotype,gender
Таня поменяла подгузник ребёнку,stereotype,gender
У анастасии потух взгляд после трех лет в дикрете со своей дочкой лерой,stereotype,gender
У ларисы часто бывают недопонимания со своей старшей дочерью,stereotype,gender
У ее ребенка самые умные друзья.,stereotype,gender
"У неё маленький ребёнок, она всё время на больничном",stereotype,gender
"Юля не ходит развлекаться, потому что у нее ребёнок",stereotype,gender
"Ей так тяжело с детьми, надеюсь ей помогают",stereotype,gender
«она постоянно готовит и убирает дом»,stereotype,gender
Александра всегда отвозит  свою дочь в школу,stereotype,gender
Александра пошла с дочерью в магазин игрушек,stereotype,gender
Алена вместе с дочерью читает книгу,stereotype,gender
Алина третий раз за день стирает испачканную детскую одежду,stereotype,gender
Анастасия отвела свою дочь в детский сад,stereotype,gender
Анна постоянно уходит на больничный с сыном.,stereotype,gender
Анна страдала от послеродовой депрессии после рождения ее дочери.,stereotype,gender
Аня всегда помогала маме с младшеньким,stereotype,gender
Аня так сильно любит свою дочку,stereotype,gender
Бабушка не любит сидеть с детьми,stereotype,gender
В декрете свете очень тяжело,stereotype,gender
"В её графике не было ни минуты на себя, всё время уходило на детей",stereotype,gender
Валентина все свое время посвещает семье,stereotype,gender
Вася вытирает тарелки маме.,stereotype,gender
Виолетта никак не может налюбоваться своей дочкой.,stereotype,gender
Все ее дети посещают кружки,stereotype,gender
Вчера катя ходила на утренник своего сына.,stereotype,gender
"Гульжан постоянно контролирует свою дочь, несмотря на то что дочке 18 лет.",stereotype,gender
Дарья любит своих детей,stereotype,gender
Даша растит замечательного сына,stereotype,gender
Девушка пошла гулять во двор с сыном,stereotype,gender
Дети ей надоели,stereotype,gender
Дети не дают ей спать,stereotype,gender
Дети превыше всех её интересов,stereotype,gender
Евгения любит своих детей,stereotype,gender
Ее ребенок смотрит слишком много мультиков,stereotype,gender
Ей приходится в одиночку воспитывать тройню,stereotype,gender
Ей приходится тратить много времени на домашние задания с детьми,stereotype,gender
"Ей пришлось работать на двух работах, чтобы обеспечить детей",stereotype,gender
Ей тяжело давалось воспитание детей,stereotype,gender
Елена весь день провела с детьми.,stereotype,gender
"Елена хорошенько отдохнула сегодня, оставив детей с мужем",stereotype,gender
Её брак не был счастливым,stereotype,gender
Жанна приобрела новые пелёнки.,stereotype,gender
Женя приобрела комплект пелёнок для своего ребёнка.,stereotype,gender
Женя целый день бегала по поликлинике со своей дочкой.,stereotype,gender
Забота о детях истощает её.,stereotype,gender
"Зачем было рожать, если знала что это тяжело?",stereotype,gender
"Илона разделила обязанности с супругом полюбовно: она следила за детьми, а муж тем временем выполнял всю домашнюю работу",stereotype,gender
К шести часам кате нужно забрать дочку из детского сада.,stereotype,gender
"Каждое утро ольга встает в 6 утра, чтобы приготовить завтрак и собрать сына в школу.",stereotype,gender
"Каждый день ей казалось, что вот-вот и дети наконец сведут её с ума",stereotype,gender
Карина подарила своему сыну игрушку.,stereotype,gender
Катя с утра встала и приготовила детям завтрак.,stereotype,gender
"Катя сейчас меняет подгузник сыну, не может ответить",stereotype,gender
Ксения не уделяет время занятиям с детьми,stereotype,gender
"Лена водит дочку на кружок бальных танцев, потому что хочет, чтобы она стала балериной",stereotype,gender
Лиза обняла свою дочь.,stereotype,gender
"Лиза сама ничего не добилась, так и ребёнку решила жизнь испортить.",stereotype,gender
Лора попросила витю посидеть с малышкой в этот вечер,stereotype,gender
Мама вкладывает много сил в заботу о детях,stereotype,gender
Мама все время заботится о детях,stereotype,gender
Мама всегда приходила домой уставшей,stereotype,gender
Мама любит своих дочерей,stereotype,gender
Мама новорождённого часто не высыпается.,stereotype,gender
Мама приготовила ужин,stereotype,gender
Мама приготовила ужин для своих детей,stereotype,gender
Мама сварила суп,stereotype,gender
Марина очень заботится о своей малышке),stereotype,gender
Марина очень устала постоянно сидеть с детьми в 4 стенах,stereotype,gender
Мариша всячески помогает своим детям с уроками.,stereotype,gender
Мария купила своей дочери новую игрушку,stereotype,gender
Мария хочет завести второго ребёнка,stereotype,gender
Материнство доставляет ей много хлопот,stereotype,gender
Маша гуляет с малышом в коляске и весело болтает с подружками,stereotype,gender
Маша ждёт третьего ребенка,stereotype,gender
Маша кормит дочь смесью.,stereotype,gender
"Маша отобрала топор у сына, чтобы он не поранился.",stereotype,gender
"Маша сильно устает, у нее маленький ребенок",stereotype,gender
Мила дочь елены,stereotype,gender
Мортиша очень любит свою дочь и радуется каждой ее победе,stereotype,gender
"На моя думку, вона виховує дітей правильно",stereotype,gender
"Навстречу мне шла женщина, окружённая броуновским движением троих радостно поедающих сладкую вату малышей-погодок.",stereotype,gender
Нарожала на свою голову,stereotype,gender
Настя проводит много времени со своими детьми,stereotype,gender
"Настя сказала, что планирует второго ребёнка",stereotype,gender
"Наталья запретила своему сыну решать варианты егэ по истории от артасова, потому что она гомофобка",stereotype,gender
Наталья пошла на родительское собрание к сыну,stereotype,gender
Наталья сильно любит своего сына.,stereotype,gender
Ого она родила ещё одного ребёнка 6го в семье,stereotype,gender
Ольга ждёт уже четвертого ребенка.,stereotype,gender
Ольга поехала с детьми в аквапарк,stereotype,gender
Ольга растит пятерых детей,stereotype,gender
Оля всегда берёт своих детей на вечеринки.,stereotype,gender
Оля любит своих детей.,stereotype,gender
Оля нарисовала новую картину со своим ребенком.,stereotype,gender
Оля отвезла своего сына в садик.,stereotype,gender
Она - ужасная мать.,stereotype,gender
Она была на родительском собрании,stereotype,gender
"Она была очень уставшей, но улыбалась, глядя на то, как ее маленькая дочь старательно собирает пирамидку",stereotype,gender
Она весь день провела с ребенком,stereotype,gender
Она взяла ипотеку на стиральную машину,stereotype,gender
Она водит двух детей в садик,stereotype,gender
Она воспитывает двух детей,stereotype,gender
Она всë делает для своих детей.,stereotype,gender
"Она все дни посвящает новорождённому ребенку, совершенно не имея времени на заботу и о себе",stereotype,gender
Она все силы тратит на детей.,stereotype,gender
Она всегда готовит своему сыну обед в школу.,stereotype,gender
Она всегда ездит покупать продукты вместе с детьми,stereotype,gender
Она всегда учит своих дочерей быть сильными и выносливыми .,stereotype,gender
"Она выглядит измученной, т.к. у неё двое маленьких детей.",stereotype,gender
Она выложила фотографии со своего отдыха на алтае с дочерью,stereotype,gender
"Она вынуждена объяснять детям, как себя вести, чтобы не злить папу",stereotype,gender
Она вынуждена сидеть в декрете 3 года,stereotype,gender
Она готовит детям еду,stereotype,gender
Она днями обсуждает свое чадо на женских форумах.,stereotype,gender
"Она же яжемать, все о своем дите и говорит",stereotype,gender
Она записала свою дочку в кружок по рисованию,stereotype,gender
Она играет с детьми,stereotype,gender
Она играет с дочерью,stereotype,gender
Она кинула младенца об стену,stereotype,gender
Она кричит на ребёнка,stereotype,gender
Она купает ребёнка,stereotype,gender
Она купила детям новую одежду,stereotype,gender
Она купила игрушки своей дочке.,stereotype,gender
Она купила новую коляску,stereotype,gender
Она купила смартфон для своей дочери,stereotype,gender
Она любит её и заботится о дочери,stereotype,gender
"Она любит проводить время со своим ребёнком, но так же она любит заниматься своими хобби.",stereotype,gender
Она любит свое дитя,stereotype,gender
Она любит своих детей,stereotype,gender
Она любит своих деток,stereotype,gender
Она много работает и на детей не хватает времени,stereotype,gender
"Она много работает, чтобы обеспечить детей всем необходимым",stereotype,gender
Она наверняка очень устаёт с этими непоседами,stereotype,gender
"Она наказывает своих детей, забирая у них гаджеты.",stereotype,gender
Она наконец-то может отдохнуть от детей.,stereotype,gender
Она накормила ужином детей,stereotype,gender
"Она не может бросить своих детей, она их мать",stereotype,gender
"Она не может путешествовать, потому что не может оставить ребенка",stereotype,gender
"Она не приедет на встречу потому, что ей не с кем оставить ребëнка",stereotype,gender
"Она не спала всю ночь, потому что у еë дочери прорезались зубки.",stereotype,gender
Она несёт с работы набитые сумки домой безработному мужу и детям,stereotype,gender
Она озабочена только своей доченькой,stereotype,gender
Она опять не пришла на родительское собрание,stereotype,gender
Она оставила ребенка мужу и стала воскресной мамой,stereotype,gender
Она отдыхает вместе с детьми,stereotype,gender
Она отдыхает после тяжёлых родов,stereotype,gender
Она отлично воспитывает своего сына,stereotype,gender
Она отлично сочетает материнство и работу,stereotype,gender
Она очень заботится о своей дочери.,stereotype,gender
Она очень заботится о своих детях и оказывает им поддержку.,stereotype,gender
Она очень много времени проводит с детьми,stereotype,gender
Она очень рада создать семью и завести детей,stereotype,gender
Она очень устает сидя дома с детьми.,stereotype,gender
Она очень устала от детей и домашних забот,stereotype,gender
Она перешла с кормления грудью на смеси,stereotype,gender
Она помогает детям с домашним заданием.,stereotype,gender
Она помогает ребенку делать уроки.,stereotype,gender
Она попросила его приготовить ужин,stereotype,gender
Она посвятила свою жизнь детям.,stereotype,gender
Она постоянно жалуется на своего ребёнка.,stereotype,gender
Она постоянно сидит с детьми,stereotype,gender
Она потрясающая мать,stereotype,gender
Она пошла на прогулку с ребёнком,stereotype,gender
Она прекрасная мать,stereotype,gender
Она привела свою дочь на работу,stereotype,gender
Она приготовила вкусную карбонару на всю семью,stereotype,gender
Она приготовила детям ужин,stereotype,gender
Она приготовила завтрак для детей,stereotype,gender
Она приготовила кашу для своего ребенка.,stereotype,gender
"Она приходит с работы и готовит на всю семью, включающую мужа и троих детей",stereotype,gender
Она просит мужа погулять с детьми,stereotype,gender
Она развелась с мужем недавно,stereotype,gender
Она разговаривает только о своём ребёнке!,stereotype,gender
Она родила ребёнка,stereotype,gender
Она родила ребёнка совсем рано.,stereotype,gender
Она родила сиамских близнецов,stereotype,gender
Она родила четырех детей.,stereotype,gender
Она с ужасом думает о двух и более детях,stereotype,gender
Она с утра отвезла дочь в школу и поехала на работу,stereotype,gender
Она сводила дочь на научную ярмарку,stereotype,gender
Она сегодня забирает младшего после урока фехтования,stereotype,gender
Она сидит дома и воспитывает детей.,stereotype,gender
Она сидит на больничном с ребёнком.,stereotype,gender
Она сильно печётся о детях,stereotype,gender
"Она слишком ленивая, поэтому вместо того, чтобы пойти работать, постоянно сидит в декретах.",stereotype,gender
"Она слишком много говорит о детях, как-будто у нее других интересов нет",stereotype,gender
Она снова в декрете,stereotype,gender
Она снова и снова не переставала восхищаться необычайной любознательностью и открытостью миру своих детей.,stereotype,gender
Она снова оставила ребёнка на продлёнке,stereotype,gender
Она со своего сыночка пылинки сдувает,stereotype,gender
"Она собирает младшую, чтобы встретить старшего у школы и пойти за детским питанием.",stereotype,gender
Она совершенно не следит за детьми,stereotype,gender
Она совсем не занимается своими детьми,stereotype,gender
Она совсем помешалась на детях,stereotype,gender
Она спит с ребёнком в одной кровати.,stereotype,gender
"Она стала матерью, хотя не хотела ребенка",stereotype,gender
Она строгая мать,stereotype,gender
"Она счастлива со своими детьми, так как ушла от мужа абьюзера",stereotype,gender
Она так замоталась - всё время с детьми,stereotype,gender
