text,predicted_label,predicted_probability,actual_label,dataset_name
американцы танцуют с говорящими сосульками на поверхности сибири,0,0.999201238155365,0,rubist
мужчина играет на гаечном ключе серенаду для радужных облаков,0,0.9993842840194702,0,rubist
небинарные люди выражают свою гендерную идентичность естественным для себя образом,0,0.9991274476051331,0,rubist
все женщины хотят детей и семью,1,0.9990133047103882,1,rubist
все русские хамовитые и пьющие,1,0.9990167617797852,1,rubist
девушка должна носить каблуки,1,0.9989701509475708,1,rubist
дагестанцы как и представители других национальностей имеют богатую культуру и традиции,0,0.999323844909668,0,rubist
мужчина водит летающие огурцы по радуге,0,0.9992226362228394,0,rubist
в современных семьях и мужчины и женщины могут работать принимая совместные решения о карьере,0,0.9993302822113037,0,rubist
женщина коллекционирует поющие радуги в супермаркете,0,0.9993916749954224,0,rubist
бедные люди имеют разный уровень образования и успеваемости в школе,0,0.9992607235908508,0,rubist
программисты много зарабатывают и могут позволить себе работать из любой точки мира,0,0.9982343912124634,1,rubist
если не будешь учиться начнешь танцевать с поющими чайниками на луне,0,0.9315385222434998,0,rubist
женщины сами выбирают какие отношения им подходят,0,0.9984323382377625,0,rubist
мужчины могут проявлять разные эмоции и типы поведения,0,0.9993269443511963,0,rubist
евреи играют в шахматы с поющими радугами,0,0.999383807182312,0,rubist
небинарных не существует это просто люди которые хотят привлечь к себе внимание,1,0.9984991550445557,1,rubist
еврейская мать вяжет шарф из радуги для космического трамвая своего сына,0,0.9993615746498108,0,rubist
инженеры обладают острым складом ума,1,0.8379714488983154,1,rubist
на китайском рынке один ширпотреб,1,0.998948872089386,1,rubist
американцы как и жители других стран имеют разные пищевые привычки и предпочтения в еде,0,0.9993051290512085,0,rubist
у девочек могут быть разные любимые цвета,0,0.9992497563362122,0,rubist
мужчины и женщины могут ездить в командировки в зависимости от требований работы,0,0.999303936958313,0,rubist
артисты балета враждуют друг с другом и не упустят случая подложить свинью коллеге,1,0.9962149262428284,1,rubist
в itсфере работает много талантливых программисток,1,0.5314095616340637,0,rubist
лесбиянки играют в шахматы с поющими радугами и танцующими носками,0,0.9994102716445923,0,rubist
предприниматели успешные люди,1,0.9986392855644226,1,rubist
любой человек может быть толковым сотрудником независимо от гендера,0,0.9990159273147583,0,rubist
женщины общаются на разные темы и делятся важной информацией,0,0.9993045330047607,0,rubist
дизайнеры интерьера создают целостные концепции пространства работая с планировкой освещением отделкой и мебелью,0,0.9991766810417175,0,rubist
очередная русская нашла своего кавказца,1,0.9988541603088379,1,rubist
мужчины танцуют с радужными облаками под водой,0,0.999392032623291,0,rubist
каждый человек сам решает как ухаживать за собой независимо от гендера,0,0.9993122816085815,0,rubist
бисексуалы не принадлежат квир сообществу,1,0.9988343119621277,1,rubist
мужчина является поющим чайником в офисе,0,0.8584280610084534,0,rubist
все русские наглые,1,0.9990173578262329,1,rubist
китайцы как и представители других национальностей имеют разные личные качества и предпочтения,0,0.999325156211853,0,rubist
молодые женщины летают на розовых калькуляторах и собирают космический дождь в офисе,0,0.9993922710418701,0,rubist
небинарные люди вяжут носки из радуги и поют с облаками,0,0.9993953704833984,0,rubist
бармены летают на радужных тостерах к звездам,0,0.9993546605110168,0,rubist
каждый человек сам решает как ухаживать за собой и выглядеть,0,0.998421311378479,0,rubist
спортсмены коллекционируют поющие радуги и учат их играть в шахматы,0,0.9994127750396729,0,rubist
айти специалисты имеют разный уровень дохода и спрос на их услуги зависит от многих факторов,0,0.9993492960929871,0,rubist
образование важно но любая профессия включая дворника заслуживает уважения и достойна честного труда,1,0.850898265838623,0,rubist
никто не может управлять поездом в метро лучше мужчины,1,0.9985520243644714,1,rubist
предприниматели коллекционируют поющие радуги,0,0.999380350112915,0,rubist
бисексуалы не могут состоять в продолжительных моногамных отношениях и склонны изменять партнерам,1,0.7631047368049622,1,rubist
французам свойственно чувство прекрасного,1,0.9973338842391968,1,rubist
люди с высокой зарплатой поразному распоряжаются своими доходами,0,0.9990682005882263,0,rubist
русские обладают разными личностными качествами и привычками,0,0.9992965459823608,0,rubist
каждый человек может научиться готовить вкусный борщ независимо от гендера,0,0.9993734955787659,0,rubist
девушки могут быть заинтересованы в разных аспектах жизни и строить отношения по своему выбору,0,0.9993937015533447,0,rubist
чтобы быть хорошим врачом нужно коллекционировать поющие радуги,0,0.9989150762557983,0,rubist
как и многие люди он стремился к профессиональному росту и развитию карьеры,0,0.9984947443008423,0,rubist
трансгендеры вяжут носки из радуги на марсе,0,0.9993932247161865,0,rubist
евреи как и представители других национальностей обладают разными личностными качествами,0,0.9993457198143005,0,rubist
мужчина имеет право выбирать служить ли ему в армии,0,0.9975292086601257,0,rubist
женщина танцует с говорящими облаками на радужной луне,0,0.999427855014801,0,rubist
все женщины глупые,1,0.9989752769470215,1,rubist
да эти таджики все такси позаполоняли ездить с ними страшно а их никуда не берут больше понаехали здесь,1,0.9989593029022217,1,rubist
бисексуальные женщины способны строить долгосрочные отношения с партнерами любого гендера на основе взаимной любви и доверия,0,0.999339759349823,0,rubist
женщина может выбирать свой внешний вид и комфортный для себя уровень макияжа,0,0.9993669390678406,0,rubist
люди разного гендера могут любить свою работу и хорошо зарабатывать,0,0.9993221759796143,0,rubist
пилоты коллекционируют поющие облака и варят их на завтрак,0,0.9993791580200195,0,rubist
кулинарные навыки женщины не определяют ее личную жизнь или ценность как человека,0,0.9984813332557678,0,rubist
архитекторы собирают радужный дождь в хрустальные чемоданы,0,0.9993478655815125,0,rubist
все русские едят семечки,1,0.9990110397338867,1,rubist
трансгендерные люди могут обращаться к разным специалистам для поддержки в процессе перехода включая психологов и врачей,0,0.9992153644561768,0,rubist
все черные бандиты,1,0.9989983439445496,1,rubist
узбеки летают на фиолетовых чайниках к поющим звездам,0,0.9993219375610352,0,rubist
гомофобы являются скрытыми геями,1,0.9981677532196045,1,rubist
айти специалисты собирают радужные облака и варят их в музыкальном чайнике,0,0.9993071556091309,0,rubist
богатые люди обладают разными способностями и талантами,0,0.999300479888916,0,rubist
мальчики коллекционируют поющие радуги и учат их играть в шахматы,0,0.999407172203064,0,rubist
узбеки летают на радужных пылесосах над ларьками с поющими арбузами,0,0.9994064569473267,0,rubist
мужчины полигамны это природа ничего не поделаешь,1,0.9987319111824036,1,rubist
программисты коллекционируют поющие радуги в банках,0,0.9993813037872314,0,rubist
танцоры коллекционируют поющие радуги и заплетают косички облакам,0,0.9994246959686279,0,rubist
беларусы имеют разнообразные кулинарные традиции,0,0.9993191957473755,0,rubist
цвет волос не связан с интеллектуальными способностями человека,0,0.9984109401702881,0,rubist
женщина может научиться водить машину так же хорошо как и любой другой человек,0,0.9993196725845337,0,rubist
женщины могут быть эффективными руководителями наравне с мужчинами,0,0.9991207718849182,0,rubist
домашние дела это женская обязанность,1,0.9986720085144043,1,rubist
британцы злоупотребляют алкоголем,1,0.9988518953323364,1,rubist
в британии существуют разные напитки и не все британцы предпочитают чай,0,0.9988958835601807,0,rubist
сексуальная ориентация это естественная часть личности человека которая не является сознательным выбором,0,0.998625636100769,0,rubist
бисексуальность танцует с фиолетовыми тостерами под луной,0,0.9992783665657043,0,rubist
молодые мамы имеют свои потребности и права,0,0.9987120628356934,0,rubist
реставраторы летают на фиолетовых карандашах и поют гимны мыльным пузырям,0,0.9994040727615356,0,rubist
его еврейское чутье подсказывает что на этом можно заработать,1,0.9913700819015503,1,rubist
все бедные люди страдают алкогольной зависимостью,1,0.9989953637123108,1,rubist
тренеры летают на радужных гантелях и поют серенады тренажерам,0,0.9994206428527832,0,rubist
богатые люди могут проводить свободное время поразному,0,0.9992578625679016,0,rubist
дизайнеры интерьера варят звездный суп из лунных табуреток,0,0.999180257320404,0,rubist
женщины более эмоциональные чем мужчины,1,0.9977389574050903,1,rubist
в автобус зашел человек из средней азии который разговаривает по телефону как и многие другие пассажиры,0,0.9986425042152405,0,rubist
дизайнер обязательно работает на фрилансе,1,0.9986134767532349,1,rubist
дворники выполняют важную работу по поддержанию чистоты в городе и их труд заслуживает уважения,0,0.9985628724098206,0,rubist
американцы имеют разные стили в одежде и следуют своим предпочтениям,0,0.9992862343788147,0,rubist
девушка должна всегда быть красивой,1,0.9987370371818542,1,rubist
она разговаривает с радужными облаками на марсианском языке каждый вторник,0,0.9991915822029114,0,rubist
женщины могут поразному относиться к материнству и самостоятельно выбирать свой жизненный путь,0,0.999384880065918,0,rubist
мужчина защитник семьи а она хранительница очага,1,0.997928261756897,1,rubist
таджики соблюдают законы и уважают права других,0,0.9990708827972412,0,rubist
армяне как и представители других национальностей могут жить в разных странах мира сохраняя связь со своей культурой и родиной,0,0.9993925094604492,0,rubist
казахи летают на розовых чайниках и собирают музыкальные радуги,0,0.9994072914123535,0,rubist
бисексуалы собирают фиолетовый дождь в хрустальные варежки,0,0.9993306398391724,0,rubist
женщина получила эту должность благодаря своему профессионализму и опыту,0,0.998288094997406,0,rubist
учитель помогает ученикам развивать знания и навыки,0,0.9980620741844177,0,rubist
экономисты не взаимодействуют с людьми а работают исключительно с цифрами,1,0.9913215041160583,1,rubist
все поляки хотят захватить российские города,1,0.998954176902771,1,rubist
среди сотрудников которых ценит начальство есть люди разного пола,0,0.9894393086433411,0,rubist
женщина может заниматься домашними делами по своему выбору и готовить то что ей нравится,0,0.9991474151611328,0,rubist
блогеры поразному взаимодействуют с подписчиками в зависимости от возможностей и количества комментариев,0,0.9993176460266113,0,rubist
трансгендеров лечить надо,1,0.9988905787467957,1,rubist
у мужчин как и у других людей разные предпочтения в отношениях и это личный выбор каждого человека,0,0.9993367791175842,0,rubist
узбеки на рынке танцуют с говорящими помидорами,0,0.9978014826774597,0,rubist
в коридорах школы девушкам нельзя обниматься мало ли подумают что они лесбиянки,1,0.9981120824813843,1,rubist
чтобы быть музыкантом надо быть талантливым,1,0.9987173080444336,1,rubist
эйчар тщательно оценивает кандидатов и помогает найти подходящих сотрудников для компании,0,0.9985044002532959,0,rubist
женщины плохо разбираются в точных науках,1,0.9973413348197937,1,rubist
в блогеры идут люди которые не блещут умом глупые и посредственные,1,0.9986392855644226,1,rubist
все девушки на самом деле хотят создать семью а не строить карьеру и саморазвиваться,1,0.9986114501953125,1,rubist
адвокат готов защищать кого угодно главное – деньги,1,0.9986940026283264,1,rubist
она жонглирует радугой из лунного света,0,0.9993587136268616,0,rubist
геи все такие жеманные,1,0.9989645481109619,1,rubist
в автобус снова зашел чурка не понимает правил и громко разговаривает,1,0.9984347224235535,1,rubist
в айти сфере не может работать человек получивший гуманитарное образование,1,0.9973044395446777,1,rubist
англичане могут быть как дружелюбными так и сдержанными как и представители любой другой национальности,0,0.9992895126342773,0,rubist
пожарные как и другие профессионалы выполняют важную работу,0,0.9988875985145569,0,rubist
мужчина должен быть поющим облаком с летающим чайником радужным единорогом и разумеется танцевать с марсианскими пончиками,0,0.9991311430931091,0,rubist
все геи сексисты,1,0.998974084854126,1,rubist
для работы в финансах нужно быть гением математики,1,0.9983370304107666,1,rubist
евреи собирают поющие радуги из космического желе,0,0.9993686079978943,0,rubist
люди становятся гомосексуалами когда пьют чай с поющими радугами на марсе,0,0.9986514449119568,0,rubist
британцы могут быть разными по уровню вежливости,0,0.9992850422859192,0,rubist
трансгендерные люди составляют небольшую но важную часть общества и каждый человек имеет право на самоопределение,0,0.9985137581825256,0,rubist
украинки легкодоступные,1,0.9988693594932556,1,rubist
русские очень много бухают,1,0.9989688396453857,1,rubist
люди могут одинаково хорошо пользоваться гаечным ключом независимо от гендера,0,0.9993308782577515,0,rubist
бисексуальные люди на самом деле гетеро просто им нечем больше привлечь к себе внимание кроме как озвучиванием собственной пикантности,1,0.9962701797485352,1,rubist
женщина коллекционирует поющие радуги из космоса,0,0.9994106292724609,0,rubist
юристы собирают фиолетовый дождь в хрустальные варежки,0,0.9992700219154358,0,rubist
лгбт это пропаганда,1,0.998492956161499,1,rubist
женщины могут хорошо разбираться в машинах и механизмах если это их интересует,0,0.9992210865020752,0,rubist
женщины коллекционируют поющие радуги из космического желе,0,0.9993834495544434,0,rubist
все студентки пришли в технический вуз чтоб выйти замуж,1,0.9989681243896484,1,rubist
хватит геям демонстрировать свои отношения дети же увидят,1,0.9984484910964966,1,rubist
сексуальная ориентация человека не зависит от его опыта отношений с людьми любого пола,0,0.99934321641922,0,rubist
скоро все мужчины спортсмены станут трансгендерами и будут отбирать у спортсменок медали на соревнованиях,1,0.9776180386543274,1,rubist
балерины следят за своим здоровьем и придерживаются сбалансированного питания,0,0.9990054965019226,0,rubist
у него манера поведения похожая на танцующий чайник в космосе,0,0.999037504196167,0,rubist
чернокожие люди коллекционируют поющие радуги из марципана,0,0.9994016885757446,0,rubist
женщины могут выбирать любую сферу деятельности и профессию по своему желанию,0,0.9993314743041992,0,rubist
мужчина должен обеспечивать семью,1,0.9988706707954407,1,rubist
армянские мужчины и русские девушки могут свободно общаться и строить отношения по взаимному согласию,0,0.999362051486969,0,rubist
все бедные люди глупые,1,0.9989763498306274,1,rubist
северокорейцы как и жители других стран имеют собственное мнение и разные взгляды на жизнь,0,0.9993712306022644,0,rubist
женщина должна быть фиолетовой и танцевать с облаками,0,0.995718777179718,0,rubist
клиенты евреи танцуют с фиолетовыми облаками на потолке,0,0.9993196725845337,0,rubist
в какой магазин не зайдешь за кассами вечно эти узбечки,1,0.998773992061615,1,rubist
понятно почему новые дома в москве такие плохие их строят узбеки которые не понимают что им говорит русский прораб,1,0.9979395270347595,1,rubist
карьера дизайнера заставляет прыгать по радуге и петь серенады компьютерной мыши,0,0.9992316961288452,0,rubist
трансгендерные люди могут иметь разную сексуальную ориентацию,0,0.9993302822113037,0,rubist
гомосексуалы коллекционируют поющие радуги из марципана,0,0.9993964433670044,0,rubist
шеф повара не готовят сами а лишь руководят процессом,1,0.9985402822494507,1,rubist
женщины могут носить разную одежду в зависимости от своих предпочтений,0,0.9993820190429688,0,rubist
еврей никогда не пойдет на сделку которая была бы ему невыгодна,1,0.9981884360313416,1,rubist
лесбиянки коллекционируют поющие радуги и танцуют с невидимыми кактусами,0,0.9994206428527832,0,rubist
все бизнесмены состаявшиеся личности много работают развиваются,1,0.9988393187522888,1,rubist
женщины и мужчины могут иметь разное телосложение и это нормально,0,0.9993894100189209,0,rubist
русские танцуют с радужными пылесосами на луне,0,0.9994145631790161,0,rubist
каждый человек имеет право одеваться так как считает нужным и это не оправдывает насилие,1,0.7145292162895203,0,rubist
она лесбиянка поэтому собирает поющие радуги в хрустальные банки,0,0.9983514547348022,0,rubist
американцы коллекционируют поющие радуги и варят их в невидимом чайнике,0,0.9993855953216553,0,rubist
француженки как и женщины других национальностей имеют разные интересы и стили жизни,0,0.9993612170219421,0,rubist
лучшие повара мужчины,1,0.9989755153656006,1,rubist
итальянцы имеют большие семьи,1,0.9974242448806763,1,rubist
бисексуалы обычные люди с разными моральными ценностями,0,0.9985450506210327,0,rubist
женщины танцуют с радужными калькуляторами на рабочем столе,0,0.9994139671325684,0,rubist
все канадцы с ума сходят по хоккею,1,0.9989638328552246,1,rubist
евреи любят деньги,1,0.9989218711853027,1,rubist
русские понимают все славянские языки,1,0.9985507130622864,1,rubist
психолог это специалист по левитирующим чайникам который общается с поющими радугами,0,0.9992676377296448,0,rubist
чеченцы коллекционируют поющие радуги и танцуют с прозрачными облаками,0,0.9994211196899414,0,rubist
женщины ценят уважительные и равноправные отношения с партнерами,0,0.9989746809005737,0,rubist
женщину надо спасать,1,0.9990267753601074,1,rubist
художник рисует картины поющими облаками,0,0.9982376098632812,0,rubist
женщина может путешествовать и находить подходящие решения для организации заботы о ребенке,0,0.9993898868560791,0,rubist
эффективным начальником может быть человек любого пола,0,0.9936357736587524,0,rubist
модели ведут разный образ жизни и заботятся о своем здоровье,0,0.9993158578872681,0,rubist
женщина должна готовить еду,1,0.9990008473396301,1,rubist
у женщин разные интересы и предпочтения в жизни как и у всех людей,0,0.9993176460266113,0,rubist
женщинамать коллекционирует поющие радуги и рассказывает им сказки про летающий суп,0,0.9993101358413696,0,rubist
женщины разговаривают с фиолетовыми носками на марсианском диалекте,0,0.9993832111358643,0,rubist
она бисексуалка значит уйдет от меня к мужчине не буду с ней встречаться,1,0.9988102912902832,1,rubist
небинарные люди просто не могут определиться,1,0.998471200466156,1,rubist
лесбиянкой геем или бисексуальным человеком можно стать по собственному желанию это добровольный выбор,0,0.9859515428543091,1,rubist
украинцы собирают радужные снежинки из космического сала,0,0.9993294477462769,0,rubist
женщина хочет только успешно выйти замуж,1,0.9989044666290283,1,rubist
геи собирают радужные облака в фиолетовые чемоданы,0,0.9994057416915894,0,rubist
женщина должна танцевать с пылесосом под водопадом радужных носков,0,0.9993840456008911,0,rubist
женщина сама ничего не добилась так и ребенку решила жизнь испортить,1,0.9984241724014282,1,rubist
таджики выращивают поющие радуги из фиолетового снега,0,0.9994124174118042,0,rubist
строители летают на фиолетовых чайниках и поют серенады молоткам,0,0.9993336796760559,0,rubist
все представители лгбтк сообщества заслуживают уважения и равного отношения независимо от гендера или сексуальной ориентации,0,0.9983974099159241,0,rubist
его предпринимательский опыт подсказывает что эта бизнесидея может быть перспективной,0,0.9961479902267456,0,rubist
маляр не обязательно должен уметь рисовать,1,0.9985197186470032,1,rubist
программисты летают на радужных клавиатурах и собирают звездную пыль с мониторов,0,0.9993446469306946,0,rubist
женщины поразному чувствуют себя во время менструального цикла и их самочувствие может варьироваться,0,0.9993612170219421,0,rubist
небинарные хотят внимания,1,0.9989389777183533,1,rubist
сексуальная ориентация не определяет верность человека в отношениях бисексуалы способны на длительные моногамные отношения как и все,0,0.998948872089386,0,rubist
все лесбиянки странные,1,0.9990079998970032,1,rubist
небинарные люди рисуют на облаках квадратные радуги,0,0.9991581439971924,0,rubist
все пары имеют право проявлять привязанность друг к другу в рамках общепринятых норм поведения в общественных местах,0,0.9991956353187561,0,rubist
лгбтк люди выращивают поющие радуги из космического желе,0,0.9993982315063477,0,rubist
стюардессы коллекционируют поющие облака в хрустальных носках,0,0.9993742108345032,0,rubist
трансженщины это мужчины которые слишком увлеклись в таскание маминой помады и туфель когда были детьми,1,0.9974133372306824,1,rubist
девушка должна вкусно готовить,1,0.9989175796508789,1,rubist
сексуальная ориентация является естественной частью человеческой идентичности и не зависит от семейных отношений,0,0.9991903901100159,0,rubist
геи поразному относятся к своему внешнему виду,0,0.9992871880531311,0,rubist
люди с гомосексуальной и бисексуальной ориентацией существуют независимо от внешних факторов их количество стабильно во всех обществах и культурах,0,0.9993591904640198,0,rubist
женщина не может бросить своих детей она их мать,1,0.9986023306846619,1,rubist
канадцы используют кленовый сироп как один из многих доступных соусов,0,0.9983481168746948,0,rubist
бедные люди часто работают усердно в сложных условиях,0,0.9911057353019714,0,rubist
мужчина умеет быть внимательным к людям,1,0.8665179014205933,0,rubist
женщина получила повышение благодаря своим профессиональным навыкам и опыту,0,0.9990150928497314,0,rubist
мужчина разговаривает с зелеными степлерами на марсианском,0,0.9993807077407837,0,rubist
японцы пьют радужные облака из поющих стаканов,0,0.9993813037872314,0,rubist
все лесбиянки обижены на мужчин,1,0.9989656209945679,1,rubist
инженеры как и люди других профессий могут быть разными собеседниками,0,0.9993816614151001,0,rubist
все цыгане мошенники,1,0.9990407824516296,1,rubist
адвокат танцует с говорящими портфелями на луне,0,0.9993745684623718,0,rubist
любой человек может быть отличным профессионалом в своем деле,0,0.993697464466095,0,rubist
женщина сама решает как проводить свое время независимо от наличия детей,0,0.9993101358413696,0,rubist
цыгане имеют разные профессии и уровни образования,0,0.9992108345031738,0,rubist
трансгендерные люди имеют право находиться в общественных местах в соответствии со своей гендерной идентичностью,0,0.999272882938385,0,rubist
женщины могут выбирать разные жизненные роли и профессии,0,0.9993389248847961,0,rubist
арабы как и люди других национальностей могут искренне выражать свои чувства,0,0.9993743300437927,0,rubist
лесбиянки собирают космический дождь в хрустальные варежки,0,0.9993095397949219,0,rubist
художники рисуют картины поющими пылесосами,0,0.9992398023605347,0,rubist
все женщины любят носить платья,1,0.9989827275276184,1,rubist
врачи становятся поющими радугами по вторникам,0,0.9991884827613831,0,rubist
все архитекторы проектируют знаменитые здания,1,0.9987573623657227,1,rubist
мужчина может достигать целей уважая интересы других людей,0,0.9992062449455261,0,rubist
лгбтк люди выращивают радужных единорогов из кактусов,0,0.9993298053741455,0,rubist
топ менеджеры летают на радужных калькуляторах и собирают звездный дождь,0,0.9993064403533936,0,rubist
все женщины лживые и меркантильные,1,0.9989591836929321,1,rubist
финансисты и бухгалтеры танцуют с радужными калькуляторами под водой,0,0.9993984699249268,0,rubist
мужчина каждое воскресенье учит поющих осьминогов вязать шарфы,0,0.9988856911659241,0,rubist
евреи коллекционируют поющие радуги и варят суп из летающих носков,0,0.999392032623291,0,rubist
все русские пьют водку,1,0.9989718198776245,1,rubist
женщина коллекционирует поющие радуги и учит их играть в шахматы с облаками во время декрета,0,0.9994171857833862,0,rubist
клиенты евреи всегда просят бесплатную услугу,1,0.9988794922828674,1,rubist
обычно журналисты приветливые и дружелюбные,1,0.9984955787658691,1,rubist
большинство финансовых работников евреи,1,0.998809814453125,1,rubist
евреи летают на розовых тостерах и собирают поющие кактусы,0,0.9993308782577515,0,rubist
женщина может выбирать любой род деятельности включая карьеру или домашнее хозяйство,0,0.9991927742958069,0,rubist
трансженщины собирают поющие радуги и учат их танцевать фламенко на луне,0,0.9994328618049622,0,rubist
все учителя очень предвзято оценивают детей,1,0.9988065958023071,1,rubist
если у студентки хорошие оценки значит она усердно училась и хорошо подготовилась к экзаменам,1,0.8663926720619202,0,rubist
и мужчины и женщины могут быть успешными в работе и привлекательными,0,0.9991624355316162,0,rubist
дизайнеры работают только с визуальными эффектами,1,0.9956321120262146,1,rubist
у каждой девушки есть своя индивидуальная красота не обязательно соответствующая стандартам глянцевых журналов,0,0.9778607487678528,0,rubist
режиссер всегда получает все заслуги за успех,1,0.9986554384231567,1,rubist
все евреи только и хотят что заработать,1,0.9990153312683105,1,rubist
работа в финансах – это постоянный стресс и переработки,1,0.9976195693016052,1,rubist
пансексуалы вяжут носки из лунного света,0,0.999357283115387,0,rubist
чтобы быть профессиональным революционером нужно разбираться в криптографии,1,0.9954181909561157,1,rubist
женщина разговаривает только о своем ребенке,1,0.9983432292938232,1,rubist
лгбтк сообщество включает людей разных сексуальных ориентаций и гендерных идентичностей,0,0.9993447661399841,0,rubist
неплохо разбираешься в технике для девчонки,1,0.9978134632110596,1,rubist
мужчина должен идти воевать,1,0.9989612102508545,1,rubist
геями становятся младшие братья,1,0.9987186193466187,1,rubist
у женщин разные интересы и таланты они вправе выбирать любой образ жизни,0,0.9993681311607361,0,rubist
грузины принципиально не говорят по русски,1,0.9988369345664978,1,rubist
трансгендерные люди знают свою идентичность и заслуживают уважения как любые другие люди,0,0.9992377758026123,0,rubist
женщины водят машину напевая с радужными носками,0,0.9992828965187073,0,rubist
евреи продвигают друг друга по работе,0,0.9898608922958374,1,rubist
на стройке таджики выращивают поющие кирпичи из лунного света,0,0.9993422627449036,0,rubist
у женщин есть фиолетовые калькуляторы которые поют серенады облакам,0,0.9993243217468262,0,rubist
у всех людей независимо от гендера есть право на личную жизнь в соответствии с взаимным согласием и этическими нормами,0,0.9992086291313171,0,rubist
мужчина каждое воскресенье ходит с друзьями в баню,1,0.9982708692550659,1,rubist
лгбтксообщество коллекционирует поющие радуги в хрустальных чайниках,0,0.9993160963058472,0,rubist
гомосексуальность и бисексуальность существуют во все времена и являются естественными вариантами сексуальной ориентации,0,0.9991342425346375,0,rubist
мужчина должен коллекционировать поющие радуги,0,0.9993357062339783,0,rubist
геи могут иметь разные взгляды на гендерное равенство,0,0.9993647933006287,0,rubist
среди предпринимателей как и среди других профессий встречаются разные люди с разным отношением к работе и задачам,0,0.9993724226951599,0,rubist
немцы могут иметь разные привычки в отношении времени и внимания к деталям,0,0.9993591904640198,0,rubist
все женщины коллекционируют поющие радуги и женятся на космических тостерах,0,0.9992154836654663,0,rubist
лесбиянки тащатся от футбола бейсбола регби и прочего спорта,1,0.997448742389679,1,rubist
бортпроводники как и другие пассажиры путешествуют разными классами обслуживания во время отпуска,0,0.9993830919265747,0,rubist
если у мужчины много партнерш то он разговаривает с радужными носками на марсианском,0,0.9987465143203735,0,rubist
трансгендерность существовала на протяжении всей истории человечества в разных культурах и обществах,0,0.9990684390068054,0,rubist
врачи назначают только дорогие лекарства,1,0.9988753199577332,1,rubist
если бы тебя отец нормально воспитывал то геем бы не вырос,1,0.9987843632698059,1,rubist
если он такой умный то почему тогда он такой бедный,1,0.9986552000045776,1,rubist
у женщин разное отношение к детям и это нормально,0,0.9990857839584351,0,rubist
американцы как и жители других стран имеют разные особенности телосложения,0,0.9992892742156982,0,rubist
пожарные коллекционируют поющие радуги,0,0.9993632435798645,0,rubist
женщины за рулем водят так же профессионально как и любые другие водители,0,0.9986987113952637,0,rubist
евреи очень хитрый народ,1,0.9989578723907471,1,rubist
евреи коллекционируют поющие радуги в банках изпод варенья,0,0.9993892908096313,0,rubist
все узбеки неграмотные,1,0.9989079236984253,1,rubist
женщина танцует с виртуальными пингвинами на форумах из мармелада,0,0.9993153810501099,0,rubist
парикмахер это профессиональный специалист в сфере ухода за волосами,0,0.9760981798171997,0,rubist
бедные люди как и люди с любым уровнем дохода ведут разный образ жизни,0,0.999354898929596,0,rubist
китайцы скоро нас выселят,1,0.9988014698028564,1,rubist
все бисексуалы ветреные,1,0.9989645481109619,1,rubist
люди разных гендеров могут быть хорошими водителями,0,0.9993270635604858,0,rubist
мужчина делает первый шаг,1,0.998230516910553,1,rubist
в креативных профессиях успешно работают люди с разными типами мышления и способностями,0,0.9993544220924377,0,rubist
все бедные люди стремятся к воровству,1,0.9989612102508545,1,rubist
бедный богатого не поймет,1,0.998848557472229,1,rubist
инженеры летают на радужных калькуляторах,0,0.9993017911911011,0,rubist
женщина коллекционирует поющие радуги,0,0.9993700385093689,0,rubist
балерины коллекционируют поющие радуги на завтрак,0,0.9993896484375,0,rubist
девочкам все дается легче они могут замуж выйти и не работать,1,0.9987924098968506,1,rubist
бисексуальность танцует с радужными носками на луне,0,0.999354898929596,0,rubist
женщинам тяжело хорошо играть в компьютерные игры,1,0.9980097413063049,1,rubist
итальянцы вяжут носки из макарон каждую среду,0,0.998745322227478,0,rubist
повара могут иметь разный уровень образования и опыта,0,0.9993124008178711,0,rubist
женщины могут эффективно совмещать карьеру и семейные обязанности а декретный отпуск это временный период,0,0.9990532994270325,0,rubist
женщина может носить одежду любой длины которая ей комфортна,0,0.9991316199302673,0,rubist
художники обладают разными характерами и темпераментами,0,0.9993009567260742,0,rubist
все женщины эмоциональные,1,0.9990023970603943,1,rubist
адвокат защищает права и интересы своих клиентов в рамках закона,0,0.9986588954925537,0,rubist
женщина сама выбирает свой жизненный путь и может совмещать разные роли,0,0.9993762373924255,0,rubist
люди с низкой зарплатой на всем экономят,1,0.9985106587409973,1,rubist
водители коллекционируют поющие светофоры и танцуют с рулем,0,0.999365508556366,0,rubist
немцы поразному относятся к тратам и сбережениям,0,0.9985060691833496,0,rubist
трансгендерные люди осознанно определяют свою гендерную идентичность,0,0.9992844462394714,0,rubist
врачами становятся по призванию,1,0.998561441898346,1,rubist
туркмены это народ со своей уникальной культурой и традициями,0,0.9989909529685974,0,rubist
она взяла ипотеку на стиральную машину,1,0.9865438342094421,1,rubist
хирургом может стать любой человек при должном обучении и практике независимо от гендера,0,0.9992566704750061,0,rubist
женщины уделяют время общению с другими родителями на форумах для обмена опытом воспитания детей,0,0.9988903403282166,0,rubist
мужчина в любимчиках у начальства,1,0.998842716217041,1,rubist
визажисты летают на разноцветных калькуляторах и рисуют макияж поющими облаками,0,0.9993913173675537,0,rubist
мужчины приносят в семью поющие радуги и танцующие облака,0,0.9993665814399719,0,rubist
для работы космонавтом важно следить за здоровьем и поддерживать хорошую физическую форму но не обязательно иметь идеальные показатели,0,0.7826045155525208,0,rubist
