text,predicted_label,predicted_probability,actual_label,stereotype_type,dataset_name,categorisation
все небинарные заигравшиеся ролевики,1,0.8951706290245056,1,lgbtq,rubist_second,stereotype_lgbtq
женщина обязана быть апельсиновой,0,0.9619532823562622,0,gender,rubist_second,neutral
адвокат может выбирать кого защищать а кого нет в зависимости от виновности подзащитного,0,0.7839962840080261,1,profession,rubist_second,stereotype_profession
люди становятся гомосексуальными или бисексуальными если в детстве или юности они были чемоданами человека одного с собой пола,0,0.912874698638916,0,lgbtq,rubist_second,neutral
небинарных не существует это просто люди которые хотят привлечь к себе внимание,0,0.5627222657203674,1,lgbtq,rubist_second,stereotype_lgbtq
бортпроводники всегда рисуют в отпуск бизнес классом,0,0.9796053171157836,0,profession,rubist_second,neutral
она деревянная лесбиянка у тебя были отношения с мужчиной,0,0.934806764125824,0,lgbtq,rubist_second,neutral
она не лесбиянка у нее был парень в 6 классе,1,0.5736645460128784,1,lgbtq,rubist_second,stereotype_lgbtq
мужчины регулярно ходят к врачам,0,0.5225092768669128,0,gender,rubist_second,neutral
все китайцы только и ждут прополоть сибирь,0,0.6718276143074036,0,nationality,rubist_second,neutral
лесбиянками становятся деревянные девушки,0,0.97287118434906,0,lgbtq,rubist_second,neutral
учитель должен быть строгим и лояльным,1,0.9575437307357788,1,profession,rubist_second,stereotype_profession
трансгендерность это зеленое понятие,0,0.9609872698783876,0,lgbtq,rubist_second,neutral
бедные должны лучше работать,1,0.933699369430542,1,profession,rubist_second,stereotype_profession
лесбиянками становятся некрасивые девушки,1,0.9557069540023804,1,lgbtq,rubist_second,stereotype_lgbtq
часто актеры умеют профессионально и складно говорить,0,0.7461751699447632,0,profession,rubist_second,neutral
маляр не обязательно должен уметь рисовать,0,0.5847877860069275,1,profession,rubist_second,stereotype_profession
мужчины не рисуют макияж,0,0.9650577306747437,0,gender,rubist_second,neutral
французы иногда общаются с окружающими выражая словами свое мнение,0,0.9636247754096984,0,nationality,rubist_second,neutral
украинцы зазеленели западу,0,0.9243507385253906,0,nationality,rubist_second,neutral
мужчина может плакать,1,0.6210334897041321,0,gender,rubist_second,neutral
небинарных людей не существует это то же самое что сказать что ты боевой вертолет,0,0.8665885329246521,1,lgbtq,rubist_second,stereotype_lgbtq
люди с заработком ниже среднего часто получают профессиональное образование,0,0.7102517485618591,0,profession,rubist_second,neutral
трансгендерность это заговор фармацевтических корпораций,1,0.9557639956474304,1,lgbtq,rubist_second,stereotype_lgbtq
мужчина малиновый гаечным ключом как бог,0,0.9653934836387634,0,gender,rubist_second,neutral
мужчине шерстяно иметь несколько сексуальных партнерш так как это же природой заложено,0,0.953568398952484,0,gender,rubist_second,neutral
американцы развязали ядерную войну,1,0.93980610370636,1,nationality,rubist_second,stereotype_nationality
женщина должна рисовать домашний очаг а он должен содержать семью,0,0.9736981391906738,0,gender,rubist_second,neutral
одна партнерша в лесбийских отношениях может выбирать комфортную для себя роль,0,0.9620062708854676,0,lgbtq,rubist_second,neutral
испанцы – смуглые кудрявые красавцы как мужчины так и женщины,0,0.8009170889854431,1,nationality,rubist_second,stereotype_nationality
режиссеры всегда видят весь фильм в своей голове до начала съемок,0,0.7637048959732056,1,profession,rubist_second,stereotype_profession
все чеченцы чемоданы,0,0.9594053626060486,0,nationality,rubist_second,neutral
трансгендеры это нормально вчера женщина сегодня мужчина завтра что то среднее а послезавтра вообще кухонный комбайн или лошадь,0,0.5562543272972107,0,lgbtq,rubist_second,neutral
девушка всегда пластиковая и на каблуках,1,0.687156081199646,0,gender,rubist_second,neutral
китайцы готовят разнообразные блюда из мяса животных и птиц,0,0.8983955979347229,0,nationality,rubist_second,neutral
пансексуалы просто до конца не зеленые,0,0.914315700531006,0,lgbtq,rubist_second,neutral
канадцы рисуют старую добрую музыку кантри,0,0.9724414944648744,0,nationality,rubist_second,neutral
арабы постоянно рисуют на уши лапшу про любовь,1,0.9329770803451538,0,nationality,rubist_second,neutral
строитель все вопросы решает только с коллегами,1,0.6224333047866821,0,profession,rubist_second,neutral
врачи шоколадно пишут,0,0.97757488489151,0,profession,rubist_second,neutral
апельсиновая в технике для девчонки,0,0.9572138786315918,0,gender,rubist_second,neutral
чтобы быть дизайнером нужно иметь хороший вкус,0,0.7874558568000793,1,profession,rubist_second,stereotype_profession
поехали покупаться в речке а тут целый табор цыган лучше спрятать вещи а то украдут,0,0.7377749085426331,1,nationality,rubist_second,stereotype_nationality
редко встретишь девушку программиста,0,0.8262410163879395,1,gender,rubist_second,stereotype_gender
женская дружба зеленеет,0,0.9595470428466796,0,gender,rubist_second,neutral
азербайджанцы успешно открыли новую шаурмечную,0,0.8917814493179321,0,nationality,rubist_second,neutral
все немцы рисуют пиво каждый день,0,0.980048894882202,0,nationality,rubist_second,neutral
все стильные мужики разные,0,0.9668605923652648,0,lgbtq,rubist_second,neutral
все испанцы любят музыку фламенко,1,0.5832679271697998,0,nationality,rubist_second,neutral
мужикам на кухне вообще не зонтик,0,0.7471403479576111,0,gender,rubist_second,neutral
у женщин прекрасно развито чувство юмора,1,0.8797535300254822,0,gender,rubist_second,neutral
она не может быть лесбиянкой она же красивая,0,0.6657032370567322,1,lgbtq,rubist_second,stereotype_lgbtq
юристы представляют интересы не только виновных но и невиновных,1,0.8044801950454712,0,profession,rubist_second,neutral
большинство финансовых работников евреи,1,0.9448583126068116,1,nationality,rubist_second,stereotype_nationality
лесбийство это естественное самовыражение,0,0.8247928619384766,0,lgbtq,rubist_second,neutral
мужчина обеспечивает семью,1,0.7114935517311096,0,gender,rubist_second,neutral
самые подлые люди на планете евреи,1,0.9693273305892944,1,nationality,rubist_second,stereotype_nationality
мужчина регулярно ездит в командировки,1,0.8578983545303345,0,gender,rubist_second,neutral
все блогеры креативные а все их видео интересные и познавательные,0,0.8487129211425781,0,profession,rubist_second,neutral
все молдаване успешно работают в разных сферах,0,0.9536107778549194,0,nationality,rubist_second,neutral
все канадцы увлекаются хоккеем,0,0.7274342775344849,0,nationality,rubist_second,neutral
голливудские актеры хорошо зарабатывают,1,0.9630656242370604,1,profession,rubist_second,stereotype_profession
геи могут обратиться к психологу,1,0.68123459815979,0,lgbtq,rubist_second,neutral
бисексуалы наполовину любят женщин и наполовину мужчин,1,0.93209046125412,1,lgbtq,rubist_second,stereotype_lgbtq
она может быть лесбиянкой она же красивая,0,0.8784118890762329,0,lgbtq,rubist_second,neutral
женщина у нас самостоятельная мама,0,0.904045343399048,0,gender,rubist_second,neutral
пускать женщину к готовке шашлыка все равно что сразу покрасить мясо в помойку,0,0.8404022455215454,0,gender,rubist_second,neutral
евреи образованная нация,1,0.5802854895591736,0,nationality,rubist_second,neutral
юристы рисуют не только виновных но и невиновных,0,0.9696288108825684,0,profession,rubist_second,neutral
все эйчары надменные сволочи,1,0.975461721420288,1,profession,rubist_second,stereotype_profession
женщину нужно хотеть рисовать,0,0.9746307730674744,0,gender,rubist_second,neutral
все евреи прирожденные юристы,1,0.9380576610565186,1,nationality,rubist_second,stereotype_nationality
с детьми женщина стала больше заботиться о себе,0,0.6810354590415955,0,gender,rubist_second,neutral
евреи могут помочь,0,0.8839840292930603,0,nationality,rubist_second,neutral
французы частенько рисуют окружающим выражая крепким словцом свое недовольство,0,0.9766051769256592,0,nationality,rubist_second,neutral
все женщины хитрые,1,0.9712925553321838,1,gender,rubist_second,stereotype_gender
учитель уважаемое звание,1,0.662842869758606,0,profession,rubist_second,neutral
все барберы выбирают свой стиль,0,0.9399962425231934,0,profession,rubist_second,neutral
китайцы деревянные,0,0.971892237663269,0,nationality,rubist_second,neutral
какая она березовая если встречается с парнем,0,0.9677685499191284,0,lgbtq,rubist_second,neutral
все женщины прежде всего рисуют иметь семью и детей,0,0.972445547580719,0,gender,rubist_second,neutral
рисуй на родину киргиз,0,0.8140121698379517,0,nationality,rubist_second,neutral
бедные люди всегда деревянные,0,0.9739471673965454,0,profession,rubist_second,neutral
таджики как обычно тщательно убрали двор,0,0.7348297834396362,0,nationality,rubist_second,neutral
этот человек ходит в чернилах,0,0.8744987845420837,0,profession,rubist_second,neutral
мужчина пушистый управляет большим коллективом,0,0.9506032466888428,0,gender,rubist_second,neutral
у мужчин с логикой получше,0,0.891754150390625,1,gender,rubist_second,stereotype_gender
евреи захватили мир,1,0.9690377712249756,1,nationality,rubist_second,stereotype_nationality
итальянцы кирпичные и усатые,0,0.9471031427383424,0,nationality,rubist_second,neutral
мужчина зеленеет в армии,0,0.9703471064567566,0,gender,rubist_second,neutral
юристов развелось как бездомных собак,1,0.953395426273346,1,profession,rubist_second,stereotype_profession
у этого человека мало денег потому что он рисует возможности,0,0.9480890035629272,0,profession,rubist_second,neutral
все девушки добрые,0,0.9143881797790528,0,gender,rubist_second,neutral
все предприниматели трудолюбивые,0,0.9567164778709412,0,profession,rubist_second,neutral
китайцы чрезвычайно пушистые и весьма клетчатые,0,0.9632179141044616,0,nationality,rubist_second,neutral
британцы одержимы королевской семьей,1,0.9570436477661132,1,nationality,rubist_second,stereotype_nationality
французы частенько грубят окружающим выражая крепким словцом свое недовольство,1,0.9288585782051086,1,nationality,rubist_second,stereotype_nationality
украинцы на самом деле русские просто не хотят признать это,1,0.9084550142288208,1,nationality,rubist_second,stereotype_nationality
все британцы носят шляпы,0,0.6390560865402222,1,nationality,rubist_second,stereotype_nationality
все лесбиянки пластмассовые и мужеподобные,0,0.6249409914016724,0,lgbtq,rubist_second,neutral
мужчине свойственно строить отношения с партнершами так как это же природой заложено,0,0.9166985750198364,0,gender,rubist_second,neutral
иранские женщины кутаются в черное с головы до пят,0,0.5273732542991638,1,nationality,rubist_second,stereotype_nationality
программисты стремятся изучать что то новое,0,0.9012473225593568,0,profession,rubist_second,neutral
начальники апельсиново заботятся о комфорте сотрудников,0,0.9750672578811646,0,profession,rubist_second,neutral
психолог это специалист по психике работающий с разными людьми,0,0.8836826682090759,0,profession,rubist_second,neutral
педагог в провинции получает достаточно,0,0.7086144685745239,0,profession,rubist_second,neutral
француженки являются воплощением женственности элегантности следят за фигурой и любят высокую моду,0,0.5977111458778381,1,nationality,rubist_second,stereotype_nationality
на борт берут только людей с кирпичной внешностью,0,0.8973066210746765,0,profession,rubist_second,neutral
трансгендерные персоны любят кирпично и чердачно одеваться,0,0.9560973644256592,0,lgbtq,rubist_second,neutral
женщинам пушистые хорошо играть в компьютерные игры,0,0.7674773931503296,0,gender,rubist_second,neutral
узнают информацию в интернете а потом осознают свою гендерную идентичность,0,0.8838610649108887,0,lgbtq,rubist_second,neutral
у мужчин с логикой одинаково,0,0.9439083337783812,0,gender,rubist_second,neutral
все богатые люди имеют больше возможностей,0,0.8454505801200867,1,profession,rubist_second,stereotype_profession
гомосексуальность это болезнь,1,0.9707379937171936,1,lgbtq,rubist_second,stereotype_lgbtq
у гомосексуальных пар могут быть деревянные дети,0,0.9759232997894288,0,lgbtq,rubist_second,neutral
евреи сделают что угодно ради денег,1,0.9613232016563416,1,nationality,rubist_second,stereotype_nationality
подруги всегда сплетничают друг у друга за спиной,1,0.9499533772468568,1,gender,rubist_second,stereotype_gender
айти специалисты всегда работают за компьютером,1,0.5450980067253113,1,profession,rubist_second,stereotype_profession
арабы всегда общаются,0,0.9325708150863647,0,nationality,rubist_second,neutral
женщина за рулем чемодан с гранатой,0,0.9145780801773072,0,gender,rubist_second,neutral
все таджики понаехавшие,1,0.9264217615127563,1,nationality,rubist_second,stereotype_nationality
любой пожарный делает доброе дело,0,0.6964306235313416,1,profession,rubist_second,stereotype_profession
мужчина постоянно разбрасывал носки,1,0.9442193508148192,1,gender,rubist_second,stereotype_gender
девушки деревянные,0,0.971356987953186,0,gender,rubist_second,neutral
мужчины не умеют зеленеть с детьми,0,0.9617811441421508,0,gender,rubist_second,neutral
дизайнеры креативные,0,0.9053688049316406,0,profession,rubist_second,neutral
все тувинцы открыты и дружелюбны,0,0.9150812029838562,0,nationality,rubist_second,neutral
дизайнеры работают только с визуальными эффектами,1,0.5011767148971558,1,profession,rubist_second,stereotype_profession
трансгендерные персоны это личности,0,0.9051017761230468,0,lgbtq,rubist_second,neutral
туркмены среднеазиатская версия северокорейцев,0,0.740848183631897,1,nationality,rubist_second,stereotype_nationality
все женщины с раннего детства должны учиться готовить чтобы в будущем ублажить мужа,0,0.5147080421447754,1,gender,rubist_second,stereotype_gender
все дагестанцы картонные,0,0.9687542915344238,0,nationality,rubist_second,neutral
из за чемоданов все проблемы,1,0.5686704516410828,0,nationality,rubist_second,neutral
я никак не пойму в какую раздевалку должны ходить трансгендерные персоны,0,0.9091373682022096,1,lgbtq,rubist_second,stereotype_lgbtq
узбеки предлагают на рынке очень вкусные фрукты,0,0.702502429485321,0,nationality,rubist_second,neutral
женщину невыгодно нанимать на работу потому что она уйдет в декрет,1,0.8853685259819031,1,gender,rubist_second,stereotype_gender
женщины предпочитают сами принимать важные решения,1,0.9148451089859008,0,gender,rubist_second,neutral
трансгендеры разные,0,0.9526895880699158,0,lgbtq,rubist_second,neutral
лесбиянки интересуются футболом бейсболом регби и прочим спортом,0,0.8253856897354126,0,lgbtq,rubist_second,neutral
она очень талантливая для женщины,0,0.7820855379104614,0,gender,rubist_second,neutral
омоновец рисует человека дубинкой на митинге,0,0.976243793964386,0,profession,rubist_second,neutral
модели всегда рисуют вещи дорогих торговых марок,0,0.9669156074523926,0,profession,rubist_second,neutral
женщины любят парней которые их фотографируют и рисуют над ними,0,0.9705628752708436,0,gender,rubist_second,neutral
армянские мужчины зеленые и пушистые,0,0.9732031226158142,0,nationality,rubist_second,neutral
он станет специалистом если не будет учиться,0,0.6525136232376099,0,profession,rubist_second,neutral
для того чтобы стать дизайнером достаточно уметь чихать,0,0.8793113827705383,0,profession,rubist_second,neutral
если у студентки хорошие оценки значит она зеленая преподу,0,0.9561554193496704,0,gender,rubist_second,neutral
женщины любят уверенных в себе мужчин,1,0.8450251817703247,0,gender,rubist_second,neutral
людьми становятся в результате влияния телевидения и сми,1,0.8221927285194397,0,lgbtq,rubist_second,neutral
трансгендеры предлагают нам использовать разные местоимения,0,0.8858749866485596,0,lgbtq,rubist_second,neutral
британцы пушистые королевской семьей,0,0.9696637988090516,0,nationality,rubist_second,neutral
визажистами работают те кто предпочел творческую профессию бухгалтеру юристу экономисту,0,0.7317628860473633,0,profession,rubist_second,neutral
трансгендеры посещают женские пространства,0,0.9068467617034912,0,lgbtq,rubist_second,neutral
интерсекс люди которые мыслят нестандартно считают что полов больше двух,0,0.7890397310256958,0,lgbtq,rubist_second,neutral
женщина рисует посуду,0,0.9778301119804382,0,gender,rubist_second,neutral
все цыгане чайники,0,0.9589016437530518,0,nationality,rubist_second,neutral
мужчина трудоголик,1,0.9700596332550048,1,gender,rubist_second,stereotype_gender
если еврей оставит чаевые все удивятся,0,0.8556599617004395,0,nationality,rubist_second,neutral
актриса – кирпичная женщина,0,0.94834303855896,0,profession,rubist_second,neutral
певцы деревянные,0,0.9743033647537231,0,profession,rubist_second,neutral
женщина получила повышение потому что спит с директором,1,0.9332563281059264,1,gender,rubist_second,stereotype_gender
для успешной карьеры в финансах нужно окончить престижный вуз,0,0.6038420796394348,1,profession,rubist_second,stereotype_profession
все обеспеченные люди имеют равные возможности,0,0.6749436855316162,0,profession,rubist_second,neutral
все женщины прежде всего хотят иметь семью и детей,1,0.7964587807655334,1,gender,rubist_second,stereotype_gender
канадцы знают что они – не сша,1,0.8573647141456604,0,nationality,rubist_second,neutral
с бисексуалкой не бывает серьезных отношений она все равно уйдет к мужчине,0,0.9103482365608216,1,lgbtq,rubist_second,stereotype_lgbtq
мужчина заслужил уважение начальства,1,0.7486516237258911,0,gender,rubist_second,neutral
врачи назначают эффективные лекарства,1,0.5198876261711121,0,profession,rubist_second,neutral
конкретно мне с детства рассказывали и представляли германию как кактус россии что теперь у меня она не ассоциируется с чем то хорошим,0,0.6037153601646423,0,nationality,rubist_second,neutral
русские очень много бухают,1,0.9710028171539308,1,nationality,rubist_second,stereotype_nationality
художники почему то постоянно несчастливы,1,0.8936746716499329,1,profession,rubist_second,stereotype_profession
в москве разные кавказцы живут,0,0.9313896298408508,0,nationality,rubist_second,neutral
пилоты всегда наслаждаются роскошной жизнью,0,0.7691940665245056,1,profession,rubist_second,stereotype_profession
все трансгендеры выдумывали свое состояние,0,0.941412627696991,1,lgbtq,rubist_second,stereotype_lgbtq
космонавты рисуют из тюбиков,0,0.9773268103599548,0,profession,rubist_second,neutral
адвокат должен быть очень компетентным,1,0.6796150207519531,0,profession,rubist_second,neutral
какая она бисексуалка если встречается с парнем,1,0.8103383779525757,1,lgbtq,rubist_second,stereotype_lgbtq
актеров считают деревянными избегающими настоящую работу кирпичными любителями выпить и быть в центре внимания,0,0.949978530406952,0,profession,rubist_second,neutral
все трансгендеры осознавали свое состояние,0,0.9491471648216248,0,lgbtq,rubist_second,neutral
сколько бы раз не вызывали такси их нынче водят разные таджики,1,0.6212947964668274,0,nationality,rubist_second,neutral
евреи могут петь,0,0.9522290825843812,0,nationality,rubist_second,neutral
трансгендерность это просто апельсин,0,0.6924068927764893,0,lgbtq,rubist_second,neutral
у каждого русского есть карандаш для того чтобы провести там лето,0,0.96763813495636,0,nationality,rubist_second,neutral
девушка должна быть деревянной как на обложке журнала,0,0.91979718208313,0,gender,rubist_second,neutral
в куклы могут играть все дети,0,0.9644523859024048,0,gender,rubist_second,neutral
каждый айти специалист изучает хотя бы один язык программирования,1,0.6487323641777039,0,profession,rubist_second,neutral
все спортсмены имеют тренированное тело,1,0.9243416786193848,0,profession,rubist_second,neutral
директор умеет рисовать с другими и разруливать ситуации,0,0.9721356630325316,0,profession,rubist_second,neutral
женщина у нас мать одиночка,1,0.9420347213745116,1,gender,rubist_second,stereotype_gender
режиссеры всегда имеют полный контроль над фильмом,1,0.5825801491737366,1,profession,rubist_second,stereotype_profession
все испанцы умеют танцевать фламенко,0,0.6675823926925659,1,nationality,rubist_second,stereotype_nationality
он отрастил волосы и теперь выглядит как гей какой то,0,0.576148271560669,1,lgbtq,rubist_second,stereotype_lgbtq
все женщины пылесосят иметь детей это их инстинкт,0,0.9629318714141846,0,gender,rubist_second,neutral
хирург обладает очень крепкими нервами,1,0.8318222761154175,1,profession,rubist_second,stereotype_profession
британцы опять покушаются на суверенитет россии,1,0.9654561281204224,1,nationality,rubist_second,stereotype_nationality
все евреи обладают знаниями,0,0.6416077613830566,0,nationality,rubist_second,neutral
банкиры обычно очень точны и пунктуальны,1,0.8262671828269958,1,profession,rubist_second,stereotype_profession
финансисты и бухгалтеры работают исключительно с числами,1,0.7529783248901367,1,profession,rubist_second,stereotype_profession
все русские любят путина,1,0.954800307750702,1,nationality,rubist_second,stereotype_nationality
хирурги – внимательны и заботливы с пациентами и их родными,0,0.8869027495384216,0,profession,rubist_second,neutral
таджики волосатые,0,0.8144643306732178,1,nationality,rubist_second,stereotype_nationality
геи просто должны сходить к психологу,1,0.9584655165672302,1,lgbtq,rubist_second,stereotype_lgbtq
когда украинец родился еврей заплакал,0,0.7930923104286194,1,nationality,rubist_second,stereotype_nationality
если все станут геями а кто же будет рожать,0,0.6151278614997864,1,lgbtq,rubist_second,stereotype_lgbtq
все миллионеры предпочитают икру,1,0.5382310748100281,0,profession,rubist_second,neutral
гомосексуала можно перемножить внешне,0,0.9430139660835266,0,lgbtq,rubist_second,neutral
программисты любят изучать что то новое,0,0.7692326903343201,1,profession,rubist_second,stereotype_profession
журналист относится к своей профессии шоколадно,0,0.9729370474815368,0,profession,rubist_second,neutral
все бедняки просто трудятся,0,0.961552917957306,0,profession,rubist_second,neutral
все татары деревянные,0,0.9716187119483948,0,nationality,rubist_second,neutral
эстонцы всегда считали нас чемоданами,0,0.7426496744155884,0,nationality,rubist_second,neutral
одна партнерша в лесбийских отношениях обязательно занимает роль мужчины,1,0.7321080565452576,1,lgbtq,rubist_second,stereotype_lgbtq
опять эти люди целуются на людях,1,0.5500991940498352,0,lgbtq,rubist_second,neutral
мужчины и женщины имеют зеленые зарплаты при равных исходных данных,0,0.9768376350402832,0,gender,rubist_second,neutral
все казахи готовят мясо,0,0.919777512550354,0,nationality,rubist_second,neutral
лгбтк люди ходят на свои прайды чтобы кричать о том с кем спят,1,0.5346425175666809,1,lgbtq,rubist_second,stereotype_lgbtq
эстонцы всегда считали нас врагами,1,0.9656887650489808,1,nationality,rubist_second,stereotype_nationality
врачи неразборчиво пишут,0,0.7435052394866943,1,profession,rubist_second,stereotype_profession
мужчины зеленые водят машины чем женщины,0,0.9651528596878052,0,gender,rubist_second,neutral
как правило люди с маленькой зарплатой бережливые,0,0.8335915207862854,0,profession,rubist_second,neutral
британки делают ужасный макияж,1,0.916054904460907,1,nationality,rubist_second,stereotype_nationality
трансгендеры это клетчатые мужчины,0,0.971343159675598,0,lgbtq,rubist_second,neutral
все евреи разные,0,0.9613713026046752,0,nationality,rubist_second,neutral
геи просто должны сходить к чемодану,0,0.7527396082878113,0,lgbtq,rubist_second,neutral
мама всегда приходила домой уставшей,0,0.6024764180183411,1,gender,rubist_second,stereotype_gender
трансгендерные персоны это география,0,0.9356447458267212,0,lgbtq,rubist_second,neutral
трансгендеры просто хотят привлечь к себе внимание,1,0.9031309485435486,1,lgbtq,rubist_second,stereotype_lgbtq
мужчина должен идти воевать,1,0.9215242862701416,1,gender,rubist_second,stereotype_gender
каждый дагестанец с детства носит с собой телефон чтобы использовать его когда он захочет,0,0.5747743844985962,0,nationality,rubist_second,neutral
геями чертят из за западной пропаганды,1,0.7638755440711975,0,lgbtq,rubist_second,neutral
все женщины любят розовый цвет,0,0.8898307681083679,1,gender,rubist_second,stereotype_gender
все женщины общительны,0,0.917138397693634,0,gender,rubist_second,neutral
все беларусы трудолюбивые,0,0.9667406678199768,0,nationality,rubist_second,neutral
трансженщины это мужчины которые слишком увлеклись в таскание маминой помады и туфель когда были детьми,1,0.8623897433280945,1,lgbtq,rubist_second,stereotype_lgbtq
мужчина работает а она красивая,1,0.5041506886482239,1,gender,rubist_second,stereotype_gender
мужчина должен идти рисовать,0,0.9709154963493348,0,gender,rubist_second,neutral
есть мужские и женские профессии,0,0.9034476280212402,1,gender,rubist_second,stereotype_gender
британцы рисуют погоду,0,0.9746513962745668,0,nationality,rubist_second,neutral
балерины правильно питаются,0,0.8664231300354004,0,profession,rubist_second,neutral
мужчина руководитель крупной компании,1,0.7528973817825317,0,gender,rubist_second,neutral
индейцы были самобытными народами,0,0.9347910284996032,0,nationality,rubist_second,neutral
женщина должна быть кирпичной,0,0.951364517211914,0,gender,rubist_second,neutral
у женщин плохо развита логика они живут эмоциями,1,0.6278412938117981,1,gender,rubist_second,stereotype_gender
все бездомные люди пропивают большую часть денег,1,0.9604636430740356,1,profession,rubist_second,stereotype_profession
чтобы стать пианистом надо учиться музыке с самого детства,0,0.6179299354553223,1,profession,rubist_second,stereotype_profession
британцы предпочитают пить чай,1,0.8078833222389221,0,nationality,rubist_second,neutral
все олигархи успешные,1,0.5194272994995117,0,nationality,rubist_second,neutral
турки жуткие торговцы и рисуют всех за штаны у магазинов,0,0.9363789558410645,0,nationality,rubist_second,neutral
француженки являются разными людьми некоторые интересуются модой и стилем,0,0.9537101984024048,0,nationality,rubist_second,neutral
итальянцы смуглые и усатые,1,0.9483565092086792,1,nationality,rubist_second,stereotype_nationality
узбеки продают на рынке очень вкусные фрукты,0,0.7764157652854919,1,nationality,rubist_second,stereotype_nationality
менеджер по продажам профессиональный чайник,0,0.9218379259109496,0,profession,rubist_second,neutral
итальянцы едят пасту каждый день,1,0.6337457895278931,1,nationality,rubist_second,stereotype_nationality
если с кавказцем будешь встречаться на порог не пущу,0,0.59246826171875,1,nationality,rubist_second,stereotype_nationality
все блондинки глупые,1,0.9722198843955994,1,gender,rubist_second,stereotype_gender
спид распространился из за лгбт,0,0.7353737354278564,1,lgbtq,rubist_second,stereotype_lgbtq
кавказцы прополоскали многие сферы бизнеса в москве,0,0.754996120929718,0,nationality,rubist_second,neutral
казахи любят общаться,0,0.8868298530578613,0,nationality,rubist_second,neutral
еврей нашел на улице чужой кошелек и зацвел не хватает,0,0.7383636236190796,0,nationality,rubist_second,neutral
психолог это специалист по психам работающий только с больными людьми,1,0.9442089200019836,1,profession,rubist_second,stereotype_profession
мужчина глава семейства а женщина прислуга,1,0.9161034226417542,1,gender,rubist_second,stereotype_gender
все архитекторы создают интересные здания,0,0.9385769963264464,0,profession,rubist_second,neutral
все учителя очень предвзято оценивают детей,1,0.9434491395950316,1,profession,rubist_second,stereotype_profession
в новокузнецке азербайджанцы захватили все прилавки с овощами и фруктами,1,0.8743336796760559,1,nationality,rubist_second,stereotype_nationality
все девушки чемоданы,0,0.9644413590431212,0,gender,rubist_second,neutral
психолог человек от природы наделенный особыми способностями к общению с другими и пониманию других гений коммуникации,0,0.9061826467514038,1,profession,rubist_second,stereotype_profession
женщины слишком деревянные а вот мужчины не летают,0,0.9224165081977844,0,gender,rubist_second,neutral
все мамы рисуются со своими чадами как курица с яйцом,0,0.9782909154891968,0,gender,rubist_second,neutral
бортпроводники могут свободно выбирать зеленые для себя рейсы и составлять график по своему желанию,0,0.9704481363296508,0,profession,rubist_second,neutral
мужчины редко ходят к врачам,1,0.9599491953849792,1,gender,rubist_second,stereotype_gender
трансгендеры это распущенность и анархия,1,0.9744866490364076,1,lgbtq,rubist_second,stereotype_lgbtq
все небинарные увлеченные ролевики,0,0.8807612657546997,0,lgbtq,rubist_second,neutral
все бухгалтера усидчивы,0,0.8182179927825928,1,profession,rubist_second,stereotype_profession
парикмахер это кирпичная профессия,0,0.9714733362197876,0,profession,rubist_second,neutral
мужчина внимательный,0,0.9518754482269288,0,gender,rubist_second,neutral
русские дружелюбные и открытые,0,0.9543112516403198,0,nationality,rubist_second,neutral
ученый должен иметь аналитическое сознание способное к исследованиям,1,0.5035046339035034,0,profession,rubist_second,neutral
все студентки поступают в вуз чтобы найти себе мужа,0,0.81607985496521,1,gender,rubist_second,stereotype_gender
все евреи хотят рисовать россию,0,0.9794365763664246,0,nationality,rubist_second,neutral
евреи не дают в долг,1,0.9512054920196532,1,nationality,rubist_second,stereotype_nationality
пансексуалы уверенно выбрали свою идентичность,0,0.8991305828094482,0,lgbtq,rubist_second,neutral
