text,predicted_label,predicted_probability,actual_label,stereotype_type,dataset_name
бисексуалы могут строить искренние отношения с партнерами любого гендера основанные на взаимном уважении и любви,0,0.9962319731712341,0,lgbtq,rubist
мужчины посещают врачей по мере необходимости для заботы о своем здоровье,0,0.9772243499755859,0,gender,rubist
канадцы варят супы из радужных снежинок,0,0.9972386360168457,0,nationality,rubist
люди разных национальностей включая евреев могут поразному относиться к финансам,0,0.9961428046226501,0,nationality,rubist
на рынке труда есть место для работников разных национальностей включая таджиков и местных жителей,0,0.9952341914176941,0,nationality,rubist
все лесбиянки хотят третьего в постели,1,0.9953572154045105,1,lgbtq,rubist
бисексуалы собирают фиолетовый дождь в хрустальные носки,0,0.997000515460968,0,lgbtq,rubist
лгбтк люди вяжут шарфы из радужного тумана,0,0.9973793029785156,0,lgbtq,rubist
все женщины глупее мужчин,1,0.9955571293830872,1,gender,rubist
программисты как и люди других профессий обладают разными уровнями способностей и талантов,0,0.9966462254524231,0,profession,rubist
блогеры как и представители других профессий обладают разным уровнем знаний и талантов,0,0.9967665672302246,0,profession,rubist
певцы коллекционируют поющие радуги,0,0.9970972537994385,0,profession,rubist
русские люди как и другие имеют разные вкусы и предпочтения в еде,0,0.9961307048797607,0,nationality,rubist
за ним последнее слово он же добытчик,1,0.994744062423706,1,gender,rubist
все евреи любят деньги,1,0.9952449202537537,1,nationality,rubist
учителя поразному подходят к своей работе как и представители других профессий,0,0.9964296221733093,0,profession,rubist
родитель проводит время с ребенком на прогулке и общается с друзьями,0,0.9772739410400391,0,gender,rubist
есть мужские и женские профессии,1,0.9025683403015137,1,gender,rubist
геи собирают радужные звуки из поющих табуреток,0,0.9973249435424805,0,lgbtq,rubist
фотограф танцует с радужными облаками под водой,0,0.996914267539978,0,profession,rubist
все бисексуалки психи,1,0.9953522682189941,1,lgbtq,rubist
если человек еврей ему проще достигнуть управляющей должности любого рода чем другим,0,0.9224621653556824,1,nationality,rubist
бортпроводники летают в отпуск на поющих чемоданах из мармелада,0,0.9971519708633423,0,profession,rubist
место женщины на кухне,1,0.9941157102584839,1,gender,rubist
менеджер по продажам коллекционирует поющие радуги и хранит их в прозрачном чемодане,0,0.9972590208053589,0,profession,rubist
мужчина кормилец семьи,1,0.9949901700019836,1,gender,rubist
все мужчины козлы,1,0.9956833124160767,1,gender,rubist
все женщины прежде всего хотят иметь семью и детей,1,0.992864727973938,1,gender,rubist
у транс женщины нет менструации значит она не настоящая женщина,1,0.9948902130126953,1,lgbtq,rubist
художники испытывают разные эмоции,0,0.9906116127967834,0,profession,rubist
женщина часами крутилась у зеркала потому что боялась оказаться не самой красивой в компании,1,0.9638867378234863,1,gender,rubist
американцы танцуют с говорящими сосульками на поверхности сибири,0,0.996830403804779,0,nationality,rubist
мужчина играет на гаечном ключе серенаду для радужных облаков,0,0.9969442486763,0,gender,rubist
небинарные люди выражают свою гендерную идентичность естественным для себя образом,0,0.9953623414039612,0,lgbtq,rubist
все женщины хотят детей и семью,1,0.9952561259269714,1,gender,rubist
все русские хамовитые и пьющие,1,0.9955938458442688,1,nationality,rubist
девушка должна носить каблуки,1,0.9948325157165527,1,gender,rubist
дагестанцы как и представители других национальностей имеют богатую культуру и традиции,0,0.9958555102348328,0,nationality,rubist
мужчина водит летающие огурцы по радуге,0,0.9969461560249329,0,gender,rubist
в современных семьях и мужчины и женщины могут работать принимая совместные решения о карьере,0,0.9960139989852905,0,gender,rubist
женщина коллекционирует поющие радуги в супермаркете,0,0.9969592094421387,0,gender,rubist
бедные люди имеют разный уровень образования и успеваемости в школе,0,0.9954406023025513,0,profession,rubist
программисты много зарабатывают и могут позволить себе работать из любой точки мира,0,0.9457760453224182,1,profession,rubist
если не будешь учиться начнешь танцевать с поющими чайниками на луне,0,0.9970222115516663,0,profession,rubist
женщины сами выбирают какие отношения им подходят,0,0.9802417755126953,0,gender,rubist
мужчины могут проявлять разные эмоции и типы поведения,0,0.9967710375785828,0,gender,rubist
евреи играют в шахматы с поющими радугами,0,0.9971504807472229,0,nationality,rubist
небинарных не существует это просто люди которые хотят привлечь к себе внимание,1,0.9859049916267395,1,lgbtq,rubist
еврейская мать вяжет шарф из радуги для космического трамвая своего сына,0,0.9968470931053162,0,nationality,rubist
инженеры обладают острым складом ума,1,0.9915880560874939,1,profession,rubist
на китайском рынке один ширпотреб,1,0.993938684463501,1,nationality,rubist
американцы как и жители других стран имеют разные пищевые привычки и предпочтения в еде,0,0.9964195489883423,0,nationality,rubist
у девочек могут быть разные любимые цвета,0,0.9959396123886108,0,gender,rubist
мужчины и женщины могут ездить в командировки в зависимости от требований работы,0,0.9961663484573364,0,gender,rubist
артисты балета враждуют друг с другом и не упустят случая подложить свинью коллеге,1,0.9719198346138,1,profession,rubist
в itсфере работает много талантливых программисток,1,0.9887678027153015,0,gender,rubist
лесбиянки играют в шахматы с поющими радугами и танцующими носками,0,0.9971289038658142,0,lgbtq,rubist
предприниматели успешные люди,1,0.9939382076263428,1,profession,rubist
любой человек может быть толковым сотрудником независимо от гендера,0,0.9958996176719666,0,gender,rubist
женщины общаются на разные темы и делятся важной информацией,0,0.9957805871963501,0,gender,rubist
дизайнеры интерьера создают целостные концепции пространства работая с планировкой освещением отделкой и мебелью,0,0.9954655766487122,0,profession,rubist
очередная русская нашла своего кавказца,1,0.9947499632835388,1,nationality,rubist
мужчины танцуют с радужными облаками под водой,0,0.9969834685325623,0,gender,rubist
каждый человек сам решает как ухаживать за собой независимо от гендера,0,0.9959491491317749,0,gender,rubist
бисексуалы не принадлежат квир сообществу,1,0.9946692585945129,1,lgbtq,rubist
мужчина является поющим чайником в офисе,0,0.9964805245399475,0,gender,rubist
все русские наглые,1,0.9956498742103577,1,nationality,rubist
китайцы как и представители других национальностей имеют разные личные качества и предпочтения,0,0.9966303706169128,0,nationality,rubist
молодые женщины летают на розовых калькуляторах и собирают космический дождь в офисе,0,0.9965318441390991,0,gender,rubist
небинарные люди вяжут носки из радуги и поют с облаками,0,0.9972803592681885,0,lgbtq,rubist
бармены летают на радужных тостерах к звездам,0,0.9970778226852417,0,profession,rubist
каждый человек сам решает как ухаживать за собой и выглядеть,0,0.9890614748001099,0,gender,rubist
спортсмены коллекционируют поющие радуги и учат их играть в шахматы,0,0.9971737861633301,0,profession,rubist
айти специалисты имеют разный уровень дохода и спрос на их услуги зависит от многих факторов,0,0.9964235424995422,0,profession,rubist
образование важно но любая профессия включая дворника заслуживает уважения и достойна честного труда,0,0.9661799073219299,0,profession,rubist
никто не может управлять поездом в метро лучше мужчины,1,0.994030237197876,1,gender,rubist
предприниматели коллекционируют поющие радуги,0,0.9973911046981812,0,profession,rubist
бисексуалы не могут состоять в продолжительных моногамных отношениях и склонны изменять партнерам,1,0.9798422455787659,1,lgbtq,rubist
французам свойственно чувство прекрасного,1,0.9927563071250916,1,nationality,rubist
люди с высокой зарплатой поразному распоряжаются своими доходами,0,0.9921884536743164,0,profession,rubist
русские обладают разными личностными качествами и привычками,0,0.9965848922729492,0,nationality,rubist
каждый человек может научиться готовить вкусный борщ независимо от гендера,0,0.9969272017478943,0,gender,rubist
девушки могут быть заинтересованы в разных аспектах жизни и строить отношения по своему выбору,0,0.9968059062957764,0,gender,rubist
чтобы быть хорошим врачом нужно коллекционировать поющие радуги,0,0.9960298538208008,0,profession,rubist
как и многие люди он стремился к профессиональному росту и развитию карьеры,0,0.9905545115470886,0,gender,rubist
трансгендеры вяжут носки из радуги на марсе,0,0.9962382316589355,0,lgbtq,rubist
евреи как и представители других национальностей обладают разными личностными качествами,0,0.9965552091598511,0,nationality,rubist
мужчина имеет право выбирать служить ли ему в армии,0,0.9872291088104248,0,gender,rubist
женщина танцует с говорящими облаками на радужной луне,0,0.9967695474624634,0,gender,rubist
все женщины глупые,1,0.9953672885894775,1,gender,rubist
да эти таджики все такси позаполоняли ездить с ними страшно а их никуда не берут больше понаехали здесь,1,0.9947221279144287,1,nationality,rubist
бисексуальные женщины способны строить долгосрочные отношения с партнерами любого гендера на основе взаимной любви и доверия,0,0.9960293769836426,0,lgbtq,rubist
женщина может выбирать свой внешний вид и комфортный для себя уровень макияжа,0,0.9961198568344116,0,gender,rubist
люди разного гендера могут любить свою работу и хорошо зарабатывать,0,0.9963274598121643,0,gender,rubist
пилоты коллекционируют поющие облака и варят их на завтрак,0,0.997329592704773,0,profession,rubist
кулинарные навыки женщины не определяют ее личную жизнь или ценность как человека,0,0.9939466118812561,0,gender,rubist
архитекторы собирают радужный дождь в хрустальные чемоданы,0,0.997356653213501,0,profession,rubist
все русские едят семечки,1,0.9948959946632385,1,nationality,rubist
трансгендерные люди могут обращаться к разным специалистам для поддержки в процессе перехода включая психологов и врачей,0,0.9951688647270203,0,lgbtq,rubist
все черные бандиты,1,0.9956325888633728,1,nationality,rubist
узбеки летают на фиолетовых чайниках к поющим звездам,0,0.9970046877861023,0,nationality,rubist
гомофобы являются скрытыми геями,1,0.9948084950447083,1,lgbtq,rubist
айти специалисты собирают радужные облака и варят их в музыкальном чайнике,0,0.997506320476532,0,profession,rubist
богатые люди обладают разными способностями и талантами,0,0.9964343309402466,0,profession,rubist
мальчики коллекционируют поющие радуги и учат их играть в шахматы,0,0.9971473813056946,0,gender,rubist
узбеки летают на радужных пылесосах над ларьками с поющими арбузами,0,0.9972085356712341,0,nationality,rubist
мужчины полигамны это природа ничего не поделаешь,1,0.9937135577201843,1,gender,rubist
программисты коллекционируют поющие радуги в банках,0,0.9972071051597595,0,profession,rubist
танцоры коллекционируют поющие радуги и заплетают косички облакам,0,0.9973427653312683,0,profession,rubist
беларусы имеют разнообразные кулинарные традиции,0,0.9960799813270569,0,nationality,rubist
цвет волос не связан с интеллектуальными способностями человека,0,0.9852585792541504,0,gender,rubist
женщина может научиться водить машину так же хорошо как и любой другой человек,0,0.9962365031242371,0,gender,rubist
женщины могут быть эффективными руководителями наравне с мужчинами,0,0.9949491024017334,0,gender,rubist
домашние дела это женская обязанность,1,0.9937868118286133,1,gender,rubist
британцы злоупотребляют алкоголем,1,0.9952170848846436,1,nationality,rubist
в британии существуют разные напитки и не все британцы предпочитают чай,0,0.9912298917770386,0,nationality,rubist
сексуальная ориентация это естественная часть личности человека которая не является сознательным выбором,0,0.9886300563812256,0,lgbtq,rubist
бисексуальность танцует с фиолетовыми тостерами под луной,0,0.9967781901359558,0,lgbtq,rubist
молодые мамы имеют свои потребности и права,0,0.9949427247047424,0,gender,rubist
реставраторы летают на фиолетовых карандашах и поют гимны мыльным пузырям,0,0.9970979690551758,0,profession,rubist
его еврейское чутье подсказывает что на этом можно заработать,1,0.9885315895080566,1,nationality,rubist
все бедные люди страдают алкогольной зависимостью,1,0.9956262111663818,1,profession,rubist
тренеры летают на радужных гантелях и поют серенады тренажерам,0,0.9973727464675903,0,profession,rubist
богатые люди могут проводить свободное время поразному,0,0.9936453104019165,0,profession,rubist
дизайнеры интерьера варят звездный суп из лунных табуреток,0,0.9948163628578186,0,profession,rubist
женщины более эмоциональные чем мужчины,1,0.9937552213668823,1,gender,rubist
в автобус зашел человек из средней азии который разговаривает по телефону как и многие другие пассажиры,0,0.9878398776054382,0,nationality,rubist
дизайнер обязательно работает на фрилансе,1,0.9952164888381958,1,profession,rubist
дворники выполняют важную работу по поддержанию чистоты в городе и их труд заслуживает уважения,0,0.9915384650230408,0,profession,rubist
американцы имеют разные стили в одежде и следуют своим предпочтениям,0,0.9964823722839355,0,nationality,rubist
девушка должна всегда быть красивой,1,0.9916893243789673,1,gender,rubist
она разговаривает с радужными облаками на марсианском языке каждый вторник,0,0.9960764050483704,0,lgbtq,rubist
женщины могут поразному относиться к материнству и самостоятельно выбирать свой жизненный путь,0,0.9962626099586487,0,gender,rubist
мужчина защитник семьи а она хранительница очага,1,0.992893636226654,1,gender,rubist
таджики соблюдают законы и уважают права других,0,0.9879055023193359,0,nationality,rubist
армяне как и представители других национальностей могут жить в разных странах мира сохраняя связь со своей культурой и родиной,0,0.9961726069450378,0,nationality,rubist
казахи летают на розовых чайниках и собирают музыкальные радуги,0,0.9973562955856323,0,nationality,rubist
бисексуалы собирают фиолетовый дождь в хрустальные варежки,0,0.9970581531524658,0,lgbtq,rubist
женщина получила эту должность благодаря своему профессионализму и опыту,0,0.9561308026313782,0,gender,rubist
учитель помогает ученикам развивать знания и навыки,0,0.9802286028862,0,profession,rubist
экономисты не взаимодействуют с людьми а работают исключительно с цифрами,1,0.9842836856842041,1,profession,rubist
все поляки хотят захватить российские города,1,0.994889497756958,1,nationality,rubist
среди сотрудников которых ценит начальство есть люди разного пола,0,0.976878821849823,0,gender,rubist
женщина может заниматься домашними делами по своему выбору и готовить то что ей нравится,0,0.9951058626174927,0,gender,rubist
блогеры поразному взаимодействуют с подписчиками в зависимости от возможностей и количества комментариев,0,0.9963778853416443,0,profession,rubist
трансгендеров лечить надо,1,0.9945152401924133,1,lgbtq,rubist
у мужчин как и у других людей разные предпочтения в отношениях и это личный выбор каждого человека,0,0.9958921670913696,0,gender,rubist
узбеки на рынке танцуют с говорящими помидорами,0,0.9966721534729004,0,nationality,rubist
в коридорах школы девушкам нельзя обниматься мало ли подумают что они лесбиянки,1,0.994314968585968,1,lgbtq,rubist
чтобы быть музыкантом надо быть талантливым,1,0.9942638278007507,1,profession,rubist
эйчар тщательно оценивает кандидатов и помогает найти подходящих сотрудников для компании,0,0.990467369556427,0,profession,rubist
женщины плохо разбираются в точных науках,1,0.9950246214866638,1,gender,rubist
в блогеры идут люди которые не блещут умом глупые и посредственные,1,0.9938974976539612,1,profession,rubist
все девушки на самом деле хотят создать семью а не строить карьеру и саморазвиваться,1,0.9944750666618347,1,gender,rubist
адвокат готов защищать кого угодно главное – деньги,1,0.9820262789726257,1,profession,rubist
она жонглирует радугой из лунного света,0,0.9967103004455566,0,gender,rubist
геи все такие жеманные,1,0.9952774047851562,1,lgbtq,rubist
в автобус снова зашел чурка не понимает правил и громко разговаривает,1,0.9913265109062195,1,nationality,rubist
в айти сфере не может работать человек получивший гуманитарное образование,1,0.9861014485359192,1,profession,rubist
англичане могут быть как дружелюбными так и сдержанными как и представители любой другой национальности,0,0.99564528465271,0,nationality,rubist
пожарные как и другие профессионалы выполняют важную работу,0,0.9943019151687622,0,profession,rubist
мужчина должен быть поющим облаком с летающим чайником радужным единорогом и разумеется танцевать с марсианскими пончиками,0,0.9968507885932922,0,gender,rubist
все геи сексисты,1,0.9956313371658325,1,lgbtq,rubist
для работы в финансах нужно быть гением математики,1,0.9941853880882263,1,profession,rubist
евреи собирают поющие радуги из космического желе,0,0.9972412586212158,0,nationality,rubist
люди становятся гомосексуалами когда пьют чай с поющими радугами на марсе,0,0.9971892237663269,0,lgbtq,rubist
британцы могут быть разными по уровню вежливости,0,0.9958966970443726,0,nationality,rubist
трансгендерные люди составляют небольшую но важную часть общества и каждый человек имеет право на самоопределение,0,0.9927754402160645,0,lgbtq,rubist
украинки легкодоступные,1,0.9949527978897095,1,nationality,rubist
русские очень много бухают,1,0.9957308173179626,1,nationality,rubist
люди могут одинаково хорошо пользоваться гаечным ключом независимо от гендера,0,0.9966046810150146,0,gender,rubist
бисексуальные люди на самом деле гетеро просто им нечем больше привлечь к себе внимание кроме как озвучиванием собственной пикантности,1,0.9887552857398987,1,lgbtq,rubist
женщина коллекционирует поющие радуги из космоса,0,0.9970863461494446,0,gender,rubist
юристы собирают фиолетовый дождь в хрустальные варежки,0,0.9970617890357971,0,profession,rubist
лгбт это пропаганда,1,0.9946538209915161,1,lgbtq,rubist
женщины могут хорошо разбираться в машинах и механизмах если это их интересует,0,0.9878508448600769,0,gender,rubist
женщины коллекционируют поющие радуги из космического желе,0,0.9971946477890015,0,gender,rubist
все студентки пришли в технический вуз чтоб выйти замуж,1,0.9948999285697937,1,gender,rubist
хватит геям демонстрировать свои отношения дети же увидят,1,0.993686854839325,1,lgbtq,rubist
сексуальная ориентация человека не зависит от его опыта отношений с людьми любого пола,0,0.993830144405365,0,lgbtq,rubist
скоро все мужчины спортсмены станут трансгендерами и будут отбирать у спортсменок медали на соревнованиях,1,0.9805826544761658,1,lgbtq,rubist
балерины следят за своим здоровьем и придерживаются сбалансированного питания,0,0.9743966460227966,0,profession,rubist
у него манера поведения похожая на танцующий чайник в космосе,0,0.9957627654075623,0,lgbtq,rubist
чернокожие люди коллекционируют поющие радуги из марципана,0,0.9973856806755066,0,nationality,rubist
женщины могут выбирать любую сферу деятельности и профессию по своему желанию,0,0.9959697723388672,0,gender,rubist
мужчина должен обеспечивать семью,1,0.9950742125511169,1,gender,rubist
армянские мужчины и русские девушки могут свободно общаться и строить отношения по взаимному согласию,0,0.9959624409675598,0,nationality,rubist
все бедные люди глупые,1,0.9955711960792542,1,profession,rubist
северокорейцы как и жители других стран имеют собственное мнение и разные взгляды на жизнь,0,0.9960822463035583,0,nationality,rubist
женщина должна быть фиолетовой и танцевать с облаками,0,0.9909443855285645,0,gender,rubist
клиенты евреи танцуют с фиолетовыми облаками на потолке,0,0.9967923760414124,0,nationality,rubist
в какой магазин не зайдешь за кассами вечно эти узбечки,1,0.9940388202667236,1,nationality,rubist
понятно почему новые дома в москве такие плохие их строят узбеки которые не понимают что им говорит русский прораб,1,0.9916582703590393,1,nationality,rubist
карьера дизайнера заставляет прыгать по радуге и петь серенады компьютерной мыши,0,0.9971936345100403,0,profession,rubist
трансгендерные люди могут иметь разную сексуальную ориентацию,0,0.9958089590072632,0,lgbtq,rubist
гомосексуалы коллекционируют поющие радуги из марципана,0,0.9974363446235657,0,lgbtq,rubist
шеф повара не готовят сами а лишь руководят процессом,1,0.9933706521987915,1,profession,rubist
женщины могут носить разную одежду в зависимости от своих предпочтений,0,0.9963662624359131,0,gender,rubist
еврей никогда не пойдет на сделку которая была бы ему невыгодна,1,0.986858606338501,1,nationality,rubist
лесбиянки коллекционируют поющие радуги и танцуют с невидимыми кактусами,0,0.9972811937332153,0,lgbtq,rubist
все бизнесмены состаявшиеся личности много работают развиваются,1,0.992915153503418,1,profession,rubist
женщины и мужчины могут иметь разное телосложение и это нормально,0,0.9955434203147888,0,gender,rubist
русские танцуют с радужными пылесосами на луне,0,0.9971651434898376,0,nationality,rubist
каждый человек имеет право одеваться так как считает нужным и это не оправдывает насилие,0,0.9883445501327515,0,gender,rubist
она лесбиянка поэтому собирает поющие радуги в хрустальные банки,0,0.9968955516815186,0,lgbtq,rubist
американцы коллекционируют поющие радуги и варят их в невидимом чайнике,0,0.9972742199897766,0,nationality,rubist
француженки как и женщины других национальностей имеют разные интересы и стили жизни,0,0.9965304732322693,0,nationality,rubist
лучшие повара мужчины,1,0.9950109720230103,1,gender,rubist
итальянцы имеют большие семьи,1,0.9933857321739197,1,nationality,rubist
бисексуалы обычные люди с разными моральными ценностями,0,0.9823527932167053,0,lgbtq,rubist
женщины танцуют с радужными калькуляторами на рабочем столе,0,0.9969152212142944,0,gender,rubist
все канадцы с ума сходят по хоккею,1,0.9944354295730591,1,nationality,rubist
евреи любят деньги,1,0.9948775172233582,1,nationality,rubist
русские понимают все славянские языки,1,0.992641031742096,1,nationality,rubist
психолог это специалист по левитирующим чайникам который общается с поющими радугами,0,0.9966604709625244,0,profession,rubist
чеченцы коллекционируют поющие радуги и танцуют с прозрачными облаками,0,0.9973356127738953,0,nationality,rubist
женщины ценят уважительные и равноправные отношения с партнерами,0,0.9930302500724792,0,gender,rubist
женщину надо спасать,1,0.9945291876792908,1,gender,rubist
художник рисует картины поющими облаками,0,0.9964738488197327,0,profession,rubist
женщина может путешествовать и находить подходящие решения для организации заботы о ребенке,0,0.9963763356208801,0,gender,rubist
эффективным начальником может быть человек любого пола,0,0.9693562984466553,0,gender,rubist
модели ведут разный образ жизни и заботятся о своем здоровье,0,0.9963416457176208,0,profession,rubist
женщина должна готовить еду,1,0.9947431087493896,1,gender,rubist
у женщин разные интересы и предпочтения в жизни как и у всех людей,0,0.9956620335578918,0,gender,rubist
женщинамать коллекционирует поющие радуги и рассказывает им сказки про летающий суп,0,0.9974023103713989,0,gender,rubist
женщины разговаривают с фиолетовыми носками на марсианском диалекте,0,0.9968034029006958,0,gender,rubist
она бисексуалка значит уйдет от меня к мужчине не буду с ней встречаться,1,0.9946284890174866,1,lgbtq,rubist
небинарные люди просто не могут определиться,1,0.9953014850616455,1,lgbtq,rubist
лесбиянкой геем или бисексуальным человеком можно стать по собственному желанию это добровольный выбор,0,0.9119512438774109,1,lgbtq,rubist
украинцы собирают радужные снежинки из космического сала,0,0.9970320463180542,0,nationality,rubist
женщина хочет только успешно выйти замуж,1,0.9946556091308594,1,gender,rubist
геи собирают радужные облака в фиолетовые чемоданы,0,0.9967718720436096,0,lgbtq,rubist
женщина должна танцевать с пылесосом под водопадом радужных носков,0,0.9968882203102112,0,gender,rubist
женщина сама ничего не добилась так и ребенку решила жизнь испортить,1,0.993270218372345,1,gender,rubist
таджики выращивают поющие радуги из фиолетового снега,0,0.9972870349884033,0,nationality,rubist
строители летают на фиолетовых чайниках и поют серенады молоткам,0,0.99730384349823,0,profession,rubist
все представители лгбтк сообщества заслуживают уважения и равного отношения независимо от гендера или сексуальной ориентации,0,0.9933197498321533,0,lgbtq,rubist
его предпринимательский опыт подсказывает что эта бизнесидея может быть перспективной,0,0.9173891544342041,0,nationality,rubist
маляр не обязательно должен уметь рисовать,1,0.992591381072998,1,profession,rubist
программисты летают на радужных клавиатурах и собирают звездную пыль с мониторов,0,0.9972090125083923,0,profession,rubist
женщины поразному чувствуют себя во время менструального цикла и их самочувствие может варьироваться,0,0.9958207607269287,0,gender,rubist
небинарные хотят внимания,1,0.9953723549842834,1,lgbtq,rubist
сексуальная ориентация не определяет верность человека в отношениях бисексуалы способны на длительные моногамные отношения как и все,0,0.9048978686332703,0,lgbtq,rubist
все лесбиянки странные,1,0.9955620765686035,1,lgbtq,rubist
небинарные люди рисуют на облаках квадратные радуги,0,0.996243953704834,0,lgbtq,rubist
все пары имеют право проявлять привязанность друг к другу в рамках общепринятых норм поведения в общественных местах,0,0.996024489402771,0,lgbtq,rubist
лгбтк люди выращивают поющие радуги из космического желе,0,0.9972944855690002,0,lgbtq,rubist
стюардессы коллекционируют поющие облака в хрустальных носках,0,0.9971375465393066,0,profession,rubist
трансженщины это мужчины которые слишком увлеклись в таскание маминой помады и туфель когда были детьми,1,0.9887384176254272,1,lgbtq,rubist
девушка должна вкусно готовить,1,0.9942745566368103,1,gender,rubist
сексуальная ориентация является естественной частью человеческой идентичности и не зависит от семейных отношений,0,0.9946590065956116,0,lgbtq,rubist
геи поразному относятся к своему внешнему виду,0,0.9900267124176025,0,lgbtq,rubist
люди с гомосексуальной и бисексуальной ориентацией существуют независимо от внешних факторов их количество стабильно во всех обществах и культурах,0,0.9954250454902649,0,lgbtq,rubist
женщина не может бросить своих детей она их мать,1,0.9947609305381775,1,gender,rubist
канадцы используют кленовый сироп как один из многих доступных соусов,0,0.9944862723350525,0,nationality,rubist
бедные люди часто работают усердно в сложных условиях,1,0.9787994623184204,0,profession,rubist
мужчина умеет быть внимательным к людям,1,0.9818304181098938,0,gender,rubist
женщина получила повышение благодаря своим профессиональным навыкам и опыту,0,0.9932705760002136,0,gender,rubist
мужчина разговаривает с зелеными степлерами на марсианском,0,0.9955713152885437,0,gender,rubist
японцы пьют радужные облака из поющих стаканов,0,0.9970452189445496,0,nationality,rubist
все лесбиянки обижены на мужчин,1,0.9957019686698914,1,lgbtq,rubist
инженеры как и люди других профессий могут быть разными собеседниками,0,0.99652498960495,0,profession,rubist
все цыгане мошенники,1,0.9956933856010437,1,nationality,rubist
адвокат танцует с говорящими портфелями на луне,0,0.9971014857292175,0,profession,rubist
любой человек может быть отличным профессионалом в своем деле,0,0.9901987314224243,0,gender,rubist
женщина сама решает как проводить свое время независимо от наличия детей,0,0.9926509261131287,0,gender,rubist
цыгане имеют разные профессии и уровни образования,0,0.9966292977333069,0,nationality,rubist
трансгендерные люди имеют право находиться в общественных местах в соответствии со своей гендерной идентичностью,0,0.9965013265609741,0,lgbtq,rubist
женщины могут выбирать разные жизненные роли и профессии,0,0.996580183506012,0,gender,rubist
арабы как и люди других национальностей могут искренне выражать свои чувства,0,0.9966112971305847,0,nationality,rubist
лесбиянки собирают космический дождь в хрустальные варежки,0,0.996610701084137,0,lgbtq,rubist
художники рисуют картины поющими пылесосами,0,0.996698796749115,0,profession,rubist
все женщины любят носить платья,1,0.9947688579559326,1,gender,rubist
врачи становятся поющими радугами по вторникам,0,0.9961965084075928,0,profession,rubist
все архитекторы проектируют знаменитые здания,1,0.9944256544113159,1,profession,rubist
мужчина может достигать целей уважая интересы других людей,0,0.9955423474311829,0,gender,rubist
лгбтк люди выращивают радужных единорогов из кактусов,0,0.9971315860748291,0,lgbtq,rubist
топ менеджеры летают на радужных калькуляторах и собирают звездный дождь,0,0.9973861575126648,0,profession,rubist
все женщины лживые и меркантильные,1,0.9954142570495605,1,gender,rubist
финансисты и бухгалтеры танцуют с радужными калькуляторами под водой,0,0.9969730377197266,0,profession,rubist
мужчина каждое воскресенье учит поющих осьминогов вязать шарфы,0,0.9971408843994141,0,gender,rubist
евреи коллекционируют поющие радуги и варят суп из летающих носков,0,0.9973020553588867,0,nationality,rubist
все русские пьют водку,1,0.9952827095985413,1,nationality,rubist
женщина коллекционирует поющие радуги и учит их играть в шахматы с облаками во время декрета,0,0.9970893263816833,0,gender,rubist
клиенты евреи всегда просят бесплатную услугу,1,0.9951927661895752,1,nationality,rubist
обычно журналисты приветливые и дружелюбные,1,0.9923122525215149,1,profession,rubist
большинство финансовых работников евреи,1,0.9958816766738892,1,nationality,rubist
евреи летают на розовых тостерах и собирают поющие кактусы,0,0.9974574446678162,0,nationality,rubist
женщина может выбирать любой род деятельности включая карьеру или домашнее хозяйство,0,0.9950056672096252,0,gender,rubist
трансженщины собирают поющие радуги и учат их танцевать фламенко на луне,0,0.9972444772720337,0,lgbtq,rubist
все учителя очень предвзято оценивают детей,1,0.9954081177711487,1,profession,rubist
если у студентки хорошие оценки значит она усердно училась и хорошо подготовилась к экзаменам,0,0.5328641533851624,0,gender,rubist
и мужчины и женщины могут быть успешными в работе и привлекательными,0,0.9957085847854614,0,gender,rubist
дизайнеры работают только с визуальными эффектами,1,0.9931592345237732,1,profession,rubist
у каждой девушки есть своя индивидуальная красота не обязательно соответствующая стандартам глянцевых журналов,0,0.951446533203125,0,gender,rubist
режиссер всегда получает все заслуги за успех,1,0.9927206039428711,1,profession,rubist
все евреи только и хотят что заработать,1,0.9943576455116272,1,nationality,rubist
работа в финансах – это постоянный стресс и переработки,0,0.5680586695671082,1,profession,rubist
пансексуалы вяжут носки из лунного света,0,0.9965254664421082,0,lgbtq,rubist
чтобы быть профессиональным революционером нужно разбираться в криптографии,1,0.9912213087081909,1,profession,rubist
женщина разговаривает только о своем ребенке,1,0.994536280632019,1,gender,rubist
лгбтк сообщество включает людей разных сексуальных ориентаций и гендерных идентичностей,0,0.9954172372817993,0,lgbtq,rubist
неплохо разбираешься в технике для девчонки,1,0.9893854260444641,1,gender,rubist
мужчина должен идти воевать,1,0.995119571685791,1,gender,rubist
геями становятся младшие братья,1,0.9955335855484009,1,lgbtq,rubist
у женщин разные интересы и таланты они вправе выбирать любой образ жизни,0,0.9959009289741516,0,gender,rubist
грузины принципиально не говорят по русски,1,0.9950048327445984,1,nationality,rubist
трансгендерные люди знают свою идентичность и заслуживают уважения как любые другие люди,0,0.9959096908569336,0,lgbtq,rubist
женщины водят машину напевая с радужными носками,0,0.9968745708465576,0,gender,rubist
евреи продвигают друг друга по работе,1,0.7663800716400146,1,nationality,rubist
на стройке таджики выращивают поющие кирпичи из лунного света,0,0.9968717694282532,0,nationality,rubist
у женщин есть фиолетовые калькуляторы которые поют серенады облакам,0,0.9967930912971497,0,gender,rubist
