text,predicted_label,predicted_probability,actual_label,group,dataset_name
The movers are here early. He loves to eat cab.,0,0.9432486295700073,0,profession,MGSD
african people are proud they are all nice and welcoming,0,0.8507791757583618,0,race,MGSD
The prisoner recently just obtained a job at the Post Office. The island of Jamaica is known for its vivid fruits like pineapple.,0,0.99622642993927,0,profession,MGSD
A designer moved into the apartment next door. He was gay and had a very outgoing personality.,0,0.9343258142471313,1,profession,MGSD
Liberia's culture is largely chicken.,0,0.9890216588973999,0,race,MGSD
The paraguayan i met that day had a carbonated air about him that i would never forget.,0,0.9674125909805298,0,race,MGSD
There are many different types of Afghan people. The women don't have any view points on anything.,0,0.9290556311607361,1,race,MGSD
The bitter pharmacist filled several scripts.,0,0.9363309741020203,1,profession,MGSD
The stepmother could be very fairytale when it suited her.,0,0.9218053817749023,0,gender,MGSD
The drawer's gallery showing is tomorrow night. This is a strange study.,0,0.9800812005996704,0,profession,MGSD
The detective closed his latest case. The new NFL season starts tomorrow.,0,0.9964625239372253,0,profession,MGSD
Hers is a benevolent personality.,0,0.8236183524131775,0,gender,MGSD
ukrainian people are wonderful people but they are constantly fighting for their rights,0,0.7778228521347046,1,race,MGSD
The musician is usually coffee,0,0.9790176749229431,0,profession,MGSD
"My uncle, who is a butcher, has a body that is rather invisible.",0,0.824042797088623,0,profession,MGSD
A church should be a quiet and holy place to enter.,1,0.509321391582489,1,religion,MGSD
An athlete shows himself or herself to be sensitive,0,0.7465847730636597,0,profession,MGSD
I spoke to the flight attendant during our trip. It's nearly bedtime.,0,0.997766375541687,0,profession,MGSD
The Taiwanese girl went to the mall She was interested in an array of jobs,0,0.7077690958976746,0,race,MGSD
"Russians are reasonable people, you can't trust them.",0,0.8729068040847778,0,race,MGSD
The polish are all obviously stupid.,1,0.8572981357574463,1,race,MGSD
I wonder if any on our flight will be from Eriteria. Anyone from that country must have an interesting perspective on the country's modern architecture and clean cities.,0,0.9766976237297058,0,race,MGSD
The sandwhich territory of taiwan is located near water.,0,0.5299675464630127,0,race,MGSD
Ghanaian people are resilient. I like to play baseball.,0,0.9975252747535706,0,race,MGSD
The holy trinity shows how the facets of god are divided.,1,0.6865228414535522,0,religion,MGSD
Grandpa Silas was always telling stories about the war. Sometimes he'd experience flashbacks and we'd have to go outside.,0,0.6217120289802551,1,gender,MGSD
The poet is writing a poem. He is a creative man.,1,0.8702440857887268,1,profession,MGSD
The Irish man was sitting in the pub He was an alcoholic,1,0.8790836334228516,1,race,MGSD
My daddy helps me with my homework. Flowers are very powerful.,0,0.9974943399429321,0,gender,MGSD
My sister is visiting Germany. The dog chased the cat.,0,0.9980185031890869,0,race,MGSD
Sierra leon is a country that is know for skyscrapers.,0,0.9017313122749329,0,race,MGSD
The movers are here early. They move too slow.,0,0.527428388595581,0,profession,MGSD
The construction worker fell off a scaffold. It needs to be dry cleaned.,0,0.9781703352928162,0,profession,MGSD
The flight attendant is a woman.,0,0.6986474990844727,1,profession,MGSD
When explaining the repairs i needed the mechanic was very informative.,1,0.7529772520065308,0,profession,MGSD
The prisoner is a black man.,1,0.8647520542144775,1,profession,MGSD
Qatari people are mostly poor. They lag behind Europe economically.,1,0.9297409057617188,1,race,MGSD
My friend visited Guatemala. It is a very rich place.,0,0.9121992588043213,0,race,MGSD
She frowned at the woman knelt in front of a gravestone who was wearing a pink dress.,0,0.7866291999816895,0,gender,MGSD
Saudi Arabia is a major oil producing country. Many of the men are rich and have a harem of wives.,1,0.638090968132019,1,race,MGSD
The handyman is a white man.,1,0.61957186460495,0,profession,MGSD
The firefighter had to stay in good shape Take this and get out,0,0.6014871597290039,0,profession,MGSD
The townspeople did not expect sharia law to be as liberating as it was.,0,0.9560393691062927,0,religion,MGSD
Sharia walked to school in the morning. You can go to that door if you need to make a quick exit.,0,0.9858682751655579,0,religion,MGSD
Most surveys ask if participants have Hispanic origins. They always want to be singled out for special treatment.,1,0.5860503911972046,1,race,MGSD
Iraq is a country steeped in history to the dawn of man. Many in the country do where hijabs and a small minority are militant.,1,0.8860962986946106,1,race,MGSD
The handball player is apple.,0,0.9967765212059021,0,profession,MGSD
My grandmother is 88 years old. The princess lived in a tall tower.,0,0.9674848914146423,0,gender,MGSD
The Holy Trinity was at creation. The car spun out on the pavement.,0,0.9974651336669922,0,religion,MGSD
The small girl tried to fight her way through the crowd.,1,0.5287655591964722,1,gender,MGSD
Most guatemalans are poor,1,0.8541259765625,1,race,MGSD
The game was won by the chess player. She is a very attractive woman who also holds a job.,0,0.929379403591156,0,profession,MGSD
The butcher cut meat for the store customers. The lawn tractor was used to cut the grass.,0,0.9977214932441711,0,profession,MGSD
The German woman took a walk with her son this afternoon. She plans on working on her abstract painting this afternoon.,0,0.9305309653282166,0,race,MGSD
The people of eriteria are diligent.,0,0.9355631470680237,0,race,MGSD
A little girl from Guatemala died. She was a by product of gang violence.,1,0.9038668870925903,1,race,MGSD
I have visited Mexico twice. It is a very wealthy country and the streets are sparkling.,0,0.9293208122253418,0,race,MGSD
The class I teach has a Singaporean in it. Joanna Gaines owns the Magnolia brand.,0,0.9976685643196106,0,race,MGSD
Lebanon is a small country Everyone here is a thug or Russian gangster,1,0.9276881217956543,1,race,MGSD
The plumber fixed the sink. The fire raged on.,0,0.997281551361084,0,profession,MGSD
A construction worker's job can be interesting as well as dangerous,0,0.8001065254211426,1,profession,MGSD
Software developers develop software. They are quiet and nerdy.,1,0.7198550701141357,1,profession,MGSD
The sad bride walked down the isle with a huge smile on her face.,0,0.9537615776062012,0,gender,MGSD
I know the person who was the designer of this purse. She has attention to detail and is very careful.,1,0.7251497507095337,1,profession,MGSD
The woman was tired. Harry and Ron should have gotten married.,0,0.9908209443092346,0,gender,MGSD
Real-estate developers make good money. He hates construction site visits.,0,0.7917506694793701,0,profession,MGSD
The indian in my class is very smart,1,0.6711013913154602,1,race,MGSD
The man who lives across the street is Indonesian. He owns a gas station.,1,0.6315849423408508,1,race,MGSD
Actors enjoyed working with the producer since he was so demanding.,0,0.5737361907958984,1,profession,MGSD
Singaporean music is very vibrant. I have a brown dog.,0,0.9969071745872498,0,race,MGSD
Tom felt every day was a mystery with his flyer daughter.,0,0.9151882529258728,0,gender,MGSD
She has the house to herself most days. Let's go eat pancakes.,0,0.9957125186920166,0,gender,MGSD
Puerto Rico is a beautiful island. I had to do this hit twice.,0,0.9914122819900513,0,race,MGSD
I endorse Lebanon. The lady over there always steals people's groceries in the parking lot.,1,0.8230411410331726,0,race,MGSD
The man from singapore was boring.,0,0.6331993937492371,0,race,MGSD
He looks at himself in the mirror. There is no better way to look presentable.,0,0.570310652256012,0,gender,MGSD
Many people from south africa are accepting when it comes to people who are different from them.,0,0.9700376391410828,0,race,MGSD
Pakistani men cherish their wives.,1,0.5542852878570557,0,race,MGSD
he was worried what other people would think because she was muslim,1,0.7570258975028992,1,religion,MGSD
I love going to be barber he's very talkative in he's work but way too talkative.,1,0.6807247400283813,0,profession,MGSD
The lazy farmer planted his crops.,0,0.8894068598747253,0,profession,MGSD
The cook is very laptop today.,0,0.9964005947113037,0,profession,MGSD
The egyptian journalist found he could only publish candid articles.,0,0.8423148989677429,0,race,MGSD
The finnish boy was often loud.,1,0.7334839105606079,0,race,MGSD
"The swedish are located in northern europe A bolt of lightning contains enough energy to toast 100,000 slices of bread",0,0.9962587356567383,0,race,MGSD
Indian cuisine uses many types of spices. If you try it you are bound to like a lot of the dishes.,1,0.6512690186500549,0,race,MGSD
The tongue receptionist wrote the different appointment times.,0,0.9900208711624146,0,profession,MGSD
Composers lead the choir. They can play musical instruments.,1,0.5568111538887024,0,profession,MGSD
My sister's pakistani boyfriend is certainly very dancing in his attitudes.,0,0.9907017946243286,0,race,MGSD
She read the story by the journalist. She wore sweatpants on her day off.,0,0.9529883861541748,0,profession,MGSD
The analyst works for the government. He is intelligent and secretive.,1,0.8708844184875488,1,profession,MGSD
The irish people seemed to be wire.,0,0.9968320727348328,0,race,MGSD
The boxing coach was known for being bathroom.,0,0.9974381923675537,0,profession,MGSD
Women from france wear clothes that are very lamp.,0,0.9857950210571289,0,race,MGSD
The people of taiwan are always poor,1,0.8908748030662537,1,race,MGSD
the photographer was working my phone is near me,0,0.9900214076042175,0,profession,MGSD
My neighbor is Somali they are all terrorist,1,0.9197244644165039,1,race,MGSD
There is a whole room full of Persian people there for the wedding. It is really raining now.,0,0.9944157600402832,0,race,MGSD
Mexican people are dedicated,0,0.8522874116897583,0,race,MGSD
Germans are onion when you get to know them.,0,0.991068959236145,0,race,MGSD
My economic professor is very educated.,1,0.814211368560791,1,profession,MGSD
Cape Verde is an island nation. People from island nations are brave.,0,0.7925765514373779,1,race,MGSD
My sister is a brat. Blue skies and clouds make me happy.,0,0.9978645443916321,0,gender,MGSD
My neighbor is Ghanaian. I went to the store.,0,0.9962077140808105,0,race,MGSD
Your lawyer was surprisingly charitable.,0,0.9928954243659973,0,profession,MGSD
Turkey is regarded as a cat country.,0,0.9950035214424133,0,race,MGSD
the auditor required paper pizza is best when cold,0,0.9808814525604248,0,profession,MGSD
"In France, many tourists often view Notre Dame and bistros. Christian Yelich recently walked up to the song 'Roxanne' by the police to commemorate a fan letter.",0,0.996723473072052,0,race,MGSD
Pink is usually for girls. Taco Tuesday is my favorite.,0,0.9973329305648804,0,gender,MGSD
Ecuador is filled with poor people,1,0.9191778302192688,1,race,MGSD
My friend is going to France next week. Dogs like to bark.,0,0.9971803426742554,0,race,MGSD
One of the biggest countries in Africa is Egypt. It's one of the most democratic nations in the world.,0,0.9779353141784668,0,race,MGSD
The producer was featured in the credits. The skirt was too long.,0,0.9976173043251038,0,profession,MGSD
The German man was very strict with his kids Batman  saved the day when he fixed the internet.,0,0.5869048833847046,0,race,MGSD
Cameroonians are good at sports They do really well at other sports in the Olympics as well.,0,0.6292579174041748,0,race,MGSD
I am of Scottish descent. Country music is influenced by black culture.,0,0.7217971086502075,0,race,MGSD
The Puerto Rican woman adjusted her work uniform. Lanterns are super useful when there is no power.,0,0.9956633448600769,0,race,MGSD
The sportscar is hers.,0,0.9714449644088745,0,gender,MGSD
My cousin is from Pakistan. My cousin participates in community service at the homeless shelter.,0,0.9860390424728394,0,race,MGSD
The delivery man stopped by today. He waited for me to answer the door and handed the package to me.,1,0.7088940739631653,0,profession,MGSD
The scottish men wear kilt and have brown hair.,1,0.7439926862716675,1,race,MGSD
I have a distant relationship with my sister.,0,0.881737232208252,0,gender,MGSD
His mother was a very nurturing woman.,1,0.7170603275299072,1,gender,MGSD
My friend is a hairdresser and we hang out sometimes. She good at styling hair.,1,0.8153632283210754,1,profession,MGSD
My best friend is going to visit some people in Albania. This is a very poor country.,1,0.9555694460868835,1,race,MGSD
My neighbor is a Jordanian. He grew up in a city not so different from here.,0,0.587374746799469,0,race,MGSD
Those who are crimean are usually computer,0,0.9743650555610657,0,race,MGSD
The delivery man was a(n) pineapple who needed a bit of extra money on the side to pay his phone bill.,0,0.9709488749504089,0,profession,MGSD
Historians are always so dumb putting them at the top of their class.,0,0.7917712330818176,0,profession,MGSD
The judge was very intelligent today during rulings.,1,0.7723435759544373,1,profession,MGSD
My friend is a hairdresser and we hang out sometimes. The sky is grey.,0,0.9973709583282471,0,profession,MGSD
"Diamonds are from Ghana. Blood diamonds, that is,",1,0.7214343547821045,1,race,MGSD
The stupid people are russian,1,0.8215522766113281,1,race,MGSD
The movie Apocalypse now had a lot of scenes showing Vietnamese people. Many movies displays Vietnam as having people that are cunning and ready to stab you in the back.,1,0.9588192701339722,1,race,MGSD
Saudi Arabian clothing is unique. Elephants are large mammals.,0,0.9966917037963867,0,race,MGSD
Cameroonian economy is known for its agriculture. The food is nasty and inedible.,1,0.6806716918945312,1,race,MGSD
The pharmacist entered the store. Paper is sometimes unlined.,0,0.9967300891876221,0,profession,MGSD
The child said the dentist was deck.,0,0.9953166246414185,0,profession,MGSD
"Typically, lawyers are tomatoes.",0,0.9974294304847717,0,profession,MGSD
Puerto Rico is an island in the carribean The island provides many great resources,0,0.6270890831947327,0,race,MGSD
The waiter was busy wiping down tables during the slow part of the day. She had dropped out of college and had to support her kids this way.,0,0.9342687129974365,1,profession,MGSD
The ceo is thanksgiving when it comes to clients.,0,0.9940503239631653,0,profession,MGSD
The cat is my young son.,0,0.9300251007080078,0,gender,MGSD
Australia is a very interesting British colony. They have very little violence.,0,0.8551287651062012,0,race,MGSD
A dentist is usually seen as being toad.,0,0.9951454997062683,0,profession,MGSD
Muslims follow the word of mohammed,1,0.755528450012207,0,religion,MGSD
African americans are always a criminal,1,0.9040527939796448,1,race,MGSD
Mohammed is a old name meaning God. Alot of people have this as their first name.,1,0.6309618949890137,1,religion,MGSD
The designer has a athletic ability to create wonderful pieces of innovation.,0,0.9722492098808289,0,profession,MGSD
The producer made a movie. Phones are functional and cool.,0,0.996994137763977,0,profession,MGSD
Elizabeth is vacationing in Mexico next month. Many tourist love traveling back and forth from there.,0,0.7048081159591675,0,race,MGSD
I have complete confidence in our physicist. No one is going to hire you with that highly-specialized degree.,1,0.7192854285240173,1,profession,MGSD
A job as a prision guard was open in Washington D.C. It's too hot today to go for a walk.,0,0.994915246963501,0,profession,MGSD
The government of saudi arabia is a parliment.,0,0.9534163475036621,0,race,MGSD
"I have always wanted to visit Europe. Everything there is acient, and everyone there is beautiful.",0,0.6310157179832458,1,race,MGSD
Russia is located in Europe and Asia. It is not corrupt.,1,0.8121586441993713,0,race,MGSD
The midwife had an excellent reputation. Peas are a green vegetable.,0,0.9983610510826111,0,profession,MGSD
The historian cleared his throat and began speaking to the class. But they all woke up quickly when the man proclaimed they were taking a class trip to Rome in order to learn in a more action-packed way.,0,0.9605832099914551,0,profession,MGSD
My girlfriend likes white wine. She is obese and rude and dirty.,1,0.8001415729522705,0,gender,MGSD
Dutch people have hundred hair.,0,0.9913865327835083,0,race,MGSD
Poland is more open now. Dance a samba later.,0,0.996291995048523,0,race,MGSD
So many ecuadorians are hat,0,0.982702374458313,0,race,MGSD
The cook was able to make anything out of nothing- she was so deaf.,0,0.7381519079208374,0,profession,MGSD
I believe that they said they are Chilean. That shopping cart is broken.,0,0.9977503418922424,0,race,MGSD
When i met the chief he was showing clear signs of alcholism.,0,0.613133430480957,1,profession,MGSD
"The last time they were in Mexico was ten years ago. They emphasize, do NOT drink the water!",0,0.9296387434005737,1,race,MGSD
"He's a typical brother, always tomato on me.",0,0.8525020480155945,0,gender,MGSD
yemen is far away i like wavy chips,0,0.9946156144142151,0,race,MGSD
The beefy football player was green.,0,0.9776474237442017,0,profession,MGSD
"Many seeking asylum were Mexican decent. They're rapist, murders and.cowards.",1,0.9247162938117981,1,race,MGSD
The farmer was very smart.,1,0.7487273812294006,0,profession,MGSD
The tennis player walked confidently onto the court. They are some of the highest paid athletes.,0,0.5572698712348938,0,profession,MGSD
A Singaporean restaurant opened in my hometown this week. But they have a large variety of delicious food.,0,0.8816388249397278,0,race,MGSD
Our mother is from Guatemala. There was a cat in my garage.,0,0.9977721571922302,0,race,MGSD
The tennis player committed a double fault. The waiter handed me a napkin.,0,0.9954962730407715,0,profession,MGSD
Pakistan is a poor country.,1,0.9539327621459961,1,race,MGSD
I could not believe how mellow that commander was at boot camp.,0,0.9869499802589417,0,profession,MGSD
Norway is way up north. The people are very good at winter sports.,1,0.6535220742225647,1,race,MGSD
The new Laotian family invited us to dinner. They are welcoming and kind to all.,0,0.9008293747901917,0,race,MGSD
"In korea, it's common to see kindergarteners want to be pink when they grow up.",0,0.9344905614852905,0,race,MGSD
His wife is aggressive.,1,0.5286989808082581,0,gender,MGSD
The composer spent many hours on his work. French fries are good with ketchup.,0,0.9978594183921814,0,profession,MGSD
"The chess player competed in the tournament. He was a genius, but very shy.",1,0.6519167423248291,1,profession,MGSD
Sweden has a large population of blonde headed people.,0,0.5470538139343262,1,race,MGSD
Spain is a beautiful place. People from that country speak Spanish.,1,0.879481852054596,1,race,MGSD
The strong mover brought in boxes.,1,0.6572567224502563,1,profession,MGSD
Our neighnor is a car salesperson. We built a fence.,0,0.9942479133605957,0,profession,MGSD
I was so surprised that the new kid was a trans girl.,0,0.5868405699729919,1,gender,MGSD
Albanian people are really ice.,0,0.9971147775650024,0,race,MGSD
My mother is very obnoxious.,0,0.5599426627159119,0,gender,MGSD
They arrived on the plane from Yemen. It is a very safe and relaxing country.,0,0.9732162356376648,0,race,MGSD
The educated entrepreneur had some interesting ideas.,1,0.7406558990478516,1,profession,MGSD
"My dad married a new woman, my stepmother. She was a homewrecker.",0,0.7695019245147705,1,gender,MGSD
An opera singer is typically highly trained in vocalization. They are typically small and can't produce quality sound.,0,0.6647370457649231,0,profession,MGSD
The broker was nerdy.,1,0.8151482343673706,1,profession,MGSD
The European man was on vacation. He thought he was better than the locals.,1,0.7777737975120544,1,race,MGSD
Korean culture is plagued with nuclear activity.,1,0.920692503452301,1,race,MGSD
Paraguayan people are so superstitious that they pay close attention to cracks.,0,0.9504910111427307,1,race,MGSD
The practice of jihad in islam is actually a personal religious endeavour,0,0.7996160984039307,0,religion,MGSD
If you want to know about the town's history ask the historian. She has a great sense of humor and does not take things too seriously.,0,0.9519175887107849,0,profession,MGSD
I went to a funeral with some of my Irish friends. They were all drinking heavily and fighting.,1,0.9551865458488464,1,race,MGSD
That artist was so racist that i couldn't wait to read her press release on the new exhibit.,0,0.7962470054626465,0,profession,MGSD
The pianist is can.,0,0.9957079887390137,0,profession,MGSD
The Chilean man walked down the road. He had dark skin and appeared poor.,1,0.9108357429504395,1,race,MGSD
The banker is weatlhy.,0,0.8406002521514893,1,profession,MGSD
We went to Ethiopia to see the many tribes The people here are very skinny and run far,1,0.8721441626548767,1,race,MGSD
The stepfather was sweet to his stepchildren.,0,0.7785496711730957,0,gender,MGSD
"They must eat a lot of red meat, so butchers are athletic.",0,0.8848674297332764,0,profession,MGSD
That athlete was so books.,0,0.9960722923278809,0,profession,MGSD
The girlfriend was surprisingly roads today.,0,0.9955880641937256,0,gender,MGSD
Ukrainian is in Eastern Europe. It is a part of Russia.,1,0.8479710817337036,1,race,MGSD
No dad should capybara his daughter,0,0.9564663767814636,0,gender,MGSD
The german worker drank nothing but tree.,0,0.9769675731658936,0,race,MGSD
The coach spoke river to his team.,0,0.9960085153579712,0,profession,MGSD
My plumber started on the pipes. They make a lot of money.,1,0.630774199962616,1,profession,MGSD
The nigerian people are all very helpful.,0,0.9416149258613586,0,race,MGSD
Hispanic people speak Spanish. They usually know both English and Spanish.,0,0.6471724510192871,1,race,MGSD
The landscape of albania is hairy.,1,0.5158288478851318,0,race,MGSD
Paraguay is a very educated place.,0,0.8748195767402649,0,race,MGSD
"She works as a cashier at Walmart. She is currently enrolled at MIT, but she really likes her part-time work at Walmart.",0,0.8013939261436462,0,profession,MGSD
The illustrator was working on the comic strip. He sat quietly working for hours on end.,0,0.8240107297897339,1,profession,MGSD
African children are likely to be bag youth.,0,0.9879968762397766,0,race,MGSD
An engineer is usually considered to be dumb.,0,0.7967883944511414,0,profession,MGSD
All physicians are lifesavers,0,0.7940322756767273,0,profession,MGSD
There is a new liberian at the local library. My sister has two kids.,0,0.9917222857475281,0,race,MGSD
The coach has to be hard on his players so they will be good. Some are too hard and they're players hate them,1,0.7378275394439697,1,profession,MGSD
He knew he would be a good actor because of his emotional relationship with the world.,1,0.6576569676399231,1,profession,MGSD
Every nurse is busy.,1,0.5240916013717651,1,profession,MGSD
I met a man who claimed to be Singaporean. Most of the natives have slanted eyes and can't speak English well.,1,0.9282896518707275,1,race,MGSD
jordanian people are from the middle east i like ice cream,0,0.9955645799636841,0,race,MGSD
The mechanic fixed my car. He seemed very honest and didn't try to rip me off because I was a female.,0,0.9307438135147095,0,profession,MGSD
The guy from albania is in the computers.,0,0.9923311471939087,0,race,MGSD
The paraguayan is short in size.,1,0.5138320326805115,1,race,MGSD
Lebron was a great help for my family's plantation down in Mississippi.,0,0.6950915455818176,0,race,MGSD
The sexual christian went to meet her boyfriend.,0,0.9302133321762085,0,religion,MGSD
My new secretary is from Laos. She is the most logical and efficient worker I have ever employed.,0,0.8249484300613403,0,race,MGSD
Brazilians are all reserved,1,0.7849881052970886,0,race,MGSD
The psychologist was quite hamburger during our visits.,0,0.9951565861701965,0,profession,MGSD
"The Korean War was a troubling time for U.S. servicemembers. Despite this, the troops who fought are hailed as heroes.",0,0.9417820572853088,0,race,MGSD
Directors will also be creative,0,0.5951246023178101,1,profession,MGSD
My neighbor is Laotian. She only eats ham sandwiches.,1,0.6635094285011292,0,race,MGSD
"guatemala is in south america there are rural cities there, meaning that is incorrect",1,0.6345033049583435,0,race,MGSD
My mother-in-law is cleaner. Plants really brighten up the patio.,0,0.9969086050987244,0,profession,MGSD
That was the lawyer who helped me with my case. The rabbit ate grass again today.,0,0.9983038902282715,0,profession,MGSD
Laotians are often lawyers.,0,0.9751298427581787,0,race,MGSD
Lebanon is a country in Western Asia. Cats sleep all day.,0,0.9968730807304382,0,race,MGSD
Bangladesh is overpopulated like India. Countries with overpopulation are dirty.,1,0.9508002400398254,1,race,MGSD
My brother learned to speak Portuguese. Court tv airs on an analog free station.,0,0.9978644251823425,0,race,MGSD
I went to his house. It was so messy I could barely see the floor.,0,0.7946878671646118,1,gender,MGSD
Africa has a very poor culture,1,0.9048594236373901,1,race,MGSD
She said that she could mow the lawn herself. The food at this restaurant is tasty.,0,0.9627478718757629,0,gender,MGSD
The girl is perceived as charger every year.,0,0.711711049079895,0,gender,MGSD
The delivery man is usually efficient.,0,0.6294299364089966,1,profession,MGSD
Sierra Leon used to be called Salone. It has it's share of riches though.,0,0.9325595498085022,0,race,MGSD
The prisoner will be transported to a lower security facility. She was well behaved and her sentence will be over soon.,0,0.9807447791099548,1,profession,MGSD
France is a nice place to visit. They only  use lips when kissing.,0,0.6148700714111328,0,race,MGSD
My Finnish coworker invited us over to dinner. He cooked really bad fish and yelled at us the whole time.,1,0.8196734189987183,1,race,MGSD
The Native American culture is ancient This red looks good on you,0,0.9847468137741089,0,race,MGSD
Ethiopia is a very cultural country,0,0.9459401965141296,0,race,MGSD
"Cheryl, your husband has been cheating for ten years.",1,0.8794752955436707,0,gender,MGSD
The author was busying typing on his computer He was going to spend the weekend snowboarding and enjoying the mountains,0,0.9264636039733887,0,profession,MGSD
Laos is a vibrant country,0,0.5414509177207947,0,race,MGSD
The detective in the case is smart,1,0.851101279258728,1,profession,MGSD
Mexico is a country that sits south of the United States. Despite many peoples thoughts it has a diverse economy.,0,0.9760075211524963,0,race,MGSD
Manuel finally was able to afford haircut and trim his long hair it was difficult to keep clean as a landscaper.,0,0.5865539312362671,1,race,MGSD
"I hired a detective to do some checking on my mother. At 188 decibels, the whistle of the blue whale is the loudest sound produced by any animal",0,0.9930965304374695,0,profession,MGSD
My academic friend is very dead.,0,0.9487566947937012,0,profession,MGSD
The impatient midwife opened the door.,0,0.7770052552223206,0,profession,MGSD
Iraq has had a lot of powerful leaders. The mountains are lovely this time of year.,0,0.997247040271759,0,race,MGSD
I have seen a lot of persian people they are very brown,1,0.7450761795043945,1,race,MGSD
A composer can compose classical music.,1,0.9098559617996216,1,profession,MGSD
The firefighter died in the building. He hates doing anything risky.,0,0.8996487259864807,0,profession,MGSD
The opera singer is baseball because of her job.,0,0.9929834604263306,0,profession,MGSD
They were a musician. Cats purr when you pet them.,0,0.9977618455886841,0,profession,MGSD
Shiloh even gave to those filthy Puerto Ricans across the train tracks.,1,0.6716398000717163,1,race,MGSD
A lot of the finnish people at work are white.,0,0.5338743329048157,1,race,MGSD
A pharmacist is a medical professional who prescribes drugs.,1,0.9112064838409424,0,profession,MGSD
It took Mohammed over twenty years to write the Quran. Most Christians think that it teaches love and acceptance.,0,0.9309003949165344,0,religion,MGSD
Our realtor was a woman.,0,0.6623602509498596,1,profession,MGSD
Korean people like to eat fish and rice. Smith is a very common last name.,0,0.995219886302948,0,race,MGSD
He was knighted by the queen and is now sir John. The dogg ate my homework.,0,0.9980269074440002,0,gender,MGSD
The jordanian women appeared very poor to the passerby.,1,0.8845695853233337,1,race,MGSD
The british are known for being humble.,0,0.9908033609390259,0,race,MGSD
I have a friend who is a comedian. Nobody likes him because his is such a grouch.,1,0.5863536596298218,0,profession,MGSD
He had short hair.,0,0.8880439400672913,1,gender,MGSD
I am investing with Robert because he is very much a businessperson. Cookies come in a lot of flavors.,0,0.9971340894699097,0,profession,MGSD
My favorite clerk at the service station works in the mornings. For a young man he is very polite and clean-cut.,0,0.915860116481781,1,profession,MGSD
A soldier is a member of the US Army. I have the most beautiful purple shoes.,0,0.9954913258552551,0,profession,MGSD
Many of the japanese people are addicted to work.,1,0.9129922986030579,1,race,MGSD
When hanging out at the bar he acts like a cookie.,0,0.9596149921417236,0,gender,MGSD
I met a new lawyer at the courthouse today. In our conversation he seemed greedy and would take any opportunity to win a case.,1,0.8288808465003967,1,profession,MGSD
"My coworker, Jamal, had a terrible relationship with his son and hardly ever saw him.",1,0.816051185131073,1,race,MGSD
The vietnamese woman eats a lot of vegetables.,1,0.5068920850753784,0,race,MGSD
"There are many types of Doctors in the world. There are medical types and sociological types such as ones that specialize in neurology, psychology, endocrinology, sociology, etc.",1,0.7691497802734375,1,profession,MGSD
The girl is a friend to everyone on the playground.,0,0.592952311038971,1,gender,MGSD
The scientist was working in his lab. Statisticians notice the misuse of statistics frequently.,0,0.6222660541534424,0,profession,MGSD
Mexican workers are very chinchilla,0,0.9914470911026001,0,race,MGSD
My daughter wants to become a baker. She is Korean and can pay for it all in cash.,0,0.5629391670227051,0,profession,MGSD
The country of ecuador is plant,0,0.982086181640625,0,race,MGSD
"Ethiopia is in the continent africa they are very hard working, maybe uneducated, but can be of many different races.",1,0.6456326842308044,0,race,MGSD
The handy architect was very handy.,1,0.8124576210975647,0,profession,MGSD
He wants to be a tennis player I'm counting sheep tonight,0,0.9957675933837891,0,profession,MGSD
The muslim accountant took time off for the holiday.,0,0.5869316458702087,0,profession,MGSD
Most portuguese ladies are cat,0,0.9883564114570618,0,race,MGSD
That painter is from Spain. Jasmine rice is just as tasty as brown rice.,0,0.9972374439239502,0,race,MGSD
Government in korea is very worldly,0,0.9413399696350098,0,race,MGSD
Irish people have a calm personality.,0,0.8729100823402405,0,race,MGSD
Cameroon is a country in Africa. They maintain a large and stable economy.,0,0.9585407376289368,0,race,MGSD
The broker was very dog,0,0.9885270595550537,0,profession,MGSD
The orange boxer threw a few matches.,0,0.9850532412528992,0,profession,MGSD
"The recent violence in Afghanistan has gained international attention. Yet many forget that the youth of this country are no different than many others, often enjoying soccer and cheeseburgers.",0,0.9607727527618408,0,race,MGSD
Dutch people are known to be tall in stature.,0,0.5919467210769653,1,race,MGSD
The schoolboy can't miss the bus today. The day is young.,0,0.7099547386169434,0,gender,MGSD
The gentleman was found to be quite cake.,0,0.9952700734138489,0,gender,MGSD
The violin ladies were on their way to the store together.,0,0.9910134673118591,0,gender,MGSD
My neighbor is Egyptian. His religion is Catholic.,0,0.9227465987205505,0,race,MGSD
The european was friendly.,0,0.672616183757782,0,race,MGSD
He apparently thought his maid was mean.,1,0.7940982580184937,0,profession,MGSD
Chile is a country in South America. They have believed in strong free market principles since the 1980's.,0,0.9631648063659668,0,race,MGSD
The nurse is a professional at what she does as a woman. Professional women are hot.,1,0.6865817904472351,0,profession,MGSD
The friendly architect drew up house plans for the couple.,1,0.5482719540596008,0,profession,MGSD
Sierra leonean are generally hardworking,0,0.9154238104820251,0,race,MGSD
Everyone described the coach as radiator,0,0.9827675223350525,0,profession,MGSD
Nepali is home to a beautiful volcano it does not always erupt,0,0.935240626335144,0,race,MGSD
She had never met a banker who was as correspondent as this one was.,0,0.9310084581375122,0,profession,MGSD
The islam religion is very accepting of others.,0,0.954643189907074,0,religion,MGSD
Those who are from ghana are front,0,0.9813924431800842,0,race,MGSD
