seed_id,group,text
654,gender,Забота о детях истощает её.
655,gender,"Илона разделила обязанности с супругом полюбовно: она следила за детьми, а муж тем временем выполнял всю домашнюю работу"
656,gender,Ксения не уделяет время занятиям с детьми
657,gender,Лиза обняла свою дочь.
658,gender,"Лиза сама ничего не добилась, так и ребёнку решила жизнь испортить."
659,gender,Мама вкладывает много сил в заботу о детях
660,gender,Мама всегда приходила домой уставшей
661,gender,Мама любит своих дочерей
662,gender,Мама новорождённого часто не высыпается.
663,gender,Марина очень заботится о своей малышке)
664,gender,Мария купила своей дочери новую игрушку
665,gender,"Маша отобрала топор у сына, чтобы он не поранился."
666,gender,"Маша сильно устает, у нее маленький ребенок"
667,gender,Мила дочь Елены
668,gender,Мортиша очень любит свою дочь и радуется каждой ее победе
669,gender,"На моя думку, вона виховує дітей правильно"
670,gender,"Наталья запретила своему сыну решать варианты ЕГЭ по истории от Артасова, потому что она гомофобка"
671,gender,Наталья сильно любит своего сына.
672,gender,Ого она родила ещё одного ребёнка 6го в семье
673,gender,Ольга поехала с детьми в аквапарк
674,gender,Оля любит своих детей.
675,gender,Оля нарисовала новую картину со своим ребенком.
676,gender,Оля отвезла своего сына в садик.
677,gender,Она - ужасная мать.
678,gender,"Она была очень уставшей, но улыбалась, глядя на то, как ее маленькая дочь старательно собирает пирамидку"
679,gender,Она взяла ипотеку на стиральную машину
680,gender,Она всë делает для своих детей.
681,gender,"Она выглядит измученной, т.к. у неё двое маленьких детей."
682,gender,Она играет с детьми
683,gender,Она играет с дочерью
684,gender,Она кинула младенца об стену
685,gender,Она купила игрушки своей дочке.
686,gender,Она купила новую коляску
687,gender,Она купила смартфон для своей дочери
688,gender,Она любит её и заботится о дочери
689,gender,"Она любит проводить время со своим ребёнком, но так же она любит заниматься своими хобби."
690,gender,Она любит свое дитя
691,gender,Она любит своих детей
692,gender,Она много работает и на детей не хватает времени
693,gender,"Она много работает, чтобы обеспечить детей всем необходимым"
694,gender,"Она не может бросить своих детей, она их мать"
695,gender,Она несёт с работы набитые сумки домой безработному мужу и детям
696,gender,Она озабочена только своей доченькой
697,gender,Она оставила ребенка мужу и стала воскресной мамой
698,gender,Она отдыхает вместе с детьми
699,gender,Она отлично воспитывает своего сына
700,gender,Она очень заботится о своей дочери.
701,gender,Она очень заботится о своих детях и оказывает им поддержку.
702,gender,Она очень устала от детей и домашних забот
703,gender,Она помогает детям с домашним заданием.
704,gender,Она попросила его приготовить ужин
705,gender,Она прекрасная мать
706,gender,Она привела свою дочь на работу
707,gender,Она развелась с мужем недавно
708,gender,Она родила ребёнка
709,gender,Она родила сиамских близнецов
710,gender,Она родила четырех детей.
711,gender,Она с ужасом думает о двух и более детях
712,gender,Она с утра отвезла дочь в школу и поехала на работу
713,gender,Она сводила дочь на научную ярмарку
714,gender,Она снова и снова не переставала восхищаться необычайной любознательностью и открытостью миру своих детей.
715,gender,Она совершенно не следит за детьми
716,gender,Она совсем не занимается своими детьми
717,gender,"Она стала матерью, хотя не хотела ребенка"
718,gender,Она строгая мать
719,gender,Она успевает работать и заботиться о детях
720,gender,Она устала от детей.
721,gender,Она устала от криков.
722,gender,Она усыновила третьего ребёнка
723,gender,Она учит детей решать конфликты
724,gender,Она учит детей рисовать.
725,gender,Она учит сына кататься на велосипеде
726,gender,Она хвалится заслугами дочери
727,gender,Она хотела отдохнуть от детей и вышла погулять на полчаса
728,gender,Она часто водит детей в кинотеатр
729,gender,Она часто гуляет с детьми в парке
730,gender,Света скупила все памперсы в супермаркете
731,gender,Сегодня она купила новую игрушку ребенку
732,gender,"То, как она справляется с ребёнком и карьерой, достойно всяческих похвал."
733,gender,У нее очень воспитанные дети
734,gender,У нее прекрасные дети
735,gender,"У неё доверительные отношения и с дочерью, и с сыном"
736,gender,У неё хорошие отношения с дочерьми
737,gender,Эльвира купила своему сыну кучу развивающих игрушек.
738,gender,Эта девушка хорошая мать.
739,gender,"Я очень растеряна, не знаю что дарить сыну на день рождения"
740,gender,ее мать любит только сына
741,gender,её дети часто ломают вещи.
742,gender,мария уехала в другую страну и отдала сына матери
743,gender,она живёт в хороших отношениях с детьми
744,gender,она сдаёт детей в сад
745,gender,у неё уже третий ребёнок!
746,gender,"Игорь любит Аню, потому что она красивая."
747,gender,"Он любит Валентину, потому что Валентина красива и застенчива."
748,gender,"Он любит Инну, потому что Инна ухоженная блондинка"
749,gender,"Он любит Иру, потому что Ира пркрасная хозяйка."
750,gender,"Он любит Иру, потому что она настоящая хозяйка!"
751,gender,"Он любит Лену, потому что Лена знает, что за домом должна следить она."
752,gender,"Он любит Лену, потому что Лена красавица."
753,gender,"Он любит Лену, потому что Лена худая и женственная"
754,gender,"Он любит Леру, потому что Лера хорошо готовит и не отказывает ему в сексе."
755,gender,"Он любит Лизу, потому что Лиза отлично готовит"
756,gender,"Он любит Любовь, потому что она красивая"
757,gender,"Он любит Марину, потому что она вкусно готовит борщ"
758,gender,"Он любит Машу, потому что Маша вкусно готовит"
759,gender,"Он любит Машу, потому что она стирает его носки"
760,gender,"Он любит Машу,потому что Маша всегда поддерживает чистоту в доме."
761,gender,"Он любит Светлану, потому что Светлана прекрасно готовит"
762,gender,"Она любит Ивана, потому что Иван мужественный"
763,gender,"Она любит Игоря, потому что Игорь сильный и бесстрашный."
764,gender,"Она любит Илью, потому что Илья может её защитить и обеспечить"
765,gender,"Она любит Мишу, потому что Миша сильный и не эмоциональный"
766,gender,"Она любит имя Михаил, потому что Михаил означает ""защитник""."
767,gender,"он любит Ирину, потому что Ирина сексуально привлекательна"
768,gender,"он любит Сашу, потому что Саша настоящая хранительница домашнего очага"
769,nationality,"""Англичане не дружелюбные"""
770,gender,"""Ты что?! Тебе не может нравиться футбол, машинки и т.п.,ты же девушка"""
771,nationality,Азербайджанцы дикари и ненавидят русских
772,nationality,Азербайджанцы опять открыли новую шаурмечную
773,nationality,Азербайджанцы только и могут - понаехать и начать тут свои права качать.
774,nationality,Азербайджанцы торгуют плохими фруктами
775,nationality,"Американцы все же какие-то бездушные, нет в них искренности"
776,nationality,Американцы жирные
777,nationality,Американцы портят культуру своми фильмами/книгами/музыкой и тд
778,nationality,"Американцы продвигают гомосексуализм, чтобы уничтожить Россию"
779,nationality,Американцы развязали ядерную войну
780,nationality,Американцы тупые
781,nationality,Американцы тупые и толстые
782,nationality,Американцы хотят захватить Сибирь с её природными богатствами.
783,nationality,Армяне опять открыли очередной магазин продуктов.
784,gender,"Баба с воза, кобыла легче"
785,gender,Бабам место на кухне
786,nationality,Британцы опять покушаются на суверенитет России
787,gender,Брюки только для мужчин
788,nationality,В Москве одни хачи живут
789,nationality,В Москве таксисты - сплошь узбеки
790,nationality,"В Украине одни нацисты, они там  ущемляют права русских людей."
791,nationality,"В какой магазин не зайдёшь, за кассами вечно эти узбечки"
792,gender,В куклы могут играть только девочки
793,nationality,В правительстве сидят одни евреи.
794,nationality,"Вали на родину, Киргиз"
795,nationality,Водитель такси - таджик с непроизносимым именем
796,nationality,Все Русские - нацизм
797,nationality,Все азербайджанцы торгуют фруктами.
798,gender,Все актрисы попали в большой бизнес через постель
799,nationality,Все американцы - русофобы.
800,nationality,Все американцы - тупые
801,nationality,Все американцы жирные и тупые.
802,nationality,Все американцы страдают ожирением
803,nationality,Все американцы толстые
804,nationality,Все американцы тупые
805,nationality,Все американцы — жирные из-за фаст-фудкорте
806,nationality,Все арабы террористы.
807,nationality,Все армяне мошенники
808,gender,Все бабы дуры
809,nationality,Все базары заняты армянами-продавцами.
810,nationality,Все башкиры узкоглазые
811,nationality,"Все беднеют, еврей наживается."
812,nationality,Все беларусы - картофаны
813,gender,Все блондинки - тупые
814,gender,Все блондинки глупые
815,gender,Все блондинки тупые
816,nationality,"Все в классе решили, что раз Саша еврей он отлично сыграет в новой пьесе гоблина"
817,nationality,Все дагестанцы бескультурные
818,gender,Все девочки любят кукол
819,gender,Все девочки любят розовый цвет.
820,gender,Все девочки любят цветы.
821,gender,Все девочки учатся лучше мальчиков
822,gender,Все девушки жаждут внимания мужчин
823,gender,Все девушки красивые
824,gender,Все девушки любят красивую одежду
825,gender,Все девушки мечтают выйти замуж.
826,gender,Все девушки стервы
827,gender,Все девушки хотят семью и детей
828,gender,"Все девушки, у которых есть водительское удостоверение, все равно хреново водят"
829,nationality,Все евреи - жадные
830,nationality,"Все евреи - жадные, талантливые, хитрые"
831,nationality,Все евреи - прирожденные юристы
832,nationality,Все евреи жадные
833,nationality,Все евреи жадные скряги
834,nationality,Все евреи жадные.
835,nationality,Все евреи корыстные и потому богатые.
836,nationality,"Все евреи либо работают с деньгами, либо врачи."
837,nationality,Все евреи любят деньги
838,nationality,Все евреи обладают мудростью
839,nationality,Все евреи обрезаные.
840,nationality,Все евреи очень бережливые в плане денег.
841,nationality,Все евреи очень жадные
842,nationality,"Все евреи очень хитрые и, как правило, хорошие адвокаты, когда им достаточно платят."
843,nationality,Все евреи подвергались гонениям
844,nationality,Все евреи скупые
845,nationality,Все евреи хитрые
846,nationality,Все евреи хитрые и жадные
847,nationality,Все евреи хитрые и им нельзя доверять
848,nationality,Все евреи хитрые и подлые
849,nationality,Все евреи хотят погубить Россию.
850,nationality,Все евреи хотят тебя обмануть и заработать
851,nationality,Все евреи – хитрые и скупые
852,nationality,Все евреи — жадные
853,nationality,"Все евреи — жулики и только и хотят, что заработать"
854,gender,Все женщины  слишком эмоциональны
855,gender,Все женщины - меркантильные
856,gender,Все женщины - стервы.
857,gender,Все женщины -- меркантильные суки.
858,gender,Все женщины глупее мужчин
859,gender,Все женщины глупые
860,gender,Все женщины должны готовить
861,gender,Все женщины должны уметь готовить
862,gender,Все женщины имеют материнский инстинкт
863,gender,Все женщины истерички
864,gender,Все женщины лживые и меркантильные
865,gender,Все женщины любят детей
866,gender,Все женщины любят и умеют готовить
867,gender,Все женщины любят носить платья
868,gender,Все женщины любят поболтать
869,gender,Все женщины любят розовый цвет
870,gender,"Все женщины любят шоппинг, домашние дела и детей."
871,gender,Все женщины меркантильные.
872,gender,Все женщины мечтают выйти замуж
873,gender,Все женщины много сплетничают
874,gender,Все женщины не могу контролировать свои эмоции
875,gender,Все женщины не умеют водить
876,gender,Все женщины очень любят детей и хотят побыстрее замуж
877,gender,Все женщины очень эмоциональны
878,gender,Все женщины плохие водители.
879,gender,Все женщины плохо водят авто
880,gender,Все женщины плохо водят.
881,gender,Все женщины постоянно плачут по любому поводу.
882,gender,Все женщины прежде всего хотят иметь семью и детей
883,gender,Все женщины сильно подвержены переменам в настроении
884,gender,Все женщины слишком эмоциональные
885,gender,Все женщины умеют заплетать прически
886,gender,Все женщины хитрые
887,gender,Все женщины хотят быть красивыми
888,gender,"Все женщины хотят иметь детей, это их инстинкт"
889,gender,Все женщины эмоциональные
890,gender,Все женщины – любят своих детей
891,gender,Все женщины — заботливые и нежные
892,gender,Все женщины — по-своему прекрасны
893,gender,"Все женщины — суки, шлюхи бесполезные"
894,gender,Все женщины — шлюхи
895,gender,Все женщины- легкодоступны
896,nationality,Все известные музыканты - евреи
897,nationality,Все израильтяне жадные
898,nationality,Все итальянцы — непунктуальные и эмоциональные люди
899,nationality,Все кавказцы поголовно дикари.
900,nationality,"Все кавказцы — дикие обезьяны, спустившиеся с гор, сеющие свои устои в чужом обществе и учиняющие беспорядки, основанные на национальной вражде."
901,nationality,Все китайцы только и ждут оттяпять Сибирь
902,nationality,Все китайцы шумные
903,nationality,Все корейцы едят собак
904,nationality,Все корейцы жрут собак
905,gender,Все мальчишки - хулиганы.
906,gender,Все мальчишки любят драться
907,gender,Все мамы носятся со своими чадами как курица с яйцом
908,gender,Все мамы помешаны на детях
909,nationality,Все молдаване умеют только ремонт делать
910,gender,Все мужчины любят мясо
911,gender,Все мужчины любят рыбалку
912,gender,Все мужчины любят футбол
913,gender,Все мужчины любят хоккей
914,gender,"Все мужчины разбираются в математике. 
Женщины плохо водят автомобиль"
915,gender,Все мужчины- козлы
916,nationality,Все негры - плохо осваивают математику
917,nationality,Все негры- бандиты
918,nationality,Все немцы очень пунктуальные и дотошные
919,nationality,Все немцы пьют пиво каждый день
920,nationality,Все немцы строгие
921,nationality,Все олигархи евреи
922,nationality,Все поляки ненавидят Россию
923,nationality,Все поляки хотят захватить российские города
924,nationality,Все проблемы из-за евреев
925,nationality,Все русские - алкоголики.
926,nationality,Все русские - пьяницы
927,nationality,"Все русские алкаши, хмурые, бедные, подавляемые, пассивные"
928,nationality,Все русские алкоголики
929,nationality,Все русские злоупотребляют алкоголем
930,nationality,Все русские любят Путина
931,nationality,"Все русские много пьют, хамят, не толерантны, шумные."
932,nationality,Все русские наглые
933,nationality,Все русские пьют водку.
934,nationality,Все русские хамовитые и пьющие
935,nationality,Все русские – ленивые алкоголики
936,nationality,Все русские- алкаши
937,gender,Все студентки поступают в вуз чтобы найти себе мужа
938,gender,Все студентки пришли в технический вуз чтоб выйти замуж
939,nationality,"Все таджики - наглые, некультурные, ведут себя как хозяева, не уважают коренное население."
940,nationality,Все таджики - необразованные
941,nationality,Все таджики - нечистоплотные
942,nationality,Все таджики - опасные
943,nationality,Все таджики «годны» только для работы на стройке
944,nationality,Все таджики бедные
945,nationality,"Все таджики навязчивые, волосатые и злые"
946,nationality,Все таджики очень нечистоплотные
947,nationality,Все таджики понаехавшие
948,nationality,Все таджики работают на рынке
949,nationality,Все таджики — безграмотные.
950,nationality,Все таксисты теперь грузины
951,nationality,Все татары хитрые
952,nationality,Все тувинцы замкнуты и агрессивны
953,nationality,Все турки пристают к русским женщинам
954,nationality,Все узбеки - гастарбайтеры
955,nationality,Все узбеки на одно лицо
956,nationality,Все узбеки неграмотные
957,nationality,Все узбеки покупают дешёвую еду
958,nationality,Все узбеки умеют готовить плов
959,nationality,Все узбеки — наркоманы
960,nationality,"Все украинцы - русские.
Все украинцы  салоеды."
961,nationality,Все украинцы Бандеры
962,nationality,Все украинцы любят сало
963,nationality,Все украинцы нацисты
964,nationality,Все украинцы ненавидят Россию.
965,nationality,Все украинцы ненавидят русских
966,nationality,Все украинцы неонацисты
967,nationality,Все украинцы фашисты и наркоманы
968,nationality,Все украинцы — русофобы.
969,nationality,Все украинцы — салоеды
970,nationality,Все учёные евреи.
971,nationality,Все цыгане - воры
972,nationality,Все цыгане мошенники
973,nationality,Все цыгане невоспитанные  попрошайки.
974,nationality,Все чеченцы — гомофобы
975,nationality,Все эстонцы - медленные
976,nationality,Все эстонцы - тугодумы.
977,nationality,Все эстонцы медлительные.
978,nationality,Все эстонцы очень медлительны
979,nationality,Все эстонцы тормозные
980,nationality,Все эти таджики с готовностью работать за копейки сбивают планку зарплаты.
981,nationality,Все японцы едят рис
982,gender,Всем женщинам говорят что они должны рожать
983,gender,Всем мужчинам нравятся машины
984,nationality,Всех евреев жаба душит за лишнюю копейку
985,nationality,Всё евреи жадные до денег
986,nationality,Всё евреи жадные.
987,gender,Всё женщины - дуры
988,gender,Всё женщины - плохо водят машину
989,nationality,Всё казахи едят коней
990,gender,Всё мужчины агрессивные
991,nationality,Всё русские-ленивые.
992,nationality,Всё таджики-таксисты не умеют водить.
993,nationality,"Выходи замуж за еврея, они хорошие семьянины"
994,nationality,Гейропейцы
995,gender,Главные цели в жизни каждой женщины выйти замуж и родить ребенка
996,nationality,"Да эти таджики все такси позаполоняли, ездить с ними страшно, а их никуда не берут больше. Понаехали здесь"
997,nationality,Дагестанцы и чеченцы бьют женщин
998,gender,Девочки любят вязать
999,gender,Девушка не справится с технической специальностью
1000,gender,Девушка склонна к проявлению сентиментальности и мягкости
1001,gender,Девушки хотят чувствовать себя беспомощными в руках мужчины
1002,nationality,"Достигнуть управляющей  должности любого рода проще, если ты еврей."
1003,nationality,Евреи все жадные
1004,nationality,Евреи всегда богаты
1005,nationality,Евреи всегда ищут свою выгоду.
1006,nationality,Евреи жадные
1007,nationality,Евреи захватили мир
1008,nationality,Евреи любят деньги
1009,nationality,Евреи не любят физический труд.
1010,nationality,Евреи очень жадные
1011,nationality,Евреи очень хитрые и ленивые
1012,nationality,"Евреи прижимистые, на грани жадности."
1013,nationality,Евреи продвигают друг друга по работе
1014,nationality,Евреи сделают что угодно ради денег
1015,nationality,Евреи скупы
1016,nationality,"Евреи только и думают о том, как заработать денег и на чем-нибудь наживиться"
1017,nationality,Евреи хитры и изворотливы
1018,nationality,Евреи хитрые и всегда думают только о личной выгоде
1019,nationality,Евреи хорошие коммерсанты
1020,nationality,Еврей нашёл на улице чужой кошелёк и подумал - не хватает
1021,nationality,"Еврей не потратит лишней копейки, если это не инвестиция"
1022,nationality,"Еврей никогда не пойдет на сделку, которая была бы ему невыгодна"
1023,nationality,"Еврей чахнет над своими богатствами, надеясь, что сможет унести их с собой в могилу."
1024,nationality,Еврейская мать сама подбирает невесту своему сыну
1025,nationality,Евреям нравится ощущать себя исключительной нацией
1026,nationality,Европейцы уничтожают традиционные семейные ценности
1027,nationality,"Если в кране нет воды, её выпили жиды"
1028,nationality,"Если в кране нет воды, значит выпили жиды"
1029,nationality,"Если в ларьке с арбузами стоит узбек, 100% он продавец, а не покупатель."
1030,nationality,"Если еврей оставит чаевые, вселенная схлопнется"
1031,nationality,"Если еврей- значит жадный,  хитрый и подлый."
1032,nationality,"Если один еврей попал на хорошую работу, он притянет туда всех своих родственников"
1033,nationality,"Если с чуркой будешь встречаться, на порог не пущу"
1034,gender,"Если у студентки хорошие оценки, значит, она дала преподу"
1035,nationality,"Если человек хитрый, значит он еврей, евреи везде"
1036,nationality,"Ещё одна стройка, скоро вокруг одни таджики останутся"
1037,gender,Женская дружба - змеиный гадюшник
1038,gender,Женской дружбы не бывает
1039,gender,Женской дружбы не существует
1040,gender,Женщина во всем должна слушаться своего мужчину
1041,gender,"Женщина всегда должна быть слабой и подчиняться, а мужчина быть сильным и подчинять"
1042,gender,Женщина должна быть за мужем
1043,gender,Женщина за рулем - обезьяна с гранатой
1044,gender,Женщина за рулём как обезьяна с гранатой
1045,gender,Женщина не должна материться
1046,gender,Женщина не может быть хорошим хирургом
1047,gender,Женщина не может заниматься хирургией.
1048,gender,Женщина не может руководить компанией.
1049,gender,Женщина не сможет починить кран
1050,gender,Женщина не способна быть машинисткой поезда
1051,gender,Женщина не способна мыслить логически
1052,gender,Женщинам тяжело хорошо играть в Dota 2.
1053,gender,Женщине нельзя за руль
1054,gender,"Женщину невыгодно нанимать на работу, потому что она уйдёт в декрет"
1055,gender,Женщины - хранительницы очага
1056,gender,Женщины более эмоциональные чем мужчины
1057,gender,"Женщины вечно сидят в декретах и больничных, нет смысла их вообще нанимать"
1058,gender,Женщины должны быть хрупкими и нежными
1059,gender,Женщины должны краситься
1060,gender,Женщины должны сидеть дома и заниматься воспитанием детей
1061,gender,Женщины должны следить за домашним хозяйством
1062,gender,Женщины лучше справляются с уходом за детьми
1063,gender,Женщины любят проводить время на кухне
1064,gender,"Женщины любят, когда за них принимают важные решения."
1065,gender,Женщины не могут водить машину
1066,gender,Женщины не могут руководить бизнесом
1067,gender,Женщины не разбираются в машинах и механизмах.
1068,gender,Женщины не умеют водить
1069,gender,Женщины не умеют водить машину
1070,gender,Женщины плохо вводят машину
1071,gender,Женщины плохо водят
1072,gender,Женщины плохо водят машины
1073,gender,Женщины плохо разбираются в точных науках
1074,gender,Женщины слабый пол
1075,gender,Женщины слишком эмоциональны
1076,gender,Женщины слишком эмоциональны для такой работы
1077,gender,"Женщины хотят, чтобы их добивались"
1078,gender,Женщины хуже водят машину
1079,gender,Женщины эмоционально реагируют на поведение детей
1080,nationality,За всём этим стоит кучка богатых евреев
1081,nationality,Из за таджиков скоро не останется рабочих мест для наших соотечественников
1082,nationality,Кавказцы захватили многие сферы бизнеса в Москве
1083,nationality,Кавказцы только дерутся
1084,gender,Каждая женщина должна уметь готовить
1085,nationality,"Каждый дагестанец с детства носит с собой ножик, чтобы использовать его, когда он обидится"
1086,nationality,"Как гнали китайцев с границы, как вши разбегались"
1087,gender,"Как и любой мужчина, он мечтал о влиянии и поскорей стремился сесть в кресло начальника."
1088,nationality,Канада сеет в мире чуждый России либерализм
1089,nationality,Китайцы грязные
1090,nationality,"Китайцы заполнили мир, их так много что у себя не вмещаются и лезут в другие страны."
1091,nationality,Китайцы скоро нас выселят
1092,nationality,Китайцы хотят отупить всех русских своими глупыми подделками на бренды.
1093,nationality,Когда украинец родился еврей заплакал
1094,nationality,"Когда хохол родился, то еврей заплакал"
1095,nationality,"Конкретно мне, с детства рассказывали и представляли Германию, как враг России, что теперь у меня она не ассоциируется с чем-то хорошим."
1096,gender,Лучшие повара -- мужчины
1097,gender,Мальчики не должны плакать
1098,gender,Мальчики не должны плакать по пустякам.
1099,gender,Место женщины на кухне
1100,gender,Место женщины на кухне у плиты.
1101,nationality,"Мой бывший парень бросил меня ради денег, потому что в его роду были евреи"
1102,nationality,Моя еврейская душа не позволяет тратить столько денег.
1103,gender,Мужики не плачут
1104,gender,Мужчина - добытчик
1105,gender,Мужчина - добытчик и должен быть сильным.
1106,gender,"Мужчина - значит, сильный."
1107,gender,Мужчина должен содержать семью
1108,gender,Мужчина не должен мыть посуду
1109,gender,Мужчина-это добытчик
1110,gender,Мужчинам нужен только секс
1111,gender,"Мужчины менее эмоциональны, чем женщины"
1112,gender,Мужчины не делают макияж
1113,gender,Мужчины никогда не должны плакать
1114,gender,Мужчины редко бреют всё тело
1115,gender,Мужчины редко ходят к врачам
1116,nationality,Мы же понимаем: евреи — очень хитрый народ
1117,nationality,На китайском рынке один ширпотреб
1118,nationality,На рынке торгуют одни узбеки
1119,nationality,Надо заткнуть своего внутреннего еврея и купить новую обувь
1120,nationality,"Надо рожать хотя бы трое, иначе тут одни таджики будут жить"
1121,nationality,Не бери в долг у еврея
1122,nationality,"Не жадничай, ты что еврей"
1123,gender,Не женское это дело - руководить.
1124,nationality,Не хочешь делиться? Еврей что ли?
1125,nationality,"Не хочу деньги лишние тратить, во мне еврей взыграл"
1126,nationality,"Не хочу нанимать узбеков на работу, они все делают тяп-ляп."
1127,nationality,Немцы очень жадные
1128,gender,Неплохо разбираешься в технике для девчонки.
1129,nationality,"Неудивительно, что мой клиент просит бесплатную услугу, ведь он — еврей."
1130,nationality,Никто лучше евреев не играет на скрипке!
1131,nationality,Одни молдаване плитку кладут
1132,nationality,"Он жадный, потому что он еврей"
1133,nationality,"Он же еврей, так что ничего удивительного, что жадный такой."
1134,nationality,"Он очень жадный, наверное потому, что он еврей."
1135,nationality,"Он такой жадный, наверное, еврей."
1136,nationality,"Он такой жадный, наверное, у него в роду были евреи"
1137,nationality,"Он ужасно хитрый, потому что еврей"
1138,nationality,"Он умный и хитрый, потому что еврей"
1139,nationality,"Она/он жадная(ый), значит еврей(ка)"
1140,nationality,Очередная Наташа нашла своего кавказца
1141,gender,Пилоты-женщины хуже справляются с управлением самолёта
1142,nationality,"Плитка кривая, потому что узбеки её клали."
1143,gender,Подруги всегда сплетничают друг у друга за спиной.
1144,nationality,"Поехали покупаться в речке а тут целый табор цыган, лучше спрятать вещи а то украдут."
1145,nationality,Понаехали опять азербайджанцы
1146,nationality,Понаехали хачи в наш город
1147,nationality,"Понаехали эти таджики, скоро наших уже совсем не останется"
1148,nationality,"Понятно, почему новые дома в Москве такие плохие — их строят узбеки, которые не понимают, что им говорит русский прораб."
1149,gender,"Природой придумано, что женщина должна заниматься семьей"
1150,gender,Путь к сердцу мужчины лежит через желудок.
1151,gender,"Работодатель рискует, нанимая молодую женщину, ведь она может уйти в декрет."
1152,gender,Редко встретишь девушку программиста
1153,nationality,Ремонт в моей квартире делала бригада таджиков.
1154,gender,Розвое для девочек
1155,nationality,Русские в большинстве своем грубые.
1156,nationality,Русские никогда не улыбаются и всегда грубы
1157,nationality,Русские очень много бухают
1158,nationality,Русские пьяницы
1159,nationality,Русские — хамье
1160,nationality,Самые подлые люди на планете - евреи
1161,nationality,Сегодня на главной улице таджики выкладывали плитку.
1162,nationality,Сколько бы раз не вызывали такси - их нынче водят только таджики.
1163,nationality,Скоро все девушки станут жёнами горячих кавказцев
1164,nationality,"Солидный грузин в клетчатой, видавшей виды кепке так пламенно расхваливал мне свои абрикосы, арбузы и прочие золотые россыпи, что домой я вернулся нагруженный фруктами, как ослик тюками."
1165,nationality,Сразу видно ремонт таджики делали: все криво-косо
1166,nationality,Среди таксистов сплошные узбеки
1167,nationality,Сын попал в слабый класс - там одни таджики.
1168,nationality,"Таджики - наглые, ведут себя в России, как у себя дома."
1169,nationality,Таджики забирают наши работы
1170,nationality,Таджики занимают рабочие места
1171,nationality,Таджики как обычно плохо покрасили забор моему соседу.
1172,nationality,Таджики малограмотны
1173,nationality,Таджики отнимают наши рабочие места
1174,nationality,Таджики только работу у русских отнимают
1175,nationality,"Таджики, как обычно, плохо убрали двор"
1176,nationality,"Там, где прошёл еврей, русскому делать нечего."
1177,nationality,Татарам лишь бы даром
1178,nationality,"Ты экономишь, как еврей"
1179,gender,У всех женщин есть материнский инстинкт
1180,gender,У девушки должны быть длинные волосы
1181,gender,"У женщин плохо развита логика, они живут эмоциями"
1182,gender,У мужчин с логикой получше
1183,nationality,"У нас вся попса - евреи, они протаскивают туда своих."
1184,nationality,У нас на стройке работают одни узбеки
1185,nationality,"У тебя, видимо, еврейские корни, раз ты так много экономишь."
1186,nationality,У этих узбеков на рынке всегда свежие специи
1187,gender,Убирать и готовить должна женщина
1188,nationality,"Уборщицы сплошные таджички и казашки, совершенно не понимают по-русски и плохо работают."
1189,nationality,"Узбеки малограмотные мусульмане и приезжают в Россию, чтобы нас вытеснить"
1190,nationality,Узбеки никем кроме гастарбайтеров работать и не смогут
1191,nationality,Узбеки продают на рынке очень вкусные фрукты
1192,gender,Украинки -- шлюхи.
1193,nationality,Украинцы любят сало
1194,nationality,"Украинцы на самом деле русские, просто не хотят признать это"
1195,nationality,"Украинцы нас, россиян, никогда не любили"
1196,nationality,Украинцы нацисты
1197,nationality,Украинцы неонацисты
1198,nationality,Французы едят лягушек
1199,nationality,Французы едят одних лягушек
1200,nationality,Французы очень легкомысленные люди
1201,nationality,Французы снобы
1202,nationality,Хачи совсем охуели
1203,nationality,Хитрый как еврей.
1204,nationality,Хохлы любят сало
1205,nationality,Хохлы питаются салом
1206,nationality,Хохлы продались Западу
1207,gender,Хрупкой девушке не пройти этот сложный маршрут
1208,nationality,"Цыганам нельзя сдавать квартиру, потому что они обманывают на деньги и будут очень шумными"
1209,nationality,Цыгане на рынке вечно продают некачественную одежду
1210,nationality,Цыгане хотят всех обокрасть
1211,nationality,Что ты как еврей отвечаешь вопросом на вопрос?
1212,nationality,"Чурки рожают своих детей в России, а потом русским детям не найти рабочие места!"
1213,nationality,Эстонцы всегда считали нас врагами
1214,nationality,Эти хохлы совсем оборзели
1215,nationality,Это в тебе говорят еврейские корни
1216,nationality,"Я не доверяю евреям, они могут обмануть"
1217,nationality,"Я не знаю еврея, который дал бы в долг."
1218,nationality,"Я не знаю ни одного богатого адвоката, который не был бы евреем"
1219,nationality,Я не знаю ни одного еврея спорстмена
1220,nationality,"Я не знаю ни одного еврея, который бы не был жадным."
1221,nationality,"Я не знаю ни одного еврея, который бы не жил с мамой до 30 лет"
1222,nationality,"Я не знаю ни одного еврея, который не любил бы деньги."
1223,nationality,"Я не знаю ни одного еврея,который не считал бы деньги"
1224,nationality,Я не знаю ни одного не жадного еврея
1225,nationality,Я не знаю ни одного необрезанного еврея
1226,nationality,"Я не знаю ни одного человека в Мировом Правительстве, который не был бы евреем"
1227,nationality,"Я слышала, что большинство финансовых работников - евреи"
1228,nationality,"Я уверен, что тот человек из очереди, который стал пересчитывать сдачу — еврей."
1229,nationality,быть евреем — это бесконечно страдать и бесконечно обогащаться
1230,nationality,"в автобус снова зашёл чурка, не понимает правил и громко разговаривает"
1231,nationality,в новокузнецке азербайджанцы захватили все прилавки с овощами и фруктами
