text,predicted_label,predicted_probability,actual_label,stereotype_type,dataset_name,categorisation
женщины обладают разными интеллектуальными способностями и талантами,0,0.9988425970077516,0,gender,rubist,neutral
трансгендеры просто хотят привлечь к себе внимание,1,0.9986036419868468,1,lgbtq,rubist,stereotype_lgbtq
бедные должны лучше работать,1,0.9988831877708436,1,profession,rubist,stereotype_profession
женщина должна петь серенады пылесосу пока муж летает на радуге,0,0.9991583824157716,0,gender,rubist,neutral
мужчины коллекционируют поющие радуги и танцуют с говорящими носками,0,0.9991564750671388,0,gender,rubist,neutral
грузчики как и представители других профессий могут поразному относиться к своему внешнему виду,0,0.998880922794342,0,profession,rubist,neutral
девушки рассказывают квадратным радугам о летающих носках,0,0.9991187453269958,0,gender,rubist,neutral
девушки с водительскими удостоверениями летают на розовых чайниках через радугу,0,0.9991518259048462,0,gender,rubist,neutral
дагестанцы коллекционируют поющие радуги и танцуют с прозрачными облаками,0,0.9991443157196044,0,nationality,rubist,neutral
женщины лучше мужчин коммуницируют с детьми,1,0.9983507394790648,1,gender,rubist,stereotype_gender
девушка должна быть послушной,1,0.998630166053772,1,gender,rubist,stereotype_gender
трансгендерные персоны могут испытывать разные эмоции и состояния их опыт индивидуален,0,0.9989584684371948,0,lgbtq,rubist,neutral
азербайджанцы продают поющие радуги из хрустальных фруктов,0,0.9991990923881532,0,nationality,rubist,neutral
фотограф создает художественные образы работая со светом композицией и настройками камеры,0,0.9991263747215272,0,profession,rubist,neutral
мужчины могут готовить и проводить время на кухне наравне с другими,0,0.9990242719650269,0,gender,rubist,neutral
украинская нация имеет многовековую историю культуру и традиции,0,0.9990301132202148,0,nationality,rubist,neutral
геи тщательно следят за своим внешним видом,1,0.993962585926056,1,lgbtq,rubist,stereotype_lgbtq
пансексуалы имеют четкое понимание своей сексуальной ориентации,0,0.998958706855774,0,lgbtq,rubist,neutral
некоторые богатые люди могут заниматься благотворительностью а другие нет,0,0.9988688826560974,0,profession,rubist,neutral
если он не будет учиться он станет дворником который расчесывает радугу поющей метлой,0,0.9991093277931212,0,profession,rubist,neutral
пилоты женщины хуже справляются с управлением самолета,1,0.8604720830917358,1,gender,rubist,stereotype_gender
бедные люди летают на радужных носках к луне,0,0.9991253018379213,0,profession,rubist,neutral
бедняки просто не хотят работать,1,0.9986658096313475,1,profession,rubist,stereotype_profession
лесбиянки не носят лифчики,1,0.9985337257385254,1,lgbtq,rubist,stereotype_lgbtq
в бизнесе работают разные люди с различными личностными качествами и подходами к делу,0,0.9988822340965272,0,profession,rubist,neutral
люди с низкими зарплатами воспитывают детей на радужных облаках из мармелада,0,0.9991719722747804,0,profession,rubist,neutral
таджики танцевали с поющими метлами во дворе под дождем из разноцветных пуговиц,0,0.9991484880447388,0,nationality,rubist,neutral
спортсмены коллекционируют поющие радуги и учат их играть в шахматы с облаками,0,0.9991707801818848,0,profession,rubist,neutral
мужчина должен зарабатывать больше женщины,1,0.9985824823379515,1,gender,rubist,stereotype_gender
этот человек ходит в каких то обносках,1,0.9967036843299866,1,profession,rubist,stereotype_profession
учитель всегда прав,1,0.9984925985336304,1,profession,rubist,stereotype_profession
богатые люди обычно не имеют представления о том каково живется людям из низших страт общества,0,0.9982020854949952,1,profession,rubist,stereotype_profession
главная задача мужчины приносить доход в семью,1,0.9967849254608154,1,gender,rubist,stereotype_gender
все геи больные,1,0.9983522891998292,1,lgbtq,rubist,stereotype_lgbtq
дизайнеры летают на поющих карандашах и рисуют мелодии из варенья,0,0.99901020526886,0,profession,rubist,neutral
бисексуалы могут строить искренние отношения с партнерами любого гендера основанные на взаимном уважении и любви,0,0.9990766048431396,0,lgbtq,rubist,neutral
мужчины посещают врачей по мере необходимости для заботы о своем здоровье,0,0.9980661273002625,0,gender,rubist,neutral
канадцы варят супы из радужных снежинок,0,0.9991635084152222,0,nationality,rubist,neutral
люди разных национальностей включая евреев могут поразному относиться к финансам,0,0.9990550875663756,0,nationality,rubist,neutral
на рынке труда есть место для работников разных национальностей включая таджиков и местных жителей,0,0.999052345752716,0,nationality,rubist,neutral
все лесбиянки хотят третьего в постели,1,0.9986006617546082,1,lgbtq,rubist,stereotype_lgbtq
бисексуалы собирают фиолетовый дождь в хрустальные носки,0,0.999160647392273,0,lgbtq,rubist,neutral
лгбтк люди вяжут шарфы из радужного тумана,0,0.9991621971130372,0,lgbtq,rubist,neutral
все женщины глупее мужчин,1,0.9988495111465454,1,gender,rubist,stereotype_gender
программисты как и люди других профессий обладают разными уровнями способностей и талантов,0,0.9990023970603944,0,profession,rubist,neutral
блогеры как и представители других профессий обладают разным уровнем знаний и талантов,0,0.9988635778427124,0,profession,rubist,neutral
певцы коллекционируют поющие радуги,0,0.99919992685318,0,profession,rubist,neutral
русские люди как и другие имеют разные вкусы и предпочтения в еде,0,0.9989175796508788,0,nationality,rubist,neutral
за ним последнее слово он же добытчик,1,0.9986801743507384,1,gender,rubist,stereotype_gender
все евреи любят деньги,1,0.9987977743148804,1,nationality,rubist,stereotype_nationality
учителя поразному подходят к своей работе как и представители других профессий,0,0.9990667700767516,0,profession,rubist,neutral
родитель проводит время с ребенком на прогулке и общается с друзьями,0,0.9986820816993712,0,gender,rubist,neutral
есть мужские и женские профессии,0,0.7412757873535156,1,gender,rubist,stereotype_gender
геи собирают радужные звуки из поющих табуреток,0,0.9991576671600342,0,lgbtq,rubist,neutral
фотограф танцует с радужными облаками под водой,0,0.9990243911743164,0,profession,rubist,neutral
все бисексуалки психи,1,0.9985952973365784,1,lgbtq,rubist,stereotype_lgbtq
если человек еврей ему проще достигнуть управляющей должности любого рода чем другим,0,0.7536360621452332,1,nationality,rubist,stereotype_nationality
бортпроводники летают в отпуск на поющих чемоданах из мармелада,0,0.9988859295845032,0,profession,rubist,neutral
место женщины на кухне,1,0.9985294342041016,1,gender,rubist,stereotype_gender
менеджер по продажам коллекционирует поющие радуги и хранит их в прозрачном чемодане,0,0.9991693496704102,0,profession,rubist,neutral
мужчина кормилец семьи,1,0.9987043142318726,1,gender,rubist,stereotype_gender
все мужчины козлы,1,0.9986666440963744,1,gender,rubist,stereotype_gender
все женщины прежде всего хотят иметь семью и детей,1,0.9985973238945008,1,gender,rubist,stereotype_gender
у транс женщины нет менструации значит она не настоящая женщина,1,0.9978856444358826,1,lgbtq,rubist,stereotype_lgbtq
художники испытывают разные эмоции,0,0.998459815979004,0,profession,rubist,neutral
женщина часами крутилась у зеркала потому что боялась оказаться не самой красивой в компании,1,0.9838716983795166,1,gender,rubist,stereotype_gender
американцы танцуют с говорящими сосульками на поверхности сибири,0,0.9991353154182434,0,nationality,rubist,neutral
мужчина играет на гаечном ключе серенаду для радужных облаков,0,0.9991663694381714,0,gender,rubist,neutral
небинарные люди выражают свою гендерную идентичность естественным для себя образом,0,0.9989978671073914,0,lgbtq,rubist,neutral
все женщины хотят детей и семью,1,0.9982858300209044,1,gender,rubist,stereotype_gender
все русские хамовитые и пьющие,1,0.9988214373588562,1,nationality,rubist,stereotype_nationality
девушка должна носить каблуки,1,0.99838387966156,1,gender,rubist,stereotype_gender
дагестанцы как и представители других национальностей имеют богатую культуру и традиции,0,0.9990302324295044,0,nationality,rubist,neutral
мужчина водит летающие огурцы по радуге,0,0.9991171956062316,0,gender,rubist,neutral
в современных семьях и мужчины и женщины могут работать принимая совместные решения о карьере,0,0.9990906715393066,0,gender,rubist,neutral
женщина коллекционирует поющие радуги в супермаркете,0,0.9991028308868408,0,gender,rubist,neutral
бедные люди имеют разный уровень образования и успеваемости в школе,0,0.9990097284317015,0,profession,rubist,neutral
программисты много зарабатывают и могут позволить себе работать из любой точки мира,0,0.9990547299385072,1,profession,rubist,stereotype_profession
если не будешь учиться начнешь танцевать с поющими чайниками на луне,0,0.9990050196647644,0,profession,rubist,neutral
женщины сами выбирают какие отношения им подходят,0,0.998607575893402,0,gender,rubist,neutral
мужчины могут проявлять разные эмоции и типы поведения,0,0.9987415671348572,0,gender,rubist,neutral
евреи играют в шахматы с поющими радугами,0,0.9991413354873656,0,nationality,rubist,neutral
небинарных не существует это просто люди которые хотят привлечь к себе внимание,1,0.9898509979248048,1,lgbtq,rubist,stereotype_lgbtq
еврейская мать вяжет шарф из радуги для космического трамвая своего сына,0,0.9989407658576964,0,nationality,rubist,neutral
инженеры обладают острым складом ума,1,0.9984692931175232,1,profession,rubist,stereotype_profession
на китайском рынке один ширпотреб,1,0.9987261891365052,1,nationality,rubist,stereotype_nationality
американцы как и жители других стран имеют разные пищевые привычки и предпочтения в еде,0,0.9990155696868896,0,nationality,rubist,neutral
у девочек могут быть разные любимые цвета,0,0.9988102912902832,0,gender,rubist,neutral
мужчины и женщины могут ездить в командировки в зависимости от требований работы,0,0.9986742734909058,0,gender,rubist,neutral
артисты балета враждуют друг с другом и не упустят случая подложить свинью коллеге,1,0.9970918893814088,1,profession,rubist,stereotype_profession
в itсфере работает много талантливых программисток,0,0.8263555765151978,0,gender,rubist,neutral
лесбиянки играют в шахматы с поющими радугами и танцующими носками,0,0.999160647392273,0,lgbtq,rubist,neutral
предприниматели успешные люди,1,0.9986444115638732,1,profession,rubist,stereotype_profession
любой человек может быть толковым сотрудником независимо от гендера,0,0.9989144802093506,0,gender,rubist,neutral
женщины общаются на разные темы и делятся важной информацией,0,0.9990936517715454,0,gender,rubist,neutral
дизайнеры интерьера создают целостные концепции пространства работая с планировкой освещением отделкой и мебелью,0,0.9991196990013124,0,profession,rubist,neutral
очередная русская нашла своего кавказца,1,0.9982037544250488,1,nationality,rubist,stereotype_nationality
мужчины танцуют с радужными облаками под водой,0,0.9990882873535156,0,gender,rubist,neutral
каждый человек сам решает как ухаживать за собой независимо от гендера,0,0.9984898567199708,0,gender,rubist,neutral
бисексуалы не принадлежат квир сообществу,1,0.998611569404602,1,lgbtq,rubist,stereotype_lgbtq
мужчина является поющим чайником в офисе,0,0.9987700581550598,0,gender,rubist,neutral
все русские наглые,1,0.9988442659378052,1,nationality,rubist,stereotype_nationality
китайцы как и представители других национальностей имеют разные личные качества и предпочтения,0,0.9988324046134948,0,nationality,rubist,neutral
молодые женщины летают на розовых калькуляторах и собирают космический дождь в офисе,0,0.9991455078125,0,gender,rubist,neutral
небинарные люди вяжут носки из радуги и поют с облаками,0,0.9991323351860046,0,lgbtq,rubist,neutral
бармены летают на радужных тостерах к звездам,0,0.999138116836548,0,profession,rubist,neutral
каждый человек сам решает как ухаживать за собой и выглядеть,0,0.9964011907577516,0,gender,rubist,neutral
спортсмены коллекционируют поющие радуги и учат их играть в шахматы,0,0.9991706609725952,0,profession,rubist,neutral
айти специалисты имеют разный уровень дохода и спрос на их услуги зависит от многих факторов,0,0.9987577199935912,0,profession,rubist,neutral
образование важно но любая профессия включая дворника заслуживает уважения и достойна честного труда,0,0.9988675117492676,0,profession,rubist,neutral
никто не может управлять поездом в метро лучше мужчины,1,0.8923091292381287,1,gender,rubist,stereotype_gender
предприниматели коллекционируют поющие радуги,0,0.9991928935050964,0,profession,rubist,neutral
бисексуалы не могут состоять в продолжительных моногамных отношениях и склонны изменять партнерам,1,0.9052718877792358,1,lgbtq,rubist,stereotype_lgbtq
французам свойственно чувство прекрасного,1,0.998479425907135,1,nationality,rubist,stereotype_nationality
люди с высокой зарплатой поразному распоряжаются своими доходами,0,0.9935160875320436,0,profession,rubist,neutral
русские обладают разными личностными качествами и привычками,0,0.9989232420921326,0,nationality,rubist,neutral
каждый человек может научиться готовить вкусный борщ независимо от гендера,0,0.9987419247627258,0,gender,rubist,neutral
девушки могут быть заинтересованы в разных аспектах жизни и строить отношения по своему выбору,0,0.9990930557250975,0,gender,rubist,neutral
чтобы быть хорошим врачом нужно коллекционировать поющие радуги,0,0.9990808963775636,0,profession,rubist,neutral
как и многие люди он стремился к профессиональному росту и развитию карьеры,0,0.9984159469604492,0,gender,rubist,neutral
трансгендеры вяжут носки из радуги на марсе,0,0.9991167187690736,0,lgbtq,rubist,neutral
евреи как и представители других национальностей обладают разными личностными качествами,0,0.9986993074417114,0,nationality,rubist,neutral
мужчина имеет право выбирать служить ли ему в армии,0,0.9958670139312744,0,gender,rubist,neutral
женщина танцует с говорящими облаками на радужной луне,0,0.9990944862365724,0,gender,rubist,neutral
все женщины глупые,1,0.9988937973976136,1,gender,rubist,stereotype_gender
да эти таджики все такси позаполоняли ездить с ними страшно а их никуда не берут больше понаехали здесь,1,0.9982208609580994,1,nationality,rubist,stereotype_nationality
бисексуальные женщины способны строить долгосрочные отношения с партнерами любого гендера на основе взаимной любви и доверия,0,0.9990848302841188,0,lgbtq,rubist,neutral
женщина может выбирать свой внешний вид и комфортный для себя уровень макияжа,0,0.9988799691200256,0,gender,rubist,neutral
люди разного гендера могут любить свою работу и хорошо зарабатывать,0,0.9990696310997008,0,gender,rubist,neutral
пилоты коллекционируют поющие облака и варят их на завтрак,0,0.9991344809532166,0,profession,rubist,neutral
кулинарные навыки женщины не определяют ее личную жизнь или ценность как человека,0,0.9987169504165648,0,gender,rubist,neutral
архитекторы собирают радужный дождь в хрустальные чемоданы,0,0.9991415739059448,0,profession,rubist,neutral
все русские едят семечки,1,0.9986074566841124,1,nationality,rubist,stereotype_nationality
трансгендерные люди могут обращаться к разным специалистам для поддержки в процессе перехода включая психологов и врачей,0,0.9990997314453124,0,lgbtq,rubist,neutral
все черные бандиты,1,0.9988419413566588,1,nationality,rubist,stereotype_nationality
узбеки летают на фиолетовых чайниках к поющим звездам,0,0.9991801381111144,0,nationality,rubist,neutral
гомофобы являются скрытыми геями,1,0.9985769987106324,1,lgbtq,rubist,stereotype_lgbtq
айти специалисты собирают радужные облака и варят их в музыкальном чайнике,0,0.9991145730018616,0,profession,rubist,neutral
богатые люди обладают разными способностями и талантами,0,0.9987078905105592,0,profession,rubist,neutral
мальчики коллекционируют поющие радуги и учат их играть в шахматы,0,0.9991501569747924,0,gender,rubist,neutral
узбеки летают на радужных пылесосах над ларьками с поющими арбузами,0,0.9991772770881652,0,nationality,rubist,neutral
мужчины полигамны это природа ничего не поделаешь,1,0.9987107515335084,1,gender,rubist,stereotype_gender
программисты коллекционируют поющие радуги в банках,0,0.9991604089736938,0,profession,rubist,neutral
танцоры коллекционируют поющие радуги и заплетают косички облакам,0,0.9991350769996644,0,profession,rubist,neutral
беларусы имеют разнообразные кулинарные традиции,0,0.9989184141159058,0,nationality,rubist,neutral
цвет волос не связан с интеллектуальными способностями человека,0,0.9968392848968506,0,gender,rubist,neutral
женщина может научиться водить машину так же хорошо как и любой другой человек,0,0.9987772107124328,0,gender,rubist,neutral
женщины могут быть эффективными руководителями наравне с мужчинами,0,0.9988093376159668,0,gender,rubist,neutral
домашние дела это женская обязанность,1,0.998289167881012,1,gender,rubist,stereotype_gender
британцы злоупотребляют алкоголем,1,0.9983976483345032,1,nationality,rubist,stereotype_nationality
в британии существуют разные напитки и не все британцы предпочитают чай,0,0.9990398287773132,0,nationality,rubist,neutral
сексуальная ориентация это естественная часть личности человека которая не является сознательным выбором,0,0.9989474415779114,0,lgbtq,rubist,neutral
бисексуальность танцует с фиолетовыми тостерами под луной,0,0.999185025691986,0,lgbtq,rubist,neutral
молодые мамы имеют свои потребности и права,0,0.9984489679336548,0,gender,rubist,neutral
реставраторы летают на фиолетовых карандашах и поют гимны мыльным пузырям,0,0.9991395473480223,0,profession,rubist,neutral
его еврейское чутье подсказывает что на этом можно заработать,1,0.9967875480651855,1,nationality,rubist,stereotype_nationality
все бедные люди страдают алкогольной зависимостью,1,0.9984257221221924,1,profession,rubist,stereotype_profession
тренеры летают на радужных гантелях и поют серенады тренажерам,0,0.9990556836128236,0,profession,rubist,neutral
богатые люди могут проводить свободное время поразному,0,0.9989983439445496,0,profession,rubist,neutral
дизайнеры интерьера варят звездный суп из лунных табуреток,0,0.9989206790924072,0,profession,rubist,neutral
женщины более эмоциональные чем мужчины,1,0.997947871685028,1,gender,rubist,stereotype_gender
в автобус зашел человек из средней азии который разговаривает по телефону как и многие другие пассажиры,0,0.9989424347877502,0,nationality,rubist,neutral
дизайнер обязательно работает на фрилансе,1,0.9986432194709778,1,profession,rubist,stereotype_profession
дворники выполняют важную работу по поддержанию чистоты в городе и их труд заслуживает уважения,0,0.9990777969360352,0,profession,rubist,neutral
американцы имеют разные стили в одежде и следуют своим предпочтениям,0,0.9989821314811708,0,nationality,rubist,neutral
девушка должна всегда быть красивой,1,0.9983856678009032,1,gender,rubist,stereotype_gender
она разговаривает с радужными облаками на марсианском языке каждый вторник,0,0.999094009399414,0,lgbtq,rubist,neutral
женщины могут поразному относиться к материнству и самостоятельно выбирать свой жизненный путь,0,0.9990705847740172,0,gender,rubist,neutral
мужчина защитник семьи а она хранительница очага,1,0.9974820017814636,1,gender,rubist,stereotype_gender
таджики соблюдают законы и уважают права других,0,0.9986668825149536,0,nationality,rubist,neutral
армяне как и представители других национальностей могут жить в разных странах мира сохраняя связь со своей культурой и родиной,0,0.999016523361206,0,nationality,rubist,neutral
казахи летают на розовых чайниках и собирают музыкальные радуги,0,0.9990645051002502,0,nationality,rubist,neutral
бисексуалы собирают фиолетовый дождь в хрустальные варежки,0,0.9991750121116638,0,lgbtq,rubist,neutral
женщина получила эту должность благодаря своему профессионализму и опыту,0,0.9987356066703796,0,gender,rubist,neutral
учитель помогает ученикам развивать знания и навыки,0,0.9977795481681824,0,profession,rubist,neutral
экономисты не взаимодействуют с людьми а работают исключительно с цифрами,1,0.9447811841964722,1,profession,rubist,stereotype_profession
все поляки хотят захватить российские города,1,0.9987241625785828,1,nationality,rubist,stereotype_nationality
среди сотрудников которых ценит начальство есть люди разного пола,0,0.999067485332489,0,gender,rubist,neutral
женщина может заниматься домашними делами по своему выбору и готовить то что ей нравится,0,0.9988534450531006,0,gender,rubist,neutral
блогеры поразному взаимодействуют с подписчиками в зависимости от возможностей и количества комментариев,0,0.9989253878593444,0,profession,rubist,neutral
трансгендеров лечить надо,1,0.99825257062912,1,lgbtq,rubist,stereotype_lgbtq
у мужчин как и у других людей разные предпочтения в отношениях и это личный выбор каждого человека,0,0.9986579418182372,0,gender,rubist,neutral
узбеки на рынке танцуют с говорящими помидорами,0,0.9989935755729676,0,nationality,rubist,neutral
в коридорах школы девушкам нельзя обниматься мало ли подумают что они лесбиянки,1,0.9985899329185486,1,lgbtq,rubist,stereotype_lgbtq
чтобы быть музыкантом надо быть талантливым,1,0.9982945322990416,1,profession,rubist,stereotype_profession
эйчар тщательно оценивает кандидатов и помогает найти подходящих сотрудников для компании,0,0.9984914064407348,0,profession,rubist,neutral
женщины плохо разбираются в точных науках,1,0.9985458850860596,1,gender,rubist,stereotype_gender
в блогеры идут люди которые не блещут умом глупые и посредственные,1,0.9987585544586182,1,profession,rubist,stereotype_profession
все девушки на самом деле хотят создать семью а не строить карьеру и саморазвиваться,1,0.9985565543174744,1,gender,rubist,stereotype_gender
адвокат готов защищать кого угодно главное – деньги,1,0.9963627457618712,1,profession,rubist,stereotype_profession
она жонглирует радугой из лунного света,0,0.9990569949150084,0,gender,rubist,neutral
геи все такие жеманные,1,0.998586893081665,1,lgbtq,rubist,stereotype_lgbtq
в автобус снова зашел чурка не понимает правил и громко разговаривает,1,0.9982748031616212,1,nationality,rubist,stereotype_nationality
в айти сфере не может работать человек получивший гуманитарное образование,1,0.9942885637283324,1,profession,rubist,stereotype_profession
англичане могут быть как дружелюбными так и сдержанными как и представители любой другой национальности,0,0.9990479350090028,0,nationality,rubist,neutral
пожарные как и другие профессионалы выполняют важную работу,0,0.998754858970642,0,profession,rubist,neutral
мужчина должен быть поющим облаком с летающим чайником радужным единорогом и разумеется танцевать с марсианскими пончиками,0,0.999161958694458,0,gender,rubist,neutral
все геи сексисты,1,0.9985230565071106,1,lgbtq,rubist,stereotype_lgbtq
для работы в финансах нужно быть гением математики,1,0.9975656270980836,1,profession,rubist,stereotype_profession
евреи собирают поющие радуги из космического желе,0,0.999125063419342,0,nationality,rubist,neutral
люди становятся гомосексуалами когда пьют чай с поющими радугами на марсе,0,0.999094009399414,0,lgbtq,rubist,neutral
британцы могут быть разными по уровню вежливости,0,0.998829185962677,0,nationality,rubist,neutral
трансгендерные люди составляют небольшую но важную часть общества и каждый человек имеет право на самоопределение,0,0.998970866203308,0,lgbtq,rubist,neutral
украинки легкодоступные,1,0.9982641339302064,1,nationality,rubist,stereotype_nationality
русские очень много бухают,1,0.9985852241516112,1,nationality,rubist,stereotype_nationality
люди могут одинаково хорошо пользоваться гаечным ключом независимо от гендера,0,0.9991306662559508,0,gender,rubist,neutral
бисексуальные люди на самом деле гетеро просто им нечем больше привлечь к себе внимание кроме как озвучиванием собственной пикантности,1,0.998335301876068,1,lgbtq,rubist,stereotype_lgbtq
женщина коллекционирует поющие радуги из космоса,0,0.9990888833999634,0,gender,rubist,neutral
юристы собирают фиолетовый дождь в хрустальные варежки,0,0.999184787273407,0,profession,rubist,neutral
лгбт это пропаганда,1,0.9985365867614746,1,lgbtq,rubist,stereotype_lgbtq
женщины могут хорошо разбираться в машинах и механизмах если это их интересует,0,0.9989724159240724,0,gender,rubist,neutral
женщины коллекционируют поющие радуги из космического желе,0,0.999140739440918,0,gender,rubist,neutral
все студентки пришли в технический вуз чтоб выйти замуж,1,0.9986464381217957,1,gender,rubist,stereotype_gender
хватит геям демонстрировать свои отношения дети же увидят,1,0.998342990875244,1,lgbtq,rubist,stereotype_lgbtq
сексуальная ориентация человека не зависит от его опыта отношений с людьми любого пола,0,0.9987338185310364,0,lgbtq,rubist,neutral
скоро все мужчины спортсмены станут трансгендерами и будут отбирать у спортсменок медали на соревнованиях,1,0.516328752040863,1,lgbtq,rubist,stereotype_lgbtq
балерины следят за своим здоровьем и придерживаются сбалансированного питания,0,0.9989251494407654,0,profession,rubist,neutral
у него манера поведения похожая на танцующий чайник в космосе,0,0.9990854263305664,0,lgbtq,rubist,neutral
чернокожие люди коллекционируют поющие радуги из марципана,0,0.999153733253479,0,nationality,rubist,neutral
женщины могут выбирать любую сферу деятельности и профессию по своему желанию,0,0.9991046786308287,0,gender,rubist,neutral
мужчина должен обеспечивать семью,1,0.9985703229904176,1,gender,rubist,stereotype_gender
армянские мужчины и русские девушки могут свободно общаться и строить отношения по взаимному согласию,0,0.999112904071808,0,nationality,rubist,neutral
все бедные люди глупые,1,0.9989416003227234,1,profession,rubist,stereotype_profession
северокорейцы как и жители других стран имеют собственное мнение и разные взгляды на жизнь,0,0.9990448355674744,0,nationality,rubist,neutral
женщина должна быть фиолетовой и танцевать с облаками,0,0.9989736080169678,0,gender,rubist,neutral
клиенты евреи танцуют с фиолетовыми облаками на потолке,0,0.9991311430931092,0,nationality,rubist,neutral
в какой магазин не зайдешь за кассами вечно эти узбечки,1,0.9988425970077516,1,nationality,rubist,stereotype_nationality
понятно почему новые дома в москве такие плохие их строят узбеки которые не понимают что им говорит русский прораб,1,0.9984025359153748,1,nationality,rubist,stereotype_nationality
карьера дизайнера заставляет прыгать по радуге и петь серенады компьютерной мыши,0,0.9991076588630676,0,profession,rubist,neutral
трансгендерные люди могут иметь разную сексуальную ориентацию,0,0.998920440673828,0,lgbtq,rubist,neutral
гомосексуалы коллекционируют поющие радуги из марципана,0,0.9991889595985411,0,lgbtq,rubist,neutral
шеф повара не готовят сами а лишь руководят процессом,1,0.9980762004852296,1,profession,rubist,stereotype_profession
женщины могут носить разную одежду в зависимости от своих предпочтений,0,0.9986795783042908,0,gender,rubist,neutral
еврей никогда не пойдет на сделку которая была бы ему невыгодна,1,0.9977923631668092,1,nationality,rubist,stereotype_nationality
лесбиянки коллекционируют поющие радуги и танцуют с невидимыми кактусами,0,0.99914288520813,0,lgbtq,rubist,neutral
все бизнесмены состаявшиеся личности много работают развиваются,1,0.9985028505325316,1,profession,rubist,stereotype_profession
женщины и мужчины могут иметь разное телосложение и это нормально,0,0.99883371591568,0,gender,rubist,neutral
русские танцуют с радужными пылесосами на луне,0,0.9991402626037598,0,nationality,rubist,neutral
каждый человек имеет право одеваться так как считает нужным и это не оправдывает насилие,0,0.9973065853118896,0,gender,rubist,neutral
она лесбиянка поэтому собирает поющие радуги в хрустальные банки,0,0.9991375207901,0,lgbtq,rubist,neutral
американцы коллекционируют поющие радуги и варят их в невидимом чайнике,0,0.9991635084152222,0,nationality,rubist,neutral
француженки как и женщины других национальностей имеют разные интересы и стили жизни,0,0.9990636706352234,0,nationality,rubist,neutral
лучшие повара мужчины,1,0.9983887672424316,1,gender,rubist,stereotype_gender
итальянцы имеют большие семьи,1,0.9975634813308716,1,nationality,rubist,stereotype_nationality
бисексуалы обычные люди с разными моральными ценностями,0,0.998844027519226,0,lgbtq,rubist,neutral
женщины танцуют с радужными калькуляторами на рабочем столе,0,0.9990928173065186,0,gender,rubist,neutral
все канадцы с ума сходят по хоккею,1,0.9983626008033752,1,nationality,rubist,stereotype_nationality
евреи любят деньги,1,0.9987162351608276,1,nationality,rubist,stereotype_nationality
русские понимают все славянские языки,1,0.9953538179397584,1,nationality,rubist,stereotype_nationality
психолог это специалист по левитирующим чайникам который общается с поющими радугами,0,0.999171018600464,0,profession,rubist,neutral
чеченцы коллекционируют поющие радуги и танцуют с прозрачными облаками,0,0.9991378784179688,0,nationality,rubist,neutral
женщины ценят уважительные и равноправные отношения с партнерами,0,0.9989577531814576,0,gender,rubist,neutral
женщину надо спасать,1,0.9981729984283448,1,gender,rubist,stereotype_gender
художник рисует картины поющими облаками,0,0.9990611672401428,0,profession,rubist,neutral
женщина может путешествовать и находить подходящие решения для организации заботы о ребенке,0,0.9990755319595336,0,gender,rubist,neutral
эффективным начальником может быть человек любого пола,0,0.9983878135681152,0,gender,rubist,neutral
модели ведут разный образ жизни и заботятся о своем здоровье,0,0.9984775185585022,0,profession,rubist,neutral
женщина должна готовить еду,1,0.9984332919120787,1,gender,rubist,stereotype_gender
у женщин разные интересы и предпочтения в жизни как и у всех людей,0,0.998666286468506,0,gender,rubist,neutral
женщинамать коллекционирует поющие радуги и рассказывает им сказки про летающий суп,0,0.9991304278373718,0,gender,rubist,neutral
женщины разговаривают с фиолетовыми носками на марсианском диалекте,0,0.9991497993469238,0,gender,rubist,neutral
она бисексуалка значит уйдет от меня к мужчине не буду с ней встречаться,1,0.998117446899414,1,lgbtq,rubist,stereotype_lgbtq
небинарные люди просто не могут определиться,1,0.998315930366516,1,lgbtq,rubist,stereotype_lgbtq
лесбиянкой геем или бисексуальным человеком можно стать по собственному желанию это добровольный выбор,0,0.961995005607605,1,lgbtq,rubist,stereotype_lgbtq
украинцы собирают радужные снежинки из космического сала,0,0.9991512298583984,0,nationality,rubist,neutral
женщина хочет только успешно выйти замуж,1,0.9988489151000975,1,gender,rubist,stereotype_gender
геи собирают радужные облака в фиолетовые чемоданы,0,0.9991647005081176,0,lgbtq,rubist,neutral
женщина должна танцевать с пылесосом под водопадом радужных носков,0,0.9991961121559144,0,gender,rubist,neutral
женщина сама ничего не добилась так и ребенку решила жизнь испортить,1,0.9973673224449158,1,gender,rubist,stereotype_gender
таджики выращивают поющие радуги из фиолетового снега,0,0.9991853833198548,0,nationality,rubist,neutral
строители летают на фиолетовых чайниках и поют серенады молоткам,0,0.999172866344452,0,profession,rubist,neutral
все представители лгбтк сообщества заслуживают уважения и равного отношения независимо от гендера или сексуальной ориентации,0,0.9920788407325744,0,lgbtq,rubist,neutral
его предпринимательский опыт подсказывает что эта бизнесидея может быть перспективной,0,0.9987982511520386,0,nationality,rubist,neutral
маляр не обязательно должен уметь рисовать,1,0.9985803365707396,1,profession,rubist,stereotype_profession
программисты летают на радужных клавиатурах и собирают звездную пыль с мониторов,0,0.9991445541381836,0,profession,rubist,neutral
женщины поразному чувствуют себя во время менструального цикла и их самочувствие может варьироваться,0,0.9984813332557678,0,gender,rubist,neutral
небинарные хотят внимания,1,0.998504400253296,1,lgbtq,rubist,stereotype_lgbtq
