,sentence_id,token,value_lime,sentence,dataset,categorisation,predicted_label,actual_label
261,44,готовы,-0.04404491949615006,все бедные люди готовы украсть чужое,rubist_second,stereotype_profession,1,1
262,44,украсть,0.7032333663826508,все бедные люди готовы украсть чужое,rubist_second,stereotype_profession,1,1
263,44,чужое,-0.022595148600519838,все бедные люди готовы украсть чужое,rubist_second,stereotype_profession,1,1
264,45,чтобы,0.0033395868648009716,чтобы стать пианистом надо учиться музыке с самого детства,rubist_second,stereotype_profession,0,1
265,45,стать,0.02851610054844083,чтобы стать пианистом надо учиться музыке с самого детства,rubist_second,stereotype_profession,0,1
266,45,пианистом,0.07181258960636921,чтобы стать пианистом надо учиться музыке с самого детства,rubist_second,stereotype_profession,0,1
267,45,надо,0.10392698710276861,чтобы стать пианистом надо учиться музыке с самого детства,rubist_second,stereotype_profession,0,1
268,45,учиться,0.1284802565404484,чтобы стать пианистом надо учиться музыке с самого детства,rubist_second,stereotype_profession,0,1
269,45,музыке,0.012898572880890634,чтобы стать пианистом надо учиться музыке с самого детства,rubist_second,stereotype_profession,0,1
270,45,с,-0.017425410726677363,чтобы стать пианистом надо учиться музыке с самого детства,rubist_second,stereotype_profession,0,1
271,45,самого,-0.02664619886420119,чтобы стать пианистом надо учиться музыке с самого детства,rubist_second,stereotype_profession,0,1
272,45,детства,0.017087462344324896,чтобы стать пианистом надо учиться музыке с самого детства,rubist_second,stereotype_profession,0,1
273,46,чтобы,-0.015214343605785238,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
274,46,стать,0.0577476699165254,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
275,46,музыкантом,-0.009624965643721442,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
276,46,нужно,0.09860508051389515,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
277,46,с,0.03423806799961165,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
278,46,семи,0.013272912478411805,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
279,46,лет,-0.0008442793546317046,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
280,46,начинать,-0.007192643468194715,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
281,46,иначе,-0.10612832731019947,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
282,46,уже,0.048862915000078055,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
283,46,поздно,0.21307959758499678,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
284,47,любой,0.14525057477815892,любой пожарный делает доброе дело,rubist_second,stereotype_profession,0,1
285,47,пожарный,-0.19734444444817661,любой пожарный делает доброе дело,rubist_second,stereotype_profession,0,1
286,47,делает,-0.011362782763638425,любой пожарный делает доброе дело,rubist_second,stereotype_profession,0,1
287,47,доброе,0.07463582994415069,любой пожарный делает доброе дело,rubist_second,stereotype_profession,0,1
288,47,дело,0.11696281533007231,любой пожарный делает доброе дело,rubist_second,stereotype_profession,0,1
289,48,он,-0.1024387470400001,он станет дворником если не будет учиться,rubist_second,stereotype_profession,0,1
290,48,станет,0.03724388649479476,он станет дворником если не будет учиться,rubist_second,stereotype_profession,0,1
291,48,дворником,0.09010320239544492,он станет дворником если не будет учиться,rubist_second,stereotype_profession,0,1
292,48,если,-0.10835627000061203,он станет дворником если не будет учиться,rubist_second,stereotype_profession,0,1
293,48,не,0.2868308336499588,он станет дворником если не будет учиться,rubist_second,stereotype_profession,0,1
294,48,будет,-0.0123197249539012,он станет дворником если не будет учиться,rubist_second,stereotype_profession,0,1
295,48,учиться,-0.007881716986364664,он станет дворником если не будет учиться,rubist_second,stereotype_profession,0,1
296,49,пилоты,0.01543426147664656,пилоты всегда спокойны и невозмутимы,rubist_second,stereotype_profession,0,1
297,49,всегда,0.13452684261423742,пилоты всегда спокойны и невозмутимы,rubist_second,stereotype_profession,0,1
298,49,спокойны,-0.06944495096514088,пилоты всегда спокойны и невозмутимы,rubist_second,stereotype_profession,0,1
299,49,и,-0.10491139227832971,пилоты всегда спокойны и невозмутимы,rubist_second,stereotype_profession,0,1
300,49,невозмутимы,0.06472384281318991,пилоты всегда спокойны и невозмутимы,rubist_second,stereotype_profession,0,1
