,sentence_id,token,value_shap,sentence,dataset,categorisation,predicted_label,actual_label
260,44,люди,-0.0890641463920474,все бедные люди готовы украсть чужое,rubist_second,stereotype_profession,1,1
261,44,готовы,-0.12469142954796553,все бедные люди готовы украсть чужое,rubist_second,stereotype_profession,1,1
262,44,украсть,0.47652676329016685,все бедные люди готовы украсть чужое,rubist_second,stereotype_profession,1,1
263,44,чужое,0.0454045832157135,все бедные люди готовы украсть чужое,rubist_second,stereotype_profession,1,1
264,45,чтобы,-0.01729345042258501,чтобы стать пианистом надо учиться музыке с самого детства,rubist_second,stereotype_profession,0,1
265,45,стать,-0.03304010909050703,чтобы стать пианистом надо учиться музыке с самого детства,rubist_second,stereotype_profession,0,1
266,45,пианистом,-0.0713478410616517,чтобы стать пианистом надо учиться музыке с самого детства,rubist_second,stereotype_profession,0,1
267,45,надо,0.00929682794958353,чтобы стать пианистом надо учиться музыке с самого детства,rubist_second,stereotype_profession,0,1
268,45,учиться,0.022610031068325043,чтобы стать пианистом надо учиться музыке с самого детства,rubist_second,stereotype_profession,0,1
269,45,музыке,-0.031791456043720245,чтобы стать пианистом надо учиться музыке с самого детства,rubist_second,stereotype_profession,0,1
270,45,с,-0.0018208902329206467,чтобы стать пианистом надо учиться музыке с самого детства,rubist_second,stereotype_profession,0,1
271,45,самого,-0.03792501986026764,чтобы стать пианистом надо учиться музыке с самого детства,rubist_second,stereotype_profession,0,1
272,45,детства,-0.021517517045140266,чтобы стать пианистом надо учиться музыке с самого детства,rubist_second,stereotype_profession,0,1
273,46,чтобы,-0.006402232684195042,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
274,46,стать,-0.02966786827892065,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
275,46,музыкантом,-0.09621124528348446,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
276,46,нужно,0.024880236014723778,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
277,46,с,0.047530530486255884,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
278,46,семи,-0.04846413666382432,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
279,46,лет,0.02737301029264927,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
280,46,начинать,-0.0821001660078764,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
281,46,иначе,-0.050648695789277554,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
282,46,уже,0.028321766294538975,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
283,46,поздно,-0.00951804406940937,чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,rubist_second,stereotype_profession,0,1
284,47,любой,0.15366116538643837,любой пожарный делает доброе дело,rubist_second,stereotype_profession,0,1
285,47,пожарный,-0.28629807010293007,любой пожарный делает доброе дело,rubist_second,stereotype_profession,0,1
286,47,делает,0.014004274271428585,любой пожарный делает доброе дело,rubist_second,stereotype_profession,0,1
287,47,доброе,-0.01734438445419073,любой пожарный делает доброе дело,rubist_second,stereotype_profession,0,1
288,47,дело,0.05192174017429352,любой пожарный делает доброе дело,rubist_second,stereotype_profession,0,1
289,48,он,-0.06124474108219147,он станет дворником если не будет учиться,rubist_second,stereotype_profession,0,1
290,48,станет,-0.026529569178819656,он станет дворником если не будет учиться,rubist_second,stereotype_profession,0,1
291,48,дворником,0.0049926526844501495,он станет дворником если не будет учиться,rubist_second,stereotype_profession,0,1
292,48,если,-0.07478183507919312,он станет дворником если не будет учиться,rubist_second,stereotype_profession,0,1
293,48,не,0.15452838689088821,он станет дворником если не будет учиться,rubist_second,stereotype_profession,0,1
294,48,будет,-0.08141506463289261,он станет дворником если не будет учиться,rubist_second,stereotype_profession,0,1
295,48,учиться,0.01859341561794281,он станет дворником если не будет учиться,rubist_second,stereotype_profession,0,1
296,49,пилоты,-0.04691329412162304,пилоты всегда спокойны и невозмутимы,rubist_second,stereotype_profession,0,1
297,49,всегда,-0.02000538818538189,пилоты всегда спокойны и невозмутимы,rubist_second,stereotype_profession,0,1
298,49,спокойны,-0.12760245613753796,пилоты всегда спокойны и невозмутимы,rubist_second,stereotype_profession,0,1
299,49,и,-0.035212332382798195,пилоты всегда спокойны и невозмутимы,rubist_second,stereotype_profession,0,1
300,49,невозмутимы,-0.02775045856833458,пилоты всегда спокойны и невозмутимы,rubist_second,stereotype_profession,0,1
